# Frequency	NEF		NEP
 103.83129    3.27317   42.79199
 103.95050    3.20048   41.84084
 104.06971    3.30215   43.16993
 104.18892    3.23700   42.31888
 104.30813    3.13268   40.95366
 104.42734    3.12766   40.88616
 104.54655    3.16323   41.35157
 104.66576    3.16593   41.38661
 104.78497    3.17056   41.44974
 104.90417    3.19319   41.74845
 105.02338    3.06770   40.10582
 105.14259    3.00054   39.22864
 105.26180    3.14317   41.09009
 105.38101    3.06734   40.09861
 105.50022    3.11407   40.70939
 105.61943    3.19418   41.75891
 105.73864    3.21241   41.99851
 105.85785    3.35020   43.79931
 105.97706    3.17696   41.53416
 106.09627    3.10317   40.56895
 106.21548    3.01860   39.46317
 106.33469    3.12252   40.82185
 106.45390    3.27201   42.77618
 106.57310    3.12948   40.90937
 106.69231    3.09398   40.44834
 106.81152    3.11318   40.70009
 106.93073    3.22931   42.21660
 107.04994    3.18103   41.58603
 107.16915    3.06841   40.11190
 107.28836    3.02991   39.60848
 107.40757    3.14718   41.14224
 107.52678    3.22020   42.09618
 107.64599    3.20563   41.90628
 107.76520    3.10860   40.63956
 107.88441    3.12805   40.89215
 108.00362    3.15669   41.26639
 108.12283    3.31499   43.33611
 108.24203    3.24494   42.41971
 108.36124    3.03400   39.66378
 108.48045    2.90012   37.91342
 108.59966    3.02831   39.58993
 108.71887    3.16949   41.43680
 108.83808    3.30911   43.26217
 108.95729    3.13597   41.00002
 109.07650    3.05698   39.96632
 109.19571    3.06552   40.07893
 109.31492    2.95396   38.61932
 109.43413    3.04412   39.79621
 109.55334    3.09402   40.44786
 109.67255    3.03807   39.71747
 109.79176    3.00534   39.28991
 109.91096    3.09620   40.47946
 110.03017    3.09727   40.49053
 110.14938    3.23173   42.24909
 110.26859    3.30050   43.14733
 110.38780    3.41997   44.70895
 110.50701    3.28088   42.89184
 110.62622    3.14024   41.05484
 110.74543    3.07759   40.23696
 110.86464    3.05333   39.91796
 110.98385    3.11548   40.72920
 111.10306    3.18953   41.69809
 111.22227    3.04151   39.76421
 111.34148    3.13119   40.93599
 111.46069    3.18825   41.68088
 111.57990    2.97803   38.93080
 111.69910    3.07897   40.25256
 111.81831    3.17343   41.48617
 111.93752    3.18713   41.66377
 112.05673    2.94042   38.43879
 112.17594    2.95980   38.69180
 112.29515    2.99622   39.17103
 112.41436    3.11406   40.71093
 112.53357    2.97128   38.84552
 112.65278    3.13611   40.99839
 112.77199    3.13928   41.03863
 112.89120    3.06354   40.04963
 113.01041    3.27869   42.86225
 113.12962    3.11892   40.77516
 113.24883    2.96908   38.81628
 113.36803    3.15592   41.25874
 113.48724    3.23031   42.22863
 113.60645    3.03633   39.69283
 113.72566    2.98233   38.98854
 113.84487    2.98492   39.02354
 113.96408    2.91231   38.07181
 114.08329    3.09018   40.39884
 114.20250    3.25834   42.59503
 114.32171    3.33008   43.53200
 114.44092    3.28188   42.90508
 114.56013    2.95124   38.58189
 114.67934    2.93690   38.39257
 114.79855    3.06780   40.10562
 114.91776    2.98323   39.00088
 115.03696    3.14664   41.13853
 115.15617    3.15045   41.18767
 115.27538    3.03414   39.66679
 115.39459    2.91018   38.04358
 115.51380    3.06326   40.04687
 115.63301    3.04383   39.79319
 115.75222    2.95533   38.63753
 115.87143    2.96254   38.73049
 115.99064    3.04965   39.86837
 116.10985    3.23931   42.34650
 116.22906    3.27373   42.79603
 116.34827    3.23028   42.23199
 116.46748    3.07982   40.26718
 116.58669    2.96602   38.77642
 116.70589    2.99586   39.16512
 116.82510    2.96898   38.81391
 116.94431    3.04097   39.75430
 117.06352    2.97944   38.95068
 117.18273    3.02261   39.51517
 117.30194    3.06231   40.03440
 117.42115    3.02119   39.49549
 117.54036    3.05514   39.93993
 117.65957    3.12779   40.88916
 117.77878    3.22187   42.12038
 117.89799    3.18887   41.68638
 118.01720    3.03171   39.63356
 118.13641    3.21890   42.08066
 118.25562    3.23495   42.28880
 118.37482    3.27227   42.77964
 118.49403    3.06822   40.11093
 118.61324    3.11604   40.73341
 118.73245    3.28823   42.98668
 118.85166    3.18524   41.64184
 118.97087    3.04602   39.82085
 119.09008    3.07905   40.25241
 119.20929    3.18036   41.57750
 119.32850    3.26164   42.64082
 119.44771    3.33745   43.63319
 119.56692    3.13060   40.92687
 119.68613    3.06785   40.10681
 119.80534    3.28787   42.98391
 119.92455    3.77643   49.36851
 120.04375    3.56159   46.56134
 120.16296    3.01431   39.40765
 120.28217    3.10766   40.62668
 120.40138    3.00022   39.21991
 120.52059    2.90685   38.00203
 120.63980    3.00340   39.26461
 120.75901    3.18919   41.69415
 120.87822    3.23075   42.23722
 120.99743    3.33634   43.61745
 121.11664    3.18841   41.68284
 121.23585    2.92573   38.24837
 121.35506    3.05862   39.98801
 121.47427    3.17803   41.54748
 121.59348    3.19536   41.77353
 121.71268    3.14506   41.11315
 121.83189    3.34152   43.68522
 121.95110    3.07930   40.25852
 122.07031    3.01322   39.39130
 122.18952    3.22797   42.20063
 122.30873    3.12668   40.88001
 122.42794    3.17800   41.54604
 122.54715    2.90241   37.94412
 122.66636    3.15012   41.18580
 122.78557    3.21268   42.00117
 122.90478    3.12670   40.87877
 123.02399    3.20184   41.85855
 123.14320    3.23711   42.32168
 123.26241    3.13873   41.03571
 123.38161    3.05980   40.00247
 123.50082    3.02577   39.55766
 123.62003    3.16684   41.39962
 123.73924    3.10266   40.55896
 123.85845    2.97779   38.92914
 123.97766    2.94059   38.44398
 124.09687    2.80603   36.68442
 124.21608    2.89950   37.90516
 124.33529    3.05318   39.91365
 124.45450    3.21891   42.08067
 124.57371    3.30812   43.24798
 124.69292    3.05948   39.99620
 124.81213    2.97378   38.87397
 124.93134    2.95523   38.63453
 125.05054    2.89625   37.86436
 125.16975    2.90786   38.01337
 125.28896    2.97495   38.89149
 125.40817    2.98637   39.04353
 125.52738    3.15885   41.29959
 125.64659    3.17624   41.52543
 125.76580    3.07053   40.14234
 125.88501    3.11022   40.66194
 126.00422    3.11712   40.75246
 126.12343    3.01195   39.37388
 126.24264    3.01805   39.45529
 126.36185    3.08697   40.35474
 126.48106    3.04854   39.85223
 126.60027    3.17399   41.49752
 126.71947    3.18145   41.59509
 126.83868    3.21405   42.02075
 126.95789    3.30283   43.17966
 127.07710    3.17705   41.53243
 127.19631    3.22615   42.17483
 127.31552    3.07892   40.25040
 127.43473    2.99357   39.13389
 127.55394    3.00621   39.29886
 127.67315    2.98006   38.95825
 127.79236    3.00391   39.27083
 127.91157    3.16240   41.34342
 128.03078    3.21855   42.07519
 128.14999    3.13620   40.99811
 128.26920    3.09782   40.49670
 128.38840    3.00975   39.34490
 128.50761    3.06327   40.04665
 128.62682    3.19310   41.74614
 128.74603    3.35773   43.89684
 128.86524    3.24982   42.48679
 128.98445    3.04571   39.81831
 129.10366    3.16135   41.32851
 129.22287    3.16729   41.40584
 129.34208    3.12343   40.83320
 129.46129    2.97727   38.92303
 129.58050    2.99723   39.18242
 129.69971    3.22956   42.21945
 129.81892    3.31106   43.28373
 129.93813    3.13266   40.95150
 130.05733    3.02794   39.58505
 130.17654    2.87246   37.55157
 130.29575    2.96725   38.79186
 130.41496    3.12989   40.91718
 130.53417    3.12047   40.79315
 130.65338    3.09328   40.43663
 130.77259    3.08779   40.36378
 130.89180    3.16816   41.41435
 131.01101    3.07329   40.17811
 131.13022    2.93639   38.39037
 131.24943    3.09627   40.47770
 131.36864    3.23806   42.33361
 131.48785    3.12341   40.83429
 131.60706    3.12555   40.86385
 131.72626    3.36254   43.95944
 131.84547    3.24981   42.48725
 131.96468    3.27709   42.84294
 132.08389    3.07769   40.23593
 132.20310    3.05162   39.89553
 132.32231    3.09139   40.41338
 132.44152    3.08250   40.29609
 132.56073    3.03252   39.64410
 132.67994    3.18876   41.68826
 132.79915    3.11250   40.69141
 132.91836    2.95257   38.60004
 133.03757    3.01290   39.38561
 133.15678    3.07606   40.21073
 133.27599    3.18158   41.59345
 133.39520    3.21842   42.07424
 133.51440    3.15322   41.22136
 133.63361    3.19852   41.81158
 133.75282    3.09379   40.44532
 133.87203    3.02308   39.52283
 133.99124    2.99598   39.16783
 134.11045    3.12189   40.81463
 134.22966    3.07177   40.15961
 134.34887    2.93991   38.43636
 134.46808    2.94486   38.50184
 134.58729    2.91539   38.11582
 134.70650    3.06328   40.04601
 134.82571    3.02746   39.57662
 134.94492    3.07776   40.23371
 135.06413    3.12757   40.88493
 135.18333    3.06547   40.07586
 135.30254    3.13545   40.99194
 135.42175    3.13796   41.02240
 135.54096    3.24445   42.41389
 135.66017    3.05299   39.91153
 135.77938    3.08725   40.35998
 135.89859    3.18565   41.64538
 136.01780    3.21942   42.08905
 136.13701    3.28736   42.97524
 136.25622    3.12210   40.81423
 136.37543    3.16903   41.42996
 136.49464    2.96215   38.72422
 136.61385    3.11795   40.76047
 136.73306    3.12403   40.84109
 136.85226    3.08298   40.30552
 136.97147    2.85387   37.31128
 137.09068    2.94374   38.48462
 137.20989    3.00185   39.23941
 137.32910    2.94832   38.54172
 137.44831    2.94540   38.50580
 137.56752    3.10176   40.54911
 137.68673    3.12294   40.82623
 137.80594    3.17463   41.50038
 137.92515    3.08367   40.31339
 138.04436    3.02221   39.50932
 138.16357    3.04185   39.76531
 138.28278    3.01935   39.47259
 138.40199    3.15747   41.27842
 138.52119    3.21244   41.99759
 138.64040    3.14351   41.09565
 138.75961    3.08861   40.37683
 138.87882    3.10405   40.57938
 138.99803    3.09547   40.47139
 139.11724    2.99610   39.17106
 139.23645    3.09195   40.42086
 139.35566    3.04793   39.84588
 139.47487    2.90912   38.02950
 139.59408    3.05526   39.94232
 139.71329    3.07465   40.19748
 139.83250    3.17248   41.47576
 139.95171    3.27009   42.75118
 140.07092    3.19234   41.73297
 140.19012    3.27952   42.87148
 140.30933    3.00969   39.34724
 140.42854    3.00830   39.32868
 140.54775    3.10081   40.53850
 140.66696    3.11354   40.70543
 140.78617    3.13518   40.98831
 140.90538    3.13061   40.92670
 141.02459    3.17810   41.54860
 141.14380    3.12384   40.84056
 141.26301    3.00815   39.32695
 141.38222    3.10173   40.54877
 141.50143    3.25668   42.57362
 141.62064    3.09394   40.44752
 141.73985    3.09078   40.40451
 141.85905    3.16720   41.40324
 141.97826    3.25543   42.55986
 142.09747    3.16153   41.33496
 142.21668    3.28124   42.89800
 142.33589    3.13053   40.92486
 142.45510    2.89338   37.82379
 142.57431    3.06923   40.12695
 142.69352    3.35690   43.88866
 142.81273    3.11624   40.74197
 142.93194    3.21348   42.01154
 143.05115    2.91723   38.13739
 143.17036    2.99240   39.12122
 143.28957    3.00891   39.33602
 143.40878    3.03798   39.71524
 143.52798    2.83244   37.02937
 143.64719    2.97886   38.94416
 143.76640    3.13631   41.00173
 143.88561    3.18986   41.70110
 144.00482    3.18843   41.68254
 144.12403    3.03314   39.65257
 144.24324    2.92187   38.19610
 144.36245    3.18905   41.69067
 144.48166    3.34335   43.70982
 144.60087    3.18356   41.62143
 144.72008    3.12799   40.89637
 144.83929    3.16470   41.37343
 144.95850    3.16878   41.42697
 145.07771    3.16544   41.38157
 145.19691    3.32484   43.46173
 145.31612    3.31600   43.34684
 145.43533    3.00662   39.30737
 145.55454    3.05792   39.97839
 145.67375    3.19162   41.72420
 145.79296    3.25981   42.61798
 145.91217    3.20826   41.94370
 146.03138    3.05486   39.93803
 146.15059    2.94845   38.54672
 146.26980    3.06596   40.08381
 146.38901    3.14725   41.14598
 146.50822    3.06885   40.12026
 146.62743    3.06596   40.08390
 146.74664    2.95590   38.64635
 146.86584    2.95960   38.69385
 146.98505    3.08660   40.35311
 147.10426    3.14904   41.16560
 147.22347    3.19247   41.73219
 147.34268    3.15019   41.18144
 147.46189    3.15452   41.24028
 147.58110    3.00507   39.28650
 147.70031    2.92726   38.27003
 147.81952    2.99893   39.20721
 147.93873    3.01665   39.44050
 148.05794    3.08791   40.37367
 148.17715    3.15451   41.24080
 148.29636    3.07938   40.25744
 148.41557    2.98725   39.05223
 148.53477    2.95090   38.57668
 148.65398    2.81961   36.86054
 148.77319    2.91850   38.15379
 148.89240    2.90333   37.95439
 149.01161    2.98624   39.03911
 149.13082    3.03941   39.73456
 149.25003    2.93873   38.41709
 149.36924    3.03758   39.71313
 149.48845    3.28834   42.98871
 149.60766    3.02519   39.54626
 149.72687    3.07054   40.13920
 149.84608    3.08923   40.38644
 149.96529    3.05449   39.93099
 150.08450    3.08131   40.28166
 150.20370    3.04669   39.83275
 150.32291    2.99518   39.15701
 150.44212    3.07948   40.25913
 150.56133    2.98977   39.08625
 150.68054    2.94891   38.54973
 150.79975    2.95305   38.60389
 150.91896    2.95956   38.69130
 151.03817    3.05709   39.96446
 151.15738    3.02836   39.58841
 151.27659    3.13872   41.03388
 151.39580    3.13983   41.04758
 151.51501    3.02016   39.48430
 151.63422    2.91392   38.09523
 151.75343    3.00999   39.35055
 151.87263    3.07866   40.24979
 151.99184    2.97605   38.90737
 152.11105    3.21427   42.02321
 152.23026    3.45143   45.12124
 152.34947    3.33674   43.62118
 152.46868    3.01864   39.46065
 152.58789    3.12522   40.85717
 152.70710    3.16507   41.37856
 152.82631    3.17147   41.46401
 152.94552    3.11152   40.68012
 153.06473    3.00733   39.31345
 153.18394    2.95815   38.67023
 153.30315    3.17028   41.44595
 153.42236    3.06064   40.01009
 153.54156    3.16768   41.41186
 153.66077    3.16362   41.35906
 153.77998    3.06810   40.11083
 153.89919    3.05153   39.89427
 154.01840    3.03299   39.65313
 154.13761    2.91702   38.13777
 154.25682    2.84162   37.15004
 154.37603    3.02093   39.49337
 154.49524    3.33353   43.57693
 154.61445    3.13276   40.95307
 154.73366    3.00482   39.28217
 154.85287    3.15935   41.30279
 154.97208    2.97225   38.85640
 155.09129    2.90121   37.92854
 155.21049    3.07842   40.24695
 155.32970    2.96201   38.72445
 155.44891    2.91026   38.04549
 155.56812    2.99510   39.15418
 155.68733    3.15004   41.17797
 155.80654    3.23161   42.24700
 155.92575    3.19099   41.71523
 156.04496    3.21018   41.96927
 156.16417    3.13874   41.03567
 156.28338    3.07078   40.14869
 156.40259    3.10676   40.61727
 156.52180    3.03445   39.67040
 156.64101    2.88133   37.66796
 156.76022    2.88703   37.74072
 156.87943    2.92957   38.29914
 156.99863    3.08523   40.33446
 157.11784    3.16833   41.41957
 157.23705    3.05725   39.96510
 157.35626    3.14207   41.07721
 157.47547    3.21316   42.00712
 157.59468    3.02460   39.54188
 157.71389    3.03734   39.70841
 157.83310    3.07680   40.22621
 157.95231    2.90603   37.99352
 158.07152    2.87317   37.55943
 158.19073    3.22150   42.11663
 158.30994    3.30778   43.24494
 158.42915    3.11958   40.78326
 158.54836    3.03494   39.67713
 158.66756    2.92562   38.24812
 158.78677    2.97438   38.88775
 158.90598    3.01144   39.36988
 159.02519    3.08765   40.36372
 159.14440    3.25402   42.54186
 159.26361    3.03895   39.73043
 159.38282    3.04087   39.75579
 159.50203    3.00467   39.28175
 159.62124    3.03207   39.64086
 159.74045    3.03108   39.62774
 159.85966    3.10669   40.61599
 159.97887    2.98653   39.04450
 160.09808    3.06691   40.09744
 160.21729    2.95175   38.59228
 160.33649    2.95731   38.66274
 160.45570    2.99745   39.18620
 160.57491    3.02009   39.48121
 160.69412    3.13987   41.04615
 160.81333    3.20798   41.93870
 160.93254    3.19307   41.74227
 161.05175    3.22893   42.20978
 161.17096    3.20731   41.92881
 161.29017    3.01703   39.44227
 161.40938    2.97978   38.95490
 161.52859    2.95115   38.58175
 161.64780    3.13368   40.96758
 161.76701    3.09544   40.46741
 161.88622    2.98381   39.00701
 162.00542    3.10651   40.61288
 162.12463    3.07288   40.17145
 162.24384    3.15126   41.19591
 162.36305    3.27790   42.85153
 162.48226    3.02573   39.55637
 162.60147    2.94901   38.55455
 162.72068    2.88445   37.70725
 162.83989    3.04618   39.82287
 162.95910    3.14060   41.05952
 163.07831    3.01636   39.43256
 163.19752    2.97938   38.94794
 163.31673    3.08211   40.29310
 163.43594    3.12173   40.81243
 163.55515    3.06096   40.01666
 163.67435    3.07770   40.23493
 163.79356    3.09198   40.42311
 163.91277    3.15395   41.23249
 164.03198    3.23517   42.29408
 164.15119    2.93613   38.38558
 164.27040    2.96150   38.72002
 164.38961    2.88866   37.76765
 164.50882    2.96765   38.79733
 164.62803    2.98785   39.06249
 164.74724    2.98375   39.01030
 164.86645    3.10091   40.54160
 164.98566    3.14052   41.05614
 165.10487    3.11279   40.69294
 165.22408    3.18719   41.66731
 165.34328    3.04308   39.78544
 165.46249    3.08571   40.34125
 165.58170    3.02324   39.52593
 165.70091    3.13172   40.94109
 165.82012    2.96779   38.79799
 165.93933    2.92365   38.22108
 166.05854    3.01152   39.36932
 166.17775    3.12335   40.83121
 166.29696    2.96701   38.78542
 166.41617    3.01443   39.40760
 166.53538    2.92955   38.29581
 166.65459    2.88646   37.73514
 166.77380    2.89885   37.90026
 166.89301    2.90492   37.97717
 167.01221    3.11466   40.71687
 167.13142    3.17146   41.46097
 167.25063    3.08367   40.31266
 167.36984    3.07908   40.25204
 167.48905    3.10326   40.56733
 167.60826    3.07494   40.19701
 167.72747    3.03608   39.69161
 167.84668    2.98018   38.96175
 167.96589    3.02223   39.51035
 168.08510    2.93986   38.43217
 168.20431    3.08002   40.26358
 168.32352    3.02475   39.54311
 168.44273    2.99921   39.20843
 168.56194    3.06020   40.00611
 168.68114    3.06325   40.04823
 168.80035    3.10088   40.53935
 168.91956    2.93747   38.40110
 169.03877    2.81385   36.78496
 169.15798    3.08558   40.33936
 169.27719    2.91584   38.11969
 169.39640    2.94417   38.48704
 169.51561    2.93229   38.33069
 169.63482    3.03436   39.66853
 169.75403    3.05478   39.93753
 169.87324    3.06397   40.05626
 169.99245    2.94277   38.47063
 170.11166    2.84474   37.18897
 170.23087    3.04819   39.84736
 170.35007    3.08089   40.27825
 170.46928    3.05492   39.94142
 170.58849    3.02997   39.61130
 170.70770    2.98397   39.00927
 170.82691    3.08620   40.34720
 170.94612    3.11508   40.72680
 171.06533    2.94844   38.54835
 171.18454    2.91213   38.07089
 171.30375    3.02919   39.60001
 171.42296    3.06264   40.03835
 171.54217    2.88698   37.74208
 171.66138    2.97131   38.84475
 171.78059    2.97004   38.82788
 171.89980    3.07000   40.13448
 172.01900    3.03789   39.71562
 172.13821    3.07274   40.17061
 172.25742    3.07880   40.24779
 172.37663    3.14097   41.06102
 172.49584    3.11233   40.68703
 172.61505    3.16582   41.38707
 172.73426    3.13925   41.04223
 172.85347    2.86759   37.48774
 172.97268    2.88526   37.71948
 173.09189    3.09946   40.52145
 173.21110    3.02195   39.50642
 173.33031    2.94987   38.56283
 173.44952    2.97072   38.83474
 173.56873    3.12298   40.82736
 173.68793    3.17369   41.49211
 173.80714    3.09972   40.52570
 173.92635    2.97660   38.91246
 174.04556    3.03520   39.67751
 174.16477    3.05623   39.95657
 174.28398    3.07585   40.21397
 174.40319    3.03634   39.69529
 174.52240    3.06954   40.13089
 174.64161    2.96901   38.81717
 174.76082    2.90267   37.94878
 174.88003    3.00477   39.28231
 174.99924    3.06914   40.12496
 175.11845    3.24183   42.38542
 175.23766    3.05643   39.96074
 175.35686    2.98324   39.00064
 175.47607    2.93778   38.40385
 175.59528    2.88044   37.65754
 175.71449    2.90888   38.02885
 175.83370    3.00355   39.26445
 175.95291    3.04678   39.82811
 176.07212    3.02184   39.50208
 176.19133    2.99729   39.18382
 176.31054    3.15973   41.30636
 176.42975    3.10714   40.61842
 176.54896    3.02125   39.49636
 176.66817    3.13621   41.00081
 176.78738    3.27018   42.75428
 176.90659    3.09300   40.43589
 177.02579    3.07082   40.14473
 177.14500    3.04493   39.80675
 177.26421    3.00809   39.32621
 177.38342    2.99763   39.18781
 177.50263    2.99337   39.13442
 177.62184    3.02937   39.60517
 177.74105    3.07376   40.18366
 177.86026    3.02532   39.55208
 177.97947    3.13347   40.96589
 178.09868    3.01647   39.43455
 178.21789    3.01633   39.43312
 178.33710    3.09502   40.46101
 178.45631    3.03971   39.73588
 178.57552    3.04407   39.79491
 178.69473    3.22795   42.19819
 178.81393    3.37273   44.08930
 178.93314    3.19202   41.72718
 179.05235    3.01216   39.37569
 179.17156    2.92577   38.24740
 179.29077    2.93178   38.33069
 179.40998    2.88521   37.72024
 179.52919    2.86398   37.44104
 179.64840    2.98864   39.07181
 179.76761    2.81054   36.74213
 179.88682    2.93671   38.38928
 180.00603    2.90988   38.04060
 180.12524    3.10846   40.63608
 180.24445    3.12033   40.79107
 180.36366    3.11689   40.74522
 180.48286    2.89696   37.87043
 180.60207    2.97928   38.94844
 180.72128    2.93189   38.32795
 180.84049    2.83325   37.03976
 180.95970    2.72841   35.66757
 181.07891    3.01414   39.40274
 181.19812    3.12132   40.80782
 181.31733    2.91646   38.13015
 181.43654    2.98522   39.02813
 181.55575    3.08744   40.36601
 181.67496    3.04646   39.82789
 181.79417    2.98462   39.01548
 181.91338    3.05157   39.89217
 182.03259    3.01798   39.45628
 182.15179    3.00793   39.32527
 182.27100    3.10496   40.59205
 182.39021    3.08950   40.39159
 182.50942    2.97063   38.83908
 182.62863    3.02154   39.50285
 182.74784    3.04430   39.79861
 182.86705    3.08167   40.28516
 182.98626    3.15093   41.19079
 183.10547    3.14219   41.07651
 183.22468    3.04073   39.75040
 183.34389    3.03478   39.67267
 183.46310    3.04018   39.74453
 183.58231    2.97607   38.90752
 183.70152    2.78176   36.36664
 183.82072    2.90673   37.99943
 183.93993    3.09463   40.45657
 184.05914    3.08009   40.26750
 184.17835    3.08468   40.32597
 184.29756    2.98122   38.97293
 184.41677    3.00819   39.32665
 184.53598    3.00139   39.23845
 184.65519    2.98839   39.06589
 184.77440    3.12066   40.79479
 184.89361    3.09493   40.45991
 185.01282    3.15549   41.25048
 185.13203    3.06568   40.07575
 185.25124    2.88209   37.67631
 185.37045    2.97501   38.89217
 185.48965    2.99192   39.11329
 185.60886    3.04306   39.78098
 185.72807    3.07712   40.22561
 185.84728    3.01463   39.40969
 185.96649    2.97258   38.86044
 186.08570    3.02068   39.48907
 186.20491    3.03048   39.61649
 186.32412    2.87341   37.56239
 186.44333    2.91025   38.04515
 186.56254    2.91315   38.08394
 186.68175    3.08758   40.36194
 186.80096    2.97500   38.89629
 186.92017    3.03098   39.62971
 187.03938    3.07731   40.23363
 187.15858    2.86945   37.51443
 187.27779    2.95684   38.65635
 187.39700    3.07707   40.22736
 187.51621    3.03033   39.61776
 187.63542    3.06068   40.01506
 187.75463    3.08763   40.36714
 187.87384    3.02605   39.56279
 187.99305    3.04008   39.74276
 188.11226    3.04360   39.78892
 188.23147    3.04412   39.79631
 188.35068    3.09132   40.41185
 188.46989    3.05809   39.97727
 188.58910    2.95584   38.64341
 188.70831    2.81990   36.86414
 188.82751    2.82169   36.88822
 188.94672    2.95143   38.58340
 189.06593    3.19801   41.80515
 189.18514    3.27944   42.87307
 189.30435    3.00209   39.24749
 189.42356    3.01010   39.34884
 189.54277    3.21180   41.98310
 189.66198    3.26421   42.67401
 189.78119    3.06835   40.11577
 189.90040    3.11623   40.73979
 190.01961    3.04864   39.85706
 190.13882    2.96111   38.71238
 190.25803    3.00733   39.31580
 190.37724    3.05827   39.97925
 190.49644    3.11562   40.73137
 190.61565    2.98500   39.02634
 190.73486    3.08897   40.38230
 190.85407    3.09461   40.45506
 190.97328    3.30063   43.14681
 191.09249    3.12975   40.91235
 191.21170    3.00834   39.32794
 191.33091    2.84672   37.21408
 191.45012    3.06160   40.02372
 191.56933    3.13225   40.94895
 191.68854    3.07823   40.24313
 191.80775    3.16164   41.33220
 191.92696    3.09790   40.50038
 192.04617    3.06832   40.11281
 192.16537    2.91838   38.15338
 192.28458    2.80398   36.65950
 192.40379    2.90146   37.93254
 192.52300    3.01577   39.42673
 192.64221    3.00039   39.22596
 192.76142    3.07240   40.16819
 192.88063    3.02321   39.52317
 192.99984    3.06652   40.08788
 193.11905    2.87977   37.64696
 193.23826    2.67384   34.95500
 193.35747    2.96809   38.80054
 193.47668    3.04183   39.76583
 193.59589    2.87263   37.55198
 193.71510    2.96657   38.77984
 193.83430    3.10061   40.53525
 193.95351    3.04972   39.87010
 194.07272    3.07910   40.25357
 194.19193    2.96506   38.76346
 194.31114    2.96088   38.70839
 194.43035    2.99865   39.20147
 194.54956    3.16696   41.40235
 194.66877    3.19067   41.71356
 194.78798    3.07958   40.26015
 194.90719    2.88433   37.70623
 195.02640    3.04572   39.81579
 195.14561    2.90218   37.94006
 195.26482    2.78264   36.37899
 195.38403    3.08272   40.30242
 195.50323    3.09447   40.45233
 195.62244    2.91931   38.16272
 195.74165    3.04074   39.75066
 195.86086    3.01325   39.39284
 195.98007    2.99372   39.13966
 196.09928    3.02098   39.49567
 196.21849    2.93022   38.30887
 196.33770    2.77631   36.29667
 196.45691    2.88437   37.70977
 196.57612    3.07964   40.25908
 196.69533    3.19923   41.82406
 196.81454    3.05912   39.99354
 196.93375    2.96824   38.80506
 197.05296    3.18091   41.58340
 197.17216    3.20048   41.83879
 197.29137    3.04780   39.84563
 197.41058    2.96280   38.73372
 197.52979    3.16317   41.35022
 197.64900    3.17229   41.46931
 197.76821    2.89600   37.85934
 197.88742    2.75444   36.00818
 198.00663    3.02292   39.51705
 198.12584    3.15588   41.25561
 198.24505    3.09893   40.51324
 198.36426    2.88986   37.77931
 198.48347    2.98279   38.99506
 198.60268    3.10577   40.60386
 198.72189    3.13792   41.02365
 198.84109    3.29162   43.03235
 198.96030    3.07096   40.14653
 199.07951    2.95264   38.60113
 199.19872    3.16600   41.38998
 199.31793    3.04968   39.87073
 199.43714    2.90532   37.98444
 199.55635    3.06887   40.12146
 199.67556    2.97850   38.93875
 199.79477    2.91385   38.09516
 199.91398    3.00898   39.33628
 200.03319    3.06750   40.09987
 200.15240    2.93604   38.37990
 200.27161    2.92281   38.20928
 200.39082    3.03317   39.65269
 200.51003    2.90193   37.93771
 200.62923    2.78857   36.45423
 200.74844    2.87741   37.61597
 200.86765    3.03795   39.71644
 200.98686    2.93441   38.36427
 201.10607    2.82473   36.93034
 201.22528    2.78219   36.37334
 201.34449    2.85428   37.31383
 201.46370    2.99649   39.17156
 201.58291    3.08634   40.34851
 201.70212    3.10794   40.63238
 201.82133    3.23365   42.27598
 201.94054    3.04423   39.79818
 202.05975    2.97901   38.94465
 202.17896    2.90386   37.95952
 202.29816    2.90939   38.03263
 202.41737    2.91242   38.07672
 202.53658    2.89687   37.87529
 202.65579    2.91010   38.04634
 202.77500    2.98323   39.00316
 202.89421    3.05842   39.98292
 203.01342    2.94904   38.55183
 203.13263    2.95738   38.66352
 203.25184    2.87934   37.64428
 203.37105    2.87737   37.61497
 203.49026    3.07147   40.15423
 203.60947    3.08384   40.31714
 203.72868    3.08890   40.38112
 203.84789    3.14758   41.14781
 203.96709    3.17630   41.52472
 204.08630    2.98786   39.06061
 204.20551    2.93936   38.42674
 204.32472    3.07112   40.14899
 204.44393    3.00862   39.33094
 204.56314    3.09508   40.46074
 204.68235    3.04970   39.86809
 204.80156    3.06989   40.13384
 204.92077    2.99180   39.11192
 205.03998    3.00489   39.28347
 205.15919    3.10357   40.57334
 205.27840    3.00789   39.32239
 205.39761    3.05156   39.89331
 205.51682    3.11071   40.66523
 205.63602    2.93675   38.39074
 205.75523    2.97772   38.92856
 205.87444    3.02816   39.58633
 205.99365    3.03009   39.61352
 206.11286    2.96840   38.80482
 206.23207    3.07709   40.22652
 206.35128    3.04293   39.78151
 206.47049    2.97156   38.84875
 206.58970    2.94441   38.49275
 206.70891    2.85410   37.31275
 206.82812    2.76410   36.13648
 206.94733    3.09218   40.42611
 207.06654    3.18129   41.58952
 207.18575    3.06951   40.12688
 207.30495    3.10495   40.58976
 207.42416    3.14109   41.06112
 207.54337    2.99951   39.21281
 207.66258    2.87775   37.62339
 207.78179    3.01863   39.46328
 207.90100    2.90222   37.94237
