# Frequency	NEF		NEP
 208.02021    3.13704   41.01316
 208.13942    3.09205   40.42275
 208.25863    3.00344   39.26284
 208.37784    2.98030   38.96163
 208.49705    2.95744   38.66399
 208.61626    2.97139   38.84584
 208.73547    2.97817   38.93486
 208.85468    3.02117   39.49634
 208.97388    2.89156   37.80183
 209.09309    2.94322   38.47627
 209.21230    3.07979   40.26376
 209.33151    3.02934   39.60542
 209.45072    2.98904   39.07695
 209.56993    3.05790   39.97760
 209.68914    3.09148   40.41550
 209.80835    3.09185   40.42088
 209.92756    2.86071   37.39940
 210.04677    2.77562   36.28655
 210.16598    3.01404   39.40318
 210.28519    3.07616   40.21550
 210.40440    3.03751   39.70722
 210.52361    2.87302   37.55900
 210.64281    2.83857   37.11020
 210.76202    2.93660   38.39140
 210.88123    3.16905   41.43026
 211.00044    3.12780   40.89406
 211.11965    3.09957   40.52514
 211.23886    3.16647   41.39472
 211.35807    3.09507   40.45906
 211.47728    3.01135   39.36690
 211.59649    3.15312   41.22190
 211.71570    3.19852   41.81657
 211.83491    2.98605   39.03803
 211.95412    2.87897   37.63679
 212.07333    2.97852   38.93921
 212.19254    3.04680   39.83156
 212.31174    3.00339   39.26503
 212.43095    3.02808   39.58575
 212.55016    2.96790   38.79840
 212.66937    3.02574   39.55571
 212.78858    2.99267   39.12742
 212.90779    3.01069   39.36140
 213.02700    3.06130   40.01899
 213.14621    2.95394   38.61563
 213.26542    2.89475   37.84077
 213.38463    2.94445   38.49186
 213.50384    2.87142   37.53921
 213.62305    2.86522   37.45820
 213.74226    2.73698   35.78068
 213.86147    2.88715   37.74438
 213.98067    3.06008   40.00637
 214.09988    3.00166   39.24142
 214.21909    3.05892   39.99080
 214.33830    2.92000   38.17546
 214.45751    3.09250   40.43065
 214.57672    3.03253   39.64616
 214.69593    2.92198   38.20006
 214.81514    2.84545   37.19901
 214.93435    2.90607   37.99128
 215.05356    2.91042   38.04642
 215.17277    2.87197   37.54520
 215.29198    2.93084   38.31685
 215.41119    2.97933   38.95031
 215.53040    3.04036   39.74715
 215.64960    3.09360   40.44214
 215.76881    3.05615   39.95129
 215.88802    3.10243   40.55643
 216.00723    3.04885   39.85609
 216.12644    3.08760   40.36326
 216.24565    2.85989   37.38603
 216.36486    2.93019   38.30781
 216.48407    3.09831   40.50932
 216.60328    3.11538   40.73162
 216.72249    3.10543   40.59725
 216.84170    3.00985   39.34957
 216.96091    3.06207   40.03174
 217.08012    2.97524   38.89585
 217.19933    2.90371   37.96173
 217.31853    2.93170   38.32731
 217.43774    3.11851   40.76659
 217.55695    3.16307   41.34933
 217.67616    3.13569   40.99267
 217.79537    3.00832   39.32680
 217.91458    2.80132   36.62171
 218.03379    2.85221   37.28993
 218.15300    3.11732   40.75469
 218.27221    2.99775   39.19155
 218.39142    3.00870   39.33223
 218.51063    3.02578   39.55650
 218.62984    3.02422   39.53515
 218.74905    3.10520   40.59307
 218.86826    2.99154   39.10880
 218.98746    3.02837   39.58852
 219.10667    3.16132   41.32463
 219.22588    3.03022   39.61025
 219.34509    2.91032   38.04731
 219.46430    2.90421   37.96744
 219.58351    2.88236   37.68057
 219.70272    2.99095   39.10276
 219.82193    3.01350   39.39727
 219.94114    3.11155   40.68006
 220.06035    2.98305   39.00291
 220.17956    2.92470   38.23526
 220.29877    2.96326   38.73814
 220.41798    2.88110   37.66529
 220.53719    2.95276   38.60305
 220.65639    3.05940   39.99579
 220.77560    3.11914   40.77839
 220.89481    3.07227   40.16589
 221.01402    2.90965   38.03855
 221.13323    2.95335   38.60719
 221.25244    2.92534   38.24196
 221.37165    3.12221   40.81878
 221.49086    3.16043   41.31740
 221.61007    2.96001   38.69749
 221.72928    2.99160   39.10990
 221.84849    3.05677   39.96082
 221.96770    2.95203   38.59499
 222.08691    2.91470   38.10664
 222.20612    2.90862   38.02516
 222.32533    3.02210   39.50901
 222.44453    3.01015   39.35221
 222.56374    3.05951   39.99864
 222.68295    2.97984   38.95633
 222.80216    3.02626   39.56374
 222.92137    3.19002   41.70525
 223.04058    3.08160   40.28818
 223.15979    3.09474   40.46125
 223.27900    2.97673   38.91520
 223.39821    2.86554   37.46072
 223.51742    2.90068   37.92083
 223.63663    2.89468   37.84298
 223.75584    3.04872   39.85767
 223.87505    3.06718   40.09822
 223.99426    2.94506   38.50016
 224.11346    2.94842   38.54565
 224.23267    3.04443   39.79985
 224.35188    3.13425   40.97448
 224.47109    3.05993   40.00118
 224.59030    3.02332   39.52489
 224.70951    2.93001   38.30713
 224.82872    2.86381   37.44233
 224.94793    2.82147   36.88772
 225.06714    2.87923   37.64181
 225.18635    2.93205   38.33117
 225.30556    2.97263   38.86022
 225.42477    3.02266   39.51516
 225.54398    3.06822   40.11082
 225.66319    2.98099   38.96941
 225.78239    2.75459   36.01102
 225.90160    2.87311   37.55936
 226.02081    2.94317   38.47388
 226.14002    3.00053   39.22612
 226.25923    3.07147   40.15364
 226.37844    2.96448   38.75531
 226.49765    2.93075   38.31659
 226.61686    2.95176   38.58901
 226.73607    2.94952   38.55751
 226.85528    2.81135   36.75259
 226.97449    2.69959   35.29195
 227.09370    2.75804   36.05337
 227.21291    2.91366   38.09017
 227.33212    3.01087   39.36279
 227.45132    3.03793   39.71667
 227.57053    2.92428   38.22963
 227.68974    3.03516   39.67931
 227.80895    3.00142   39.23751
 227.92816    2.89531   37.85138
 228.04737    2.93915   38.42479
 228.16658    2.85475   37.32011
 228.28579    2.90709   38.00655
 228.40500    3.12588   40.86563
 228.52421    3.15163   41.20155
 228.64342    2.93276   38.34093
 228.76263    3.05047   39.87946
 228.88184    3.13232   40.94810
 229.00105    3.20614   41.91203
 229.12025    3.13237   40.94995
 229.23946    3.11603   40.73574
 229.35867    3.03307   39.65293
 229.47788    2.91685   38.13402
 229.59709    2.98989   39.09213
 229.71630    2.99376   39.14160
 229.83551    3.03452   39.67308
 229.95472    3.10319   40.56835
 230.07393    3.09425   40.44906
 230.19314    2.88634   37.73227
 230.31235    2.81014   36.73878
 230.43156    2.98809   39.06614
 230.55077    3.08522   40.33467
 230.66998    2.89837   37.89114
 230.78918    2.90750   38.00899
 230.90839    2.92385   38.22224
 231.02760    2.98536   39.02714
 231.14681    2.94456   38.49323
 231.26602    2.97775   38.92763
 231.38523    3.00889   39.33639
 231.50444    3.08434   40.32332
 231.62365    2.92417   38.22863
 231.74286    2.95606   38.64395
 231.86207    3.05356   39.91833
 231.98128    2.95588   38.64065
 232.10049    2.95771   38.66549
 232.21970    2.97268   38.86048
 232.33891    3.04477   39.80593
 232.45811    3.02219   39.51149
 232.57732    3.00332   39.26235
 232.69653    3.12914   40.90669
 232.81574    3.14334   41.09417
 232.93495    2.96994   38.82955
 233.05416    2.83506   37.06408
 233.17337    2.86059   37.39645
 233.29258    3.10092   40.53868
 233.41179    3.06726   40.09889
 233.53100    2.92759   38.27374
 233.65021    3.01338   39.39283
 233.76942    2.84013   37.12872
 233.88863    2.97198   38.85409
 234.00784    3.02540   39.54981
 234.12704    3.02790   39.58445
 234.24625    2.94134   38.45477
 234.36546    2.90095   37.92574
 234.48467    2.84172   37.15083
 234.60388    2.97612   38.90740
 234.72309    2.95649   38.64987
 234.84230    3.04702   39.83318
 234.96151    3.00329   39.26039
 235.08072    2.91756   38.14181
 235.19993    2.79781   36.57466
 235.31914    2.87154   37.53968
 235.43835    2.88783   37.75114
 235.55756    2.92265   38.20554
 235.67677    3.12393   40.83957
 235.79597    3.12941   40.91167
 235.91518    2.92072   38.18510
 236.03439    3.07842   40.24639
 236.15360    2.87623   37.60151
 236.27281    2.86055   37.39455
 236.39202    2.89389   37.82936
 236.51123    2.96348   38.74228
 236.63044    3.20393   41.88730
 236.74965    3.06894   40.12096
 236.86886    2.89492   37.84619
 236.98807    2.92130   38.19288
 237.10728    2.89429   37.83881
 237.22649    2.95332   38.61103
 237.34570    3.06373   40.05525
 237.46490    2.98060   38.96677
 237.58411    2.82303   36.90628
 237.70332    3.05333   39.91627
 237.82253    2.91739   38.13847
 237.94174    2.84751   37.23037
 238.06095    2.93157   38.32593
 238.18016    3.01935   39.47313
 238.29937    3.12272   40.82470
 238.41858    2.93407   38.35736
 238.53779    2.81664   36.82185
 238.65700    3.03992   39.73824
 238.77621    3.05947   39.99616
 238.89542    2.90702   38.00671
 239.01463    2.99018   39.09448
 239.13383    3.00059   39.22479
 239.25304    3.01109   39.36316
 239.37225    2.85929   37.37976
 239.49146    3.02239   39.51275
 239.61067    3.12547   40.86062
 239.72988    3.03150   39.63130
 239.84909    2.94765   38.53453
 239.96830    2.90457   37.97313
 240.08751    3.09888   40.51406
 240.20672    2.98676   39.04647
 240.32593    2.95697   38.65537
 240.44514    2.94933   38.55710
 240.56435    2.91647   38.12638
 240.68356    2.99422   39.14215
 240.80276    2.85002   37.25816
 240.92197    2.81470   36.79795
 241.04118    2.85436   37.31612
 241.16039    3.00707   39.31219
 241.27960    3.11275   40.69420
 241.39881    3.05362   39.92259
 241.51802    2.94136   38.45462
 241.63723    3.00120   39.23657
 241.75644    3.11841   40.76589
 241.87565    3.05318   39.91347
 241.99486    2.98624   39.03967
 242.11407    2.87296   37.55800
 242.23328    3.00692   39.30865
 242.35249    3.07842   40.24462
 242.47169    2.89947   37.90642
 242.59090    2.87357   37.56582
 242.71011    2.98225   38.98663
 242.82932    3.17343   41.48739
 242.94853    2.92307   38.21439
 243.06774    2.97062   38.83857
 243.18695    3.02207   39.50941
 243.30616    3.08792   40.36763
 243.42537    2.97921   38.94979
 243.54458    3.04182   39.77142
 243.66379    2.96774   38.79772
 243.78300    2.88399   37.70251
 243.90221    2.73234   35.72101
 244.02142    2.94021   38.43773
 244.14062    3.04712   39.83355
 244.25983    2.92652   38.25826
 244.37904    2.80073   36.61397
 244.49825    2.90524   37.97940
 244.61746    2.96692   38.78656
 244.73667    2.91341   38.08809
 244.85588    2.94722   38.53131
 244.97509    2.98466   39.02154
 245.09430    2.98543   39.02931
 245.21351    2.90632   37.99606
 245.33272    2.85631   37.34404
 245.45193    3.03026   39.61677
 245.57114    3.00535   39.28885
 245.69035    2.96903   38.81287
 245.80956    2.97920   38.94580
 245.92876    3.02137   39.50046
 246.04797    2.92408   38.22808
 246.16718    2.74683   35.90972
 246.28639    3.05977   40.00031
 246.40560    3.07257   40.16825
 246.52481    2.89943   37.90360
 246.64402    3.08536   40.33408
 246.76323    3.05619   39.95458
 246.88244    2.91129   38.06051
 247.00165    2.97849   38.93847
 247.12086    2.92290   38.21242
 247.24007    2.89536   37.85118
 247.35928    2.97009   38.82743
 247.47849    2.84004   37.12864
 247.59769    2.86004   37.38884
 247.71690    2.92680   38.26113
 247.83611    3.12628   40.86827
 247.95532    3.05143   39.89059
 248.07453    2.99359   39.13581
 248.19374    3.07596   40.21130
 248.31295    2.97569   38.89939
 248.43216    2.78056   36.35306
 248.55137    2.84230   37.15912
 248.67058    2.96274   38.73203
 248.78979    2.93589   38.38075
 248.90900    3.02204   39.50642
 249.02821    3.10783   40.63171
 249.14742    2.87021   37.52402
 249.26662    2.85290   37.29636
 249.38583    2.84114   37.14229
 249.50504    2.93984   38.43203
 249.62425    3.05053   39.87978
 249.74346    2.88469   37.71497
 249.86267    2.85098   37.27541
 249.98188    2.89358   37.82674
 250.10109    2.97295   38.86517
 250.22030    2.95473   38.62924
 250.33951    3.01987   39.48099
 250.45872    2.84309   37.16962
 250.57793    2.93825   38.41135
 250.69714    3.00230   39.24809
 250.81635    3.04502   39.80893
 250.93555    2.95402   38.62144
 251.05476    2.96057   38.70650
 251.17397    2.96394   38.74700
 251.29318    2.91057   38.05043
 251.41239    2.89417   37.83621
 251.53160    2.96702   38.78746
 251.65081    3.12103   40.79923
 251.77002    3.13345   40.96176
 251.88923    3.04409   39.79495
 252.00844    3.00104   39.23351
 252.12765    3.14204   41.07540
 252.24686    2.99713   39.18219
 252.36607    2.83977   37.12517
 252.48528    2.98884   39.07360
 252.60448    3.07212   40.16212
 252.72369    3.05847   39.98485
 252.84290    3.14495   41.11771
 252.96211    3.05785   39.97696
 253.08132    2.93978   38.43230
 253.20053    2.84883   37.24285
 253.31974    3.11112   40.67167
 253.43895    3.22705   42.18885
 253.55816    3.08692   40.35601
 253.67737    2.93685   38.39274
 253.79658    2.80892   36.71998
 253.91579    3.05623   39.95569
 254.03500    3.12302   40.82783
 254.15421    3.05734   39.96581
 254.27341    3.09826   40.50469
 254.39262    2.99041   39.09536
 254.51183    2.94419   38.48985
 254.63104    2.89476   37.84363
 254.75025    2.95156   38.58678
 254.86946    2.83945   37.12152
 254.98867    2.81765   36.83613
 255.10788    3.04015   39.74512
 255.22709    3.08499   40.33324
 255.34630    3.00983   39.34852
 255.46551    2.89208   37.80888
 255.58472    3.01721   39.44480
 255.70393    3.14002   41.05087
 255.82314    3.15390   41.23153
 255.94234    3.10539   40.59803
 256.06155    2.87866   37.63178
 256.18076    3.05475   39.93334
 256.29997    3.27448   42.80599
 256.41918    3.06571   40.07777
 256.53839    2.88864   37.76437
 256.65760    2.86459   37.44930
 256.77681    2.93730   38.40041
 256.89602    2.97132   38.84560
 257.01523    2.98508   39.02359
 257.13444    2.90449   37.97202
 257.25365    3.05924   39.99462
 257.37286    3.18671   41.66121
 257.49207    3.13272   40.95623
 257.61127    2.89546   37.85378
 257.73048    2.88524   37.71994
 257.84969    2.95240   38.59766
 257.96890    3.01412   39.40472
 258.08811    3.11763   40.75633
 258.20732    2.87918   37.63997
 258.32653    2.97488   38.89290
 258.44574    3.11223   40.68669
 258.56495    2.89540   37.85178
 258.68416    2.91402   38.09536
 258.80337    2.88938   37.77237
 258.92258    2.81365   36.78193
 259.04179    2.85981   37.38768
 259.16100    2.79401   36.52759
 259.28020    2.95498   38.62860
 259.39941    2.95363   38.61307
 259.51862    3.02932   39.60166
 259.63783    2.97522   38.89430
 259.75704    2.89916   37.90113
 259.87625    2.87973   37.64660
 259.99546    3.01372   39.39937
 260.11467    3.00076   39.23065
 260.23388    2.96551   38.76766
 260.35309    2.88330   37.69442
 260.47230    2.83460   37.05723
 260.59151    3.00317   39.26274
 260.71072    3.00742   39.31820
 260.82993    2.83674   37.08608
 260.94913    2.82281   36.90238
 261.06834    3.02613   39.56062
 261.18755    3.02831   39.58936
 261.30676    3.06138   40.01841
 261.42597    3.07226   40.16424
 261.54518    2.85665   37.34552
 261.66439    2.82163   36.88734
 261.78360    2.97307   38.86722
 261.90281    3.00420   39.27486
 262.02202    2.98699   39.04982
 262.14123    2.85711   37.35060
 262.26044    2.98192   38.98531
 262.37965    2.96472   38.75885
 262.49886    2.84814   37.23209
 262.61806    2.86592   37.46399
 262.73727    2.82872   36.97998
 262.85648    2.88786   37.75466
 262.97569    3.02692   39.57340
 263.09490    2.84478   37.19173
 263.21411    2.67892   35.02191
 263.33332    2.86521   37.45706
 263.45253    2.98826   39.06782
 263.57174    2.98132   38.97767
 263.69095    2.94613   38.51813
 263.81016    3.14404   41.10326
 263.92937    3.13722   41.01407
 264.04858    2.97309   38.86804
 264.16779    2.84860   37.24160
 264.28699    2.84581   37.20456
 264.40620    2.80999   36.73624
 264.52541    2.91943   38.16510
 264.64462    3.09331   40.43881
 264.76383    3.01207   39.37919
 264.88304    2.89600   37.86192
 265.00225    3.00651   39.30690
 265.12146    3.08512   40.33402
 265.24067    2.99313   39.13017
 265.35988    2.97299   38.86603
 265.47909    3.08768   40.36662
 265.59830    3.15263   41.21667
 265.71751    3.15711   41.27503
 265.83672    3.18017   41.57692
 265.95592    3.07749   40.23274
 266.07513    2.86510   37.45566
 266.19434    2.79997   36.60222
 266.31355    2.91732   38.13643
 266.43276    3.15654   41.26722
 266.55197    3.15217   41.20973
 266.67118    2.89509   37.84857
 266.79039    2.75848   36.06586
 266.90960    2.80352   36.65128
 267.02881    3.07972   40.25958
 267.14802    3.01752   39.44646
 267.26723    3.01242   39.37929
 267.38644    3.01332   39.39062
 267.50565    2.98158   38.97907
 267.62486    3.05226   39.90356
 267.74406    2.79610   36.55466
 267.86327    2.71263   35.46369
 267.98248    2.84129   37.14332
 268.10169    3.10701   40.61801
 268.22090    3.14596   41.12927
 268.34011    2.96948   38.82221
 268.45932    2.79005   36.47489
 268.57853    2.75965   36.07820
 268.69774    2.72584   35.63670
 268.81695    2.83331   37.04006
 268.93616    2.92393   38.22308
 269.05537    3.17410   41.49408
 269.17458    3.08712   40.35732
 269.29379    2.88496   37.71433
 269.41299    2.88994   37.78036
 269.53220    2.89739   37.87680
 269.65141    2.88386   37.69992
 269.77062    2.98378   39.00723
 269.88983    2.90043   37.91923
 270.00904    2.69909   35.28635
 270.12825    2.79005   36.47734
 270.24746    2.87705   37.61317
 270.36667    3.07371   40.18286
 270.48588    3.13548   40.99132
 270.60509    3.04161   39.76308
 270.72430    2.74542   35.89227
 270.84351    2.93511   38.37158
 270.96272    3.06665   40.09109
 271.08192    3.08931   40.38799
 271.20113    3.05987   40.00249
 271.32034    3.04351   39.78851
 271.43955    3.16899   41.42610
 271.55876    3.07653   40.21712
 271.67797    2.90991   38.03945
 271.79718    2.82551   36.93721
 271.91639    2.92676   38.25884
 272.03560    2.77465   36.27216
 272.15481    2.87133   37.53616
 272.27402    2.75941   36.07441
 272.39323    2.76596   36.16054
 272.51244    2.82326   36.91036
 272.63165    3.12901   40.90675
 272.75085    3.10895   40.64331
 272.87006    2.92991   38.30318
 272.98927    2.93837   38.41186
 273.10848    2.90888   38.02527
 273.22769    2.81337   36.78011
 273.34690    2.83521   37.06849
 273.46611    2.85001   37.25923
 273.58532    2.82698   36.95637
 273.70453    2.91792   38.14514
 273.82374    2.77223   36.24176
 273.94295    2.77973   36.34044
 274.06216    2.91328   38.08626
 274.18137    2.94280   38.47163
 274.30058    3.10329   40.56976
 274.41978    3.01848   39.46171
 274.53899    2.75627   36.03499
 274.65820    2.99107   39.10387
 274.77741    3.07026   40.13770
 274.89662    2.98746   39.05619
 275.01583    2.63653   34.46911
 275.13504    2.69121   35.18202
 275.25425    2.87574   37.59475
 275.37346    2.77568   36.28677
 275.49267    2.83652   37.08406
 275.61188    2.95456   38.62552
 275.73109    3.05021   39.87528
 275.85030    2.90319   37.95462
 275.96951    2.87845   37.63207
 276.08871    2.84389   37.17837
 276.20792    2.92712   38.26509
 276.32713    2.85640   37.34456
 276.44634    2.69559   35.24371
 276.56555    2.74905   35.94014
 276.68476    2.89295   37.81752
 276.80397    2.86442   37.44651
 276.92318    2.73363   35.73662
 277.04239    2.84696   37.22036
 277.16160    3.04616   39.82678
 277.28081    2.99923   39.21122
 277.40002    2.79466   36.53564
 277.51923    2.79036   36.47706
 277.63844    2.84467   37.18712
 277.75764    2.81530   36.80314
 277.87685    2.88692   37.73976
 277.99606    2.91619   38.12238
 278.11527    2.94567   38.50866
 278.23448    3.08478   40.32638
 278.35369    3.12865   40.90323
 278.47290    2.91231   38.07378
 278.59211    2.90109   37.92421
 278.71132    2.86306   37.42834
 278.83053    3.03962   39.73579
 278.94974    3.00973   39.34372
 279.06895    2.81245   36.76593
 279.18816    2.95291   38.60144
 279.30737    2.98950   39.07957
 279.42657    2.98559   39.02981
 279.54578    3.06251   40.03654
 279.66499    2.99214   39.11580
 279.78420    3.10463   40.58749
 279.90341    2.96713   38.78814
 280.02262    2.95496   38.63053
 280.14183    2.90961   38.03848
 280.26104    2.81736   36.83100
 280.38025    2.95934   38.68905
 280.49946    2.87438   37.57971
 280.61867    2.90895   38.03096
 280.73788    2.87014   37.52349
 280.85709    3.01841   39.46083
 280.97630    3.10894   40.64245
 281.09550    3.06299   40.04242
 281.21471    2.98237   38.98956
 281.33392    2.86874   37.50306
 281.45313    2.92619   38.25393
 281.57234    2.81675   36.82423
 281.69155    2.89924   37.90290
 281.81076    2.90434   37.96977
 281.92997    2.95653   38.65355
 282.04918    3.01064   39.35901
 282.16839    2.91717   38.13573
 282.28760    3.10769   40.62557
 282.40681    3.18797   41.67550
 282.52602    2.90493   37.97837
 282.64523    2.85631   37.34381
 282.76443    2.99619   39.17109
 282.88364    3.15394   41.23131
 283.00285    3.22458   42.15512
 283.12206    2.97765   38.92739
 283.24127    2.98343   39.00266
 283.36048    2.91018   38.04502
 283.47969    2.92669   38.25899
 283.59890    2.89427   37.83682
 283.71811    2.81722   36.82986
 283.83732    2.84313   37.16882
 283.95653    3.04011   39.74433
 284.07574    3.05935   39.99423
 284.19495    2.90887   38.02856
 284.31416    2.82473   36.92687
 284.43336    2.84607   37.20501
 284.55257    2.81252   36.76686
 284.67178    2.76648   36.16721
 284.79099    2.77309   36.25468
 284.91020    2.86821   37.49750
 285.02941    2.89122   37.79738
 285.14862    2.74708   35.91445
 285.26783    2.94917   38.55690
 285.38704    2.99713   39.18159
 285.50625    3.07471   40.19710
 285.62546    2.98903   39.07931
 285.74467    2.87066   37.53094
 285.86388    2.85069   37.26841
 285.98309    2.83410   37.05074
 286.10229    2.88678   37.73852
 286.22150    2.92232   38.20252
 286.34071    2.87018   37.51785
 286.45992    2.90000   37.90995
 286.57913    3.04512   39.80812
 286.69834    2.99251   39.11890
 286.81755    3.05984   39.99994
 286.93676    2.89047   37.78930
 287.05597    2.88549   37.72502
 287.17518    2.86008   37.39135
 287.29439    2.85463   37.32152
 287.41360    2.93078   38.31842
 287.53281    3.09248   40.42939
 287.65202    3.05160   39.89438
 287.77122    3.04145   39.76382
 287.89043    2.96055   38.70363
 288.00964    2.96581   38.77111
 288.12885    3.00019   39.22142
 288.24806    2.76742   36.17832
 288.36727    2.82119   36.88189
 288.48648    2.97179   38.85105
 288.60569    2.95959   38.69229
 288.72490    2.96437   38.75381
 288.84411    2.84814   37.23358
 288.96332    2.85655   37.34398
 289.08253    2.83314   37.03890
 289.20174    2.84299   37.16743
 289.32095    2.75319   35.99164
 289.44016    2.69501   35.23396
 289.55936    2.93983   38.43396
 289.67857    3.17126   41.45989
 289.79778    3.05933   39.99437
 289.91699    2.93418   38.35670
 290.03620    2.77888   36.33109
 290.15541    2.98049   38.96484
 290.27462    2.98550   39.02752
 290.39383    3.02853   39.59243
 290.51304    2.98218   38.98556
 290.63225    3.10610   40.60448
 290.75146    2.92663   38.26071
 290.87067    2.86148   37.40657
 290.98988    2.75132   35.96629
 291.10909    2.78477   36.40523
 291.22829    2.83010   37.00023
 291.34750    2.87087   37.53406
 291.46671    2.85201   37.28497
 291.58592    2.83264   37.03114
 291.70513    2.76423   36.13772
 291.82434    2.94022   38.43958
 291.94355    3.14330   41.09171
 292.06276    3.16314   41.35126
 292.18197    2.92408   38.22816
 292.30118    2.94702   38.52879
 292.42039    3.00112   39.23460
 292.53960    3.05398   39.92636
 292.65881    2.99433   39.14774
 292.77802    3.07691   40.22555
 292.89722    3.09316   40.43830
 293.01643    2.99351   39.13691
 293.13564    2.95352   38.61351
 293.25485    3.00339   39.26406
 293.37406    2.86288   37.42955
 293.49327    2.89796   37.88730
 293.61248    2.89194   37.80770
 293.73169    2.85324   37.30195
 293.85090    2.90268   37.94941
 293.97011    2.95471   38.62697
 294.08932    2.94113   38.44980
 294.20853    2.94633   38.51697
 294.32774    2.90406   37.96537
 294.44695    2.89473   37.84271
 294.56615    3.09050   40.40207
 294.68536    3.01762   39.44823
 294.80457    2.86810   37.49796
 294.92378    2.86220   37.42009
 295.04299    2.74203   35.84733
 295.16220    2.93468   38.36729
 295.28141    2.91720   38.13819
 295.40062    2.84881   37.24507
 295.51983    2.86219   37.41915
 295.63904    2.87037   37.52548
 295.75825    2.91403   38.09621
 295.87746    2.84617   37.20665
 295.99667    2.86241   37.41678
 296.11588    3.10424   40.57957
 296.23508    3.01937   39.47256
 296.35429    3.05221   39.90248
 296.47350    3.06994   40.13413
 296.59271    2.95888   38.68297
 296.71192    3.06552   40.07740
 296.83113    3.00293   39.25524
 296.95034    2.97936   38.94764
 297.06955    2.96768   38.79737
 297.18876    2.85234   37.28965
 297.30797    3.02173   39.50385
 297.42718    2.87632   37.60260
 297.54639    2.81216   36.76463
 297.66560    2.89521   37.84858
 297.78481    2.90599   37.99072
 297.90401    3.05794   39.97596
 298.02322    3.02762   39.57991
 298.14243    2.80453   36.66400
 298.26164    2.76458   36.14397
 298.38085    2.90317   37.95483
 298.50006    2.95345   38.61132
 298.61927    3.00268   39.25451
 298.73848    2.91246   38.07531
 298.85769    2.74051   35.82800
 298.97690    2.80805   36.71017
 299.09611    2.85964   37.38475
 299.21532    2.98969   39.08521
 299.33453    2.93118   38.31869
 299.45374    2.99046   39.09457
 299.57294    3.04721   39.83878
 299.69215    3.00752   39.32241
 299.81136    2.99930   39.21063
 299.93057    2.91440   38.10101
 300.04978    2.96414   38.74960
 300.16899    2.91521   38.11068
 300.28820    3.03671   39.70106
 300.40741    3.00079   39.23038
 300.52662    2.87166   37.54247
 300.64583    2.92797   38.27962
 300.76504    2.99335   39.13203
 300.88425    2.89110   37.79331
 301.00346    2.99554   39.15963
 301.12267    2.82721   36.96120
 301.24187    2.92648   38.25727
 301.36108    3.01898   39.46661
 301.48029    2.93586   38.38267
 301.59950    3.00137   39.23967
 301.71871    2.99081   39.10177
 301.83792    2.96025   38.69953
 301.95713    2.95421   38.61965
 302.07634    3.08471   40.32380
 302.19555    3.19642   41.78787
 302.31476    3.15875   41.29556
 302.43397    2.86113   37.40290
 302.55318    2.86945   37.51094
 302.67239    2.90182   37.93723
 302.79160    2.91993   38.17485
 302.91080    2.97429   38.88530
 303.03001    2.99897   39.20723
 303.14922    2.84926   37.24869
 303.26843    2.97400   38.88146
 303.38764    2.94720   38.53122
 303.50685    2.82853   36.98201
 303.62606    2.99384   39.14052
 303.74527    3.07670   40.22052
 303.86448    2.83379   37.04761
 303.98369    2.84974   37.25660
 304.10290    2.89337   37.82708
 304.22211    2.98791   39.06080
 304.34132    2.80817   36.70869
 304.46053    2.83681   37.08498
 304.57973    2.81604   36.81459
 304.69894    2.77356   36.25647
 304.81815    2.80964   36.73003
 304.93736    2.84110   37.14369
 305.05657    3.08707   40.35629
 305.17578    3.02372   39.52849
 305.29499    2.93739   38.40061
 305.41420    2.92935   38.29705
 305.53341    3.03590   39.68920
 305.65262    3.03191   39.63996
 305.77183    3.07387   40.18689
 305.89104    2.99304   39.12847
 306.01025    2.91740   38.13923
 306.12946    2.92246   38.20686
 306.24866    2.99313   39.12723
 306.36787    3.10044   40.52884
 306.48708    2.83865   37.10836
 306.60629    2.89519   37.84821
 306.72550    2.77116   36.22972
 306.84471    2.82342   36.91377
 306.96392    2.84514   37.19724
 307.08313    2.78175   36.36744
 307.20234    2.83687   37.08831
 307.32155    2.93624   38.38930
 307.44076    2.90304   37.95551
 307.55997    2.89357   37.83058
 307.67918    2.85252   37.29389
 307.79839    2.92781   38.27664
 307.91759    2.80366   36.65277
 308.03680    2.83016   36.99676
 308.15601    2.89108   37.78914
 308.27522    2.98505   39.02109
 308.39443    3.06523   40.06985
 308.51364    3.14324   41.09168
 308.63285    3.02437   39.53800
 308.75206    3.08515   40.33369
 308.87127    3.12793   40.89388
 308.99048    2.96250   38.73237
 309.10969    2.90278   37.94780
 309.22890    2.92114   38.18740
 309.34811    2.82238   36.89659
 309.46732    2.97902   38.94651
 309.58652    2.99541   39.16084
 309.70573    2.87490   37.58184
 309.82494    2.88695   37.73932
 309.94415    2.84326   37.17174
 310.06336    2.98986   39.09019
 310.18257    2.96073   38.71157
 310.30178    2.87643   37.60798
 310.42099    2.88206   37.68126
 310.54020    2.88792   37.75391
 310.65941    2.59351   33.90502
 310.77862    2.73708   35.78151
 310.89783    2.93599   38.37991
 311.01704    2.99091   39.10091
 311.13625    2.95120   38.58217
 311.25546    2.96003   38.69848
 311.37466    2.93771   38.40526
 311.49387    2.92760   38.27222
 311.61308    3.07652   40.21738
 311.73229    3.09422   40.44682
 311.85150    2.98187   38.98055
 311.97071    2.99460   39.14755
 312.08992    2.94607   38.51297
