 Sonnet Data File
 From: emgraph Version : 16.56
 From Project: TKID_Module_Capacitor_with_feedline_2outof16
 Data is De-embedded 
 Data File Written: 04/15/2020 23:38:15
Project Date: 04/14/2020 19:26:45
R 50.00000
Frequency (MHz),RE[Y11],IM[Y11],RE[Y12],IM[Y12],RE[Y13],IM[Y13],RE[Y14],IM[Y14],RE[Y21],IM[Y21],RE[Y22],IM[Y22],RE[Y23],IM[Y23],RE[Y24],IM[Y24],RE[Y31],IM[Y31],RE[Y32],IM[Y32],RE[Y33],IM[Y33],RE[Y34],IM[Y34],RE[Y41],IM[Y41],RE[Y42],IM[Y42],RE[Y43],IM[Y43],RE[Y44],IM[Y44]
ILD_thickness = 0.3
ILD_dielectric_const = 3.9
100.0000000000000,9.781339447e-10,0.0019704259787,-5.98485615e-10,-1.303676100e-3,-2.41320517e-12,-2.973890713e-6,-5.34656625e-13,-4.150995340e-7,-5.98485516e-10,-1.303676100e-3,6.794148921e-10,0.0016337382608,-1.25810576e-11,-2.760409285e-5,-6.83226672e-12,-1.487873603e-5,-2.47433753e-12,-2.973890738e-6,-1.25278654e-11,-2.760409280e-5,3.6010083606e-9,-1.387393334467,-3.501103036e-9,1.3876570778074,-5.22624310e-13,-4.150995337e-7,-6.81790805e-12,-1.487873599e-5,-3.501265945e-9,1.3876570778079,3.5904662612e-9,-1.387452823331
105.0000000000000,-7.376923549e-9,0.0020692508630,-7.70643677e-10,-1.369101839e-3,-3.443548038e-8,-3.144016038e-6,3.3015373371e-8,-4.102835696e-7,-7.70643677e-10,-1.369101839e-3,-7.391081258e-9,0.0017156352797,2.7470338967e-8,-2.898695788e-5,-4.099780376e-8,-1.563558346e-5,-3.443548038e-8,-3.144016038e-6,2.7470338967e-8,-2.898695788e-5,3.4664996646e-8,-1.321182902845,-3.550479703e-8,1.3214598344059,3.3015373371e-8,-4.102835696e-7,-4.099780376e-8,-1.563558346e-5,-3.550479703e-8,1.3214598344059,3.6787591920e-8,-1.321245365895
110.0000000000000,-1.313572784e-8,0.0021681219377,-8.73693106e-10,-1.434563197e-3,-5.907010572e-8,-3.304298338e-6,5.6691998501e-8,-4.154910596e-7,-8.73693106e-10,-1.434563197e-3,-1.304666670e-8,0.0017975655628,4.6945520808e-8,-3.037131082e-5,-7.014504341e-8,-1.638687753e-5,-5.907010572e-8,-3.304298338e-6,4.6945520808e-8,-3.037131082e-5,5.0717529599e-8,-1.261004136072,-5.223056506e-8,1.2612942562453,5.6691998501e-8,-4.154910596e-7,-7.014504341e-8,-1.638687753e-5,-5.223056506e-8,1.2612942562453,5.4365651572e-8,-1.261069573829
115.0000000000000,-1.665231951e-8,0.0022670409646,-9.20752982e-10,-1.500061903e-3,-7.495869094e-8,-3.456978532e-6,7.2018320812e-8,-4.284762154e-7,-9.20752982e-10,-1.500061903e-3,-1.657849850e-8,0.0018795301451,5.9399937486e-8,-3.175713656e-5,-8.886280581e-8,-1.713354026e-5,-7.495869094e-8,-3.456978532e-6,5.9399937486e-8,-3.175713656e-5,5.7172275082e-8,-1.206068550108,-5.911871858e-8,1.2063718592352,7.2018320812e-8,-4.284762154e-7,-8.886280581e-8,-1.713354026e-5,-5.911871859e-8,1.2063718592352,6.1802863193e-8,-1.206136962968
120.0000000000000,-1.827493236e-8,0.0023660097846,-9.26475056e-10,-1.565599681e-3,-8.320145738e-8,-3.603948594e-6,8.0029316630e-8,-4.473272037e-7,-9.26475056e-10,-1.565599681e-3,-1.828557564e-8,0.0019615301434,6.5789746481e-8,-3.314427576e-5,-9.854003529e-8,-1.787652251e-5,-8.320145738e-8,-3.603948594e-6,6.5789746481e-8,-3.314427576e-5,5.7191548215e-8,-1.155719356356,-5.936104259e-8,1.1560358547456,8.0029316630e-8,-4.473272037e-7,-9.854003529e-8,-1.787652251e-5,-5.936104258e-8,1.1560358547456,6.2330589365e-8,-1.155790744630
125.0000000000000,-1.833857609e-8,0.0024650303104,-9.05755565e-10,-1.631178253e-3,-8.491263925e-8,-3.746785912e-6,8.1774633467e-8,-4.704335799e-7,-9.05755566e-10,-1.631178253e-3,-1.846563590e-8,0.0020435667491,6.7038608728e-8,-3.453249695e-5,-1.005299808e-7,-1.861674147e-5,-8.491263925e-8,-3.746785912e-6,6.7038608728e-8,-3.453249695e-5,5.3059537863e-8,-1.109405067604,-5.527196817e-8,1.1097347555399,8.1774633467e-8,-4.704335799e-7,-1.005299808e-7,-1.861674147e-5,-5.527196817e-8,1.1097347555399,5.8302621573e-8,-1.109479431532
130.0000000000000,-1.715919706e-8,0.0025641045195,-8.72718834e-10,-1.696799340e-3,-8.119263575e-8,-3.886786235e-6,7.8292742656e-8,-4.964552222e-7,-8.72718834e-10,-1.696799340e-3,-1.740764585e-8,0.0021256412223,6.4032597163e-8,-3.592154537e-5,-9.613787261e-8,-1.935504107e-5,-8.119263575e-8,-3.886786235e-6,6.4032597162e-8,-3.592154537e-5,4.6420482467e-8,-1.066659207888,-4.852586166e-8,1.0670020856371,7.8292742656e-8,-4.964552222e-7,-9.613787261e-8,-1.935504107e-5,-4.852586166e-8,1.0670020856371,5.1431677527e-8,-1.066736547652
135.0000000000000,-1.502930255e-8,0.0026632344464,-8.39955823e-10,-1.762464662e-3,-7.310565339e-8,-4.024995055e-6,7.0590145729e-8,-5.242928725e-7,-8.39955823e-10,-1.762464662e-3,-1.538580995e-8,0.0022077548843,5.7613830579e-8,-3.731117515e-5,-8.660866971e-8,-2.009216893e-5,-7.310565339e-8,-4.024995055e-6,5.7613830579e-8,-3.731117515e-5,3.8450852455e-8,-1.027084539821,-4.032849933e-8,1.0274406076359,7.0590145729e-8,-5.242928725e-7,-8.660866971e-8,-2.009216893e-5,-4.032849933e-8,1.0274406076359,4.2960251573e-8,-1.027164855557
