R 50.00000
Frequency (MHz),RE[Z11],IM[Z11],RE[Z12],IM[Z12],RE[Z21],IM[Z21],RE[Z22],IM[Z22]
0.100000000000000,1.05155959403e5,-7.1225937191e5,1.05155958589e5,-7.1225937846e5,1.05155958584e5,-7.1225937847e5,1.05155960191e5,-7.1225937238e5
2.500000000000000,465.63618824276,-33786.51546400,465.63620380784,-33786.51949741,465.63620382559,-33786.51949747,465.63619446435,-33786.51588417
5.000000000000000,119.47421839437,-16903.48723458,119.47456322000,-16903.49521188,119.47456322000,-16903.49521188,119.47489660995,-16903.48893844
7.500000000000000,54.053418674983,-11270.38798413,54.053690593957,-11270.39952212,54.053690593957,-11270.39952212,54.053956412400,-11270.38997705
10.00000000000000,30.883161350301,-8453.174449864,30.883373479527,-8453.189561068,30.883373479527,-8453.189561068,30.883582271967,-8453.176699536
12.50000000000000,20.056240283542,-6762.683800981,20.056410649919,-6762.702510195,20.056410649919,-6762.702510195,20.056579331456,-6762.686334039
15.00000000000000,14.124873064578,-5635.634013350,14.125013558785,-5635.656338786,14.125013558785,-5635.656338786,14.125153442175,-5635.636854722
17.50000000000000,10.520000881113,-4830.574539375,10.520119208550,-4830.600493639,10.520119208550,-4830.600493639,10.520237661621,-4830.577707703
20.00000000000000,8.1625090539736,-4226.768061712,8.1626103857236,-4226.797653668,8.1626103857236,-4226.797653668,8.1627123659299,-4226.771570613
22.50000000000000,6.5343174244565,-3757.134182053,6.5344053675831,-3757.167418100,6.5344053675831,-3757.167418100,6.5344943386973,-3757.138041587
25.00000000000000,5.3613105076823,-3381.423025463,5.3613876666553,-3381.459910350,5.3613876666553,-3381.459910350,5.3614661327132,-3381.427243210
27.50000000000000,4.4872996281946,-3074.020305516,4.4873679399378,-3074.060842852,4.4873679399378,-3074.060842852,4.4874377650206,-3074.024887299
30.00000000000000,3.8179311509556,-2817.849475751,3.8179920925438,-2817.893668339,3.8179920925438,-2817.893668339,3.8180546994431,-2817.854426129
32.50000000000000,3.2934409453434,-2601.088125785,3.2934956675283,-2601.135975843,3.2934956675283,-2601.135975843,3.2935521656501,-2601.093448388
35.00000000000000,2.8744611484688,-2415.291573756,2.8745105643835,-2415.343083067,2.8745105643835,-2415.343083067,2.8745618348060,-2415.297271517
37.50000000000000,2.5341899691450,-2254.266993049,2.5342348149697,-2254.322163067,2.5342348149697,-2254.322163067,2.5342815686581,-2254.273068369
40.00000000000000,2.2538598730365,-2113.369727394,2.2539007505636,-2113.428559320,2.2539007505636,-2113.428559320,2.2539435692406,-2113.376182264
42.50000000000000,2.0200058811603,-1989.047958028,2.0200432883435,-1989.110452865,2.0200432883435,-1989.110452865,2.0200826538345,-1989.054794115
45.00000000000000,1.8227603445412,-1878.539144494,1.8227946978638,-1878.605303088,1.8227946978638,-1878.605303088,1.8228310135921,-1878.546363206
47.50000000000000,1.6547556152098,-1779.662323986,1.6547872663585,-1779.732147058,1.6547872663585,-1779.732147058,1.6548208733735,-1779.669926526
50.00000000000000,1.5103988022634,-1690.672719585,1.5104280507582,-1690.746207751,1.5104280507582,-1690.746207751,1.5104592398784,-1690.680706984
52.50000000000000,1.3853809855196,-1610.157888182,1.3854080884181,-1610.235041977,1.3854080884181,-1610.235041977,1.3854371095641,-1610.166261334
55.00000000000000,1.2763380209927,-1536.962191214,1.2763632004448,-1537.043011102,1.2763632004447,-1537.043011102,1.2763902699057,-1536.970950897
57.50000000000000,1.1806116427887,-1470.130968365,1.1806350919872,-1470.215454752,1.1806350919872,-1470.215454752,1.1806603981459,-1470.140115260
60.00000000000000,1.0960783099727,-1408.868667629,1.0961001978914,-1408.956820874,1.0961001978914,-1408.956820874,1.0961239057832,-1408.878202336
62.50000000000000,1.0210246763329,-1352.507024031,1.0210451515367,-1352.598844450,1.0210451515367,-1352.598844450,1.0210674065153,-1352.516947082
65.00000000000000,0.9540556962226,-1300.480581620,0.9540748899583,-1300.576069493,0.9540748899583,-1300.576069493,0.9540958206713,-1300.490893486
67.50000000000000,0.8940259328856,-1252.307654955,0.8940439616112,-1252.406810535,0.8940439616112,-1252.406810535,0.8940636824339,-1252.318356058
70.00000000000000,0.8399875987589,-1207.575370234,0.8400045662287,-1207.678193744,0.8400045662287,-1207.678193744,0.8400231792717,-1207.586460951
72.50000000000000,0.7911508204026,-1165.927801319,0.7911668193988,-1166.034292963,0.7911668193988,-1166.034292963,0.7911844161747,-1165.939281990
75.00000000000000,0.7468529432660,-1127.056478545,0.7468680570458,-1127.166638506,0.7468680570458,-1127.166638506,0.7468847198629,-1127.068349476
77.50000000000000,0.7065345965618,-1090.692734509,0.7065489000747,-1090.806562951,0.7065489000747,-1090.806562951,0.7065647032089,-1090.704995977
