 Sonnet Data File
 From: emgraph Version : 14.52
 From Project: parasitic_capacitance_double_port_2000
 Data is De-embedded 
 Data File Written: 09/04/2017 11:39:59
Project Date: 09/04/2017 11:27:06
R 50.00000
Frequency (GHz),RE[Y11],IM[Y11]
0.204000000000000,6.8099407337e-7,1.7047511937e-4
0.206000000000000,6.8466471760e-7,1.7215837204e-4
0.208000000000000,6.8833582630e-7,1.7384190903e-4
0.210000000000000,6.9200747132e-7,1.7552573041e-4
0.212000000000000,6.9567972453e-7,1.7720983625e-4
0.214000000000000,6.9935265785e-7,1.7889422663e-4
0.216000000000000,7.0302634321e-7,1.8057890161e-4
0.218000000000000,7.0670085255e-7,1.8226386127e-4
0.220000000000000,7.1037625786e-7,1.8394910569e-4
0.222000000000000,7.1405263114e-7,1.8563463493e-4
0.224000000000000,7.1773004442e-7,1.8732044907e-4
0.226000000000000,7.2140856976e-7,1.8900654818e-4
0.228000000000000,7.2508827922e-7,1.9069293233e-4
0.230000000000000,7.2876924492e-7,1.9237960160e-4
0.232000000000000,7.3245153898e-7,1.9406655605e-4
0.234000000000000,7.3613523355e-7,1.9575379577e-4
0.236000000000000,7.3982040081e-7,1.9744132082e-4
0.238000000000000,7.4350711296e-7,1.9912913127e-4
0.240000000000000,7.4719544223e-7,2.0081722720e-4
0.242000000000000,7.5088546087e-7,2.0250560869e-4
0.244000000000000,7.5457724115e-7,2.0419427579e-4
0.246000000000000,7.5827085537e-7,2.0588322859e-4
0.248000000000000,7.6196637586e-7,2.0757246716e-4
0.250000000000000,7.6566387496e-7,2.0926199157e-4
0.252000000000000,7.6936342507e-7,2.1095180190e-4
0.254000000000000,7.7306509856e-7,2.1264189821e-4
0.256000000000000,7.7676896787e-7,2.1433228057e-4
0.258000000000000,7.8047510545e-7,2.1602294907e-4
0.260000000000000,7.8418358377e-7,2.1771390377e-4
0.262000000000000,7.8789447533e-7,2.1940514475e-4
0.264000000000000,7.9160785266e-7,2.2109667208e-4
0.266000000000000,7.9532378829e-7,2.2278848582e-4
0.268000000000000,7.9904235481e-7,2.2448058607e-4
0.270000000000000,8.0276362482e-7,2.2617297287e-4
0.272000000000000,8.0648767093e-7,2.2786564632e-4
0.274000000000000,8.1021456580e-7,2.2955860648e-4
0.276000000000000,8.1394438210e-7,2.3125185342e-4
0.278000000000000,8.1767719253e-7,2.3294538721e-4
0.280000000000000,8.2141306981e-7,2.3463920794e-4
0.282000000000000,8.2515208669e-7,2.3633331567e-4
0.284000000000000,8.2889431594e-7,2.3802771047e-4
0.286000000000000,8.3263983037e-7,2.3972239242e-4
0.288000000000000,8.3638870278e-7,2.4141736158e-4
0.290000000000000,8.4014100604e-7,2.4311261804e-4
0.292000000000000,8.4389681301e-7,2.4480816186e-4
0.294000000000000,8.4765619660e-7,2.4650399312e-4
0.296000000000000,8.5141922972e-7,2.4820011189e-4
0.298000000000000,8.5518598533e-7,2.4989651824e-4
0.300000000000000,8.5895653640e-7,2.5159321225e-4
0.302000000000000,8.6273095592e-7,2.5329019398e-4
0.304000000000000,8.6650931692e-7,2.5498746351e-4
0.306000000000000,8.7029169245e-7,2.5668502091e-4
0.308000000000000,8.7407815558e-7,2.5838286626e-4
0.310000000000000,8.7786877942e-7,2.6008099963e-4
0.312000000000000,8.8166363708e-7,2.6177942108e-4
0.314000000000000,8.8546280171e-7,2.6347813070e-4
0.316000000000000,8.8926634649e-7,2.6517712855e-4
0.318000000000000,8.9307434462e-7,2.6687641471e-4
0.320000000000000,8.9688686932e-7,2.6857598925e-4
0.322000000000000,9.0070399385e-7,2.7027585224e-4
0.324000000000000,9.0452579146e-7,2.7197600376e-4
0.326000000000000,9.0835233548e-7,2.7367644387e-4
0.328000000000000,9.1218369922e-7,2.7537717265e-4
0.330000000000000,9.1601995602e-7,2.7707819018e-4
0.332000000000000,9.1986117928e-7,2.7877949652e-4
0.334000000000000,9.2370744239e-7,2.8048109175e-4
0.336000000000000,9.2755881877e-7,2.8218297594e-4
0.338000000000000,9.3141538187e-7,2.8388514916e-4
0.340000000000000,9.3527720518e-7,2.8558761149e-4
0.342000000000000,9.3914436220e-7,2.8729036299e-4
0.344000000000000,9.4301692644e-7,2.8899340375e-4
0.346000000000000,9.4689497147e-7,2.9069673382e-4
0.348000000000000,9.5077857086e-7,2.9240035330e-4
0.350000000000000,9.5466779822e-7,2.9410426224e-4
0.352000000000000,9.5856272717e-7,2.9580846072e-4
0.354000000000000,9.6246343137e-7,2.9751294882e-4
0.356000000000000,9.6636998450e-7,2.9921772660e-4
0.358000000000000,9.7028246026e-7,3.0092279414e-4
0.360000000000000,9.7420093237e-7,3.0262815151e-4
0.362000000000000,9.7812547461e-7,3.0433379878e-4
0.364000000000000,9.8205616073e-7,3.0603973603e-4
0.366000000000000,9.8599306457e-7,3.0774596333e-4
0.368000000000000,9.8993625993e-7,3.0945248075e-4
0.370000000000000,9.9388582070e-7,3.1115928836e-4
0.372000000000000,9.9784182072e-7,3.1286638624e-4
0.374000000000000,1.0018043339e-6,3.1457377445e-4
0.376000000000000,1.0057734343e-6,3.1628145308e-4
0.378000000000000,1.0097491957e-6,3.1798942219e-4
0.380000000000000,1.0137316921e-6,3.1969768186e-4
0.382000000000000,1.0177209976e-6,3.2140623215e-4
0.384000000000000,1.0217171863e-6,3.2311507315e-4
0.386000000000000,1.0257203320e-6,3.2482420492e-4
0.388000000000000,1.0297305091e-6,3.2653362754e-4
0.390000000000000,1.0337477914e-6,3.2824334107e-4
0.392000000000000,1.0377722533e-6,3.2995334560e-4
0.394000000000000,1.0418039689e-6,3.3166364119e-4
0.396000000000000,1.0458430123e-6,3.3337422792e-4
0.398000000000000,1.0498894577e-6,3.3508510586e-4
0.400000000000000,1.0539433794e-6,3.3679627508e-4
0.402000000000000,1.0580048518e-6,3.3850773565e-4
0.404000000000000,1.0620739489e-6,3.4021948765e-4
0.406000000000000,1.0661507452e-6,3.4193153115e-4
0.408000000000000,1.0702353151e-6,3.4364386622e-4
0.410000000000000,1.0743277328e-6,3.4535649293e-4
0.412000000000000,1.0784280728e-6,3.4706941136e-4
0.414000000000000,1.0825364095e-6,3.4878262158e-4
0.416000000000000,1.0866528173e-6,3.5049612366e-4
0.418000000000000,1.0907773707e-6,3.5220991768e-4
0.420000000000000,1.0949101442e-6,3.5392400370e-4
0.422000000000000,1.0990512124e-6,3.5563838181e-4
0.424000000000000,1.1032006497e-6,3.5735305206e-4
0.426000000000000,1.1073585307e-6,3.5906801454e-4
0.428000000000000,1.1115249301e-6,3.6078326932e-4
0.430000000000000,1.1156999224e-6,3.6249881646e-4
0.432000000000000,1.1198835824e-6,3.6421465605e-4
0.434000000000000,1.1240759846e-6,3.6593078815e-4
0.436000000000000,1.1282772038e-6,3.6764721284e-4
0.438000000000000,1.1324873147e-6,3.6936393019e-4
0.440000000000000,1.1367063921e-6,3.7108094027e-4
0.442000000000000,1.1409345108e-6,3.7279824315e-4
0.444000000000000,1.1451717454e-6,3.7451583892e-4
0.446000000000000,1.1494181710e-6,3.7623372763e-4
0.448000000000000,1.1536738623e-6,3.7795190936e-4
0.450000000000000,1.1579388942e-6,3.7967038419e-4
