VER : 2,,././simple_cap_withGP_702um_verticalslice.csv
emvu,16.56, Exported Data from:,simple_cap_withGP
Frequency:,4.9e+08
Drive:,Port 1,V,1,P,0,Port 2,V,-1,P,0,
theLevel:,0,0
Export Positions in:,UM,1e-06
Export Steps:,1,UM, by,1,UM,Area,1,MKS Area,1e-12,m^2
JXY Magnitude,Complex Form,Amps/Meter
X Directed
Y Position
X Position ->,702.000000
142.500000, 0.00000000 +0.00000000j
141.500000, 0.00000000 +0.00000000j
140.500000, 0.00000000 +0.00000000j
139.500000, 0.00000000 +0.00000000j
138.500000, 0.00000000 +0.00000000j
137.500000, 0.00000000 +0.00000000j
136.500000, 0.00000000 +0.00000000j
135.500000, 0.00000000 +0.00000000j
134.500000, 0.00000000 +0.00000000j
133.500000, 0.00000000 +0.00000000j
132.500000, 0.00000000 +0.00000000j
131.500000, 0.00000000 +0.00000000j
130.500000, 0.00000000 +0.00000000j
129.500000, 0.00000000 +0.00000000j
128.500000, 0.00000000 +0.00000000j
127.500000, 0.00000000 +0.00000000j
126.500000, 0.00000000 +0.00000000j
125.500000, 0.00000000 +0.00000000j
124.500000, 0.00000000 +0.00000000j
123.500000, 0.00000000 +0.00000000j
122.500000, 0.00000000 +0.00000000j
121.500000, 0.00000000 +0.00000000j
120.500000, 0.00000000 +0.00000000j
119.500000, 0.00000000 +0.00000000j
118.500000, 0.00000000 +0.00000000j
117.500000, 0.00000000 +0.00000000j
116.500000, 0.00000000 +0.00000000j
115.500000, 0.00000000 +0.00000000j
114.500000, 0.00000000 +0.00000000j
113.500000, 0.00000000 +0.00000000j
112.500000, 0.00000000 +0.00000000j
111.500000, 0.00000000 +0.00000000j
110.500000, 0.00000000 +0.00000000j
109.500000, 0.00000000 +0.00000000j
108.500000, 0.00000000 +0.00000000j
107.500000, 0.00000000 +0.00000000j
106.500000, 0.00000000 +0.00000000j
105.500000, 0.00000000 +0.00000000j
104.500000, 0.00000000 +0.00000000j
103.500000, 0.00000000 +0.00000000j
102.500000, 0.00000000 +0.00000000j
101.500000, 0.00000000 +0.00000000j
100.500000, 0.00000000 +0.00000000j
99.5000000, 0.00000000 +0.00000000j
98.5000000, 0.00000000 +0.00000000j
97.5000000, 0.00000000 +0.00000000j
96.5000000, 0.00000000 +0.00000000j
95.5000000, 0.00000000 +0.00000000j
94.5000000, 0.00000000 +0.00000000j
93.5000000, 0.00000000 +0.00000000j
92.5000000, 0.00000000 +0.00000000j
91.5000000, 0.00000000 +0.00000000j
90.5000000, 0.00000000 +0.00000000j
89.5000000, 0.00000000 +0.00000000j
88.5000000, 0.00000000 +0.00000000j
87.5000000, 0.00000000 +0.00000000j
86.5000000, 0.00000000 +0.00000000j
85.5000000, 0.00000000 +0.00000000j
84.5000000, 0.00000000 +0.00000000j
83.5000000, 0.00000000 +0.00000000j
82.5000000, 0.00000000 +0.00000000j
81.5000000, 0.00000000 +0.00000000j
80.5000000, 0.00000000 +0.00000000j
79.5000000, 0.00000000 +0.00000000j
78.5000000, 0.00000000 +0.00000000j
77.5000000, 0.00000000 +0.00000000j
76.5000000, 0.00000000 +0.00000000j
75.5000000, 0.00000000 +0.00000000j
74.5000000, 0.00000000 +0.00000000j
73.5000000, 0.00000000 +0.00000000j
72.5000000, 0.00000000 +0.00000000j
71.5000000, 0.00000000 +0.00000000j
70.5000000, 0.00000000 +0.00000000j
69.5000000, 0.00000000 +0.00000000j
68.5000000, 0.00000000 +0.00000000j
67.5000000, 0.00000000 +0.00000000j
66.5000000, 0.00000000 +0.00000000j
65.5000000, 0.00000000 +0.00000000j
64.5000000, 0.00000000 +0.00000000j
63.5000000, 0.00000000 +0.00000000j
62.5000000, 0.00000000 +0.00000000j
61.5000000, 0.00000000 +0.00000000j
60.5000000, 0.00000000 +0.00000000j
59.5000000, 0.00000000 +0.00000000j
58.5000000, 0.00000000 +0.00000000j
57.5000000, 0.00000000 +0.00000000j
56.5000000, 0.00000000 +0.00000000j
55.5000000, 0.00000000 +0.00000000j
54.5000000, 0.00000000 +0.00000000j
53.5000000, 0.00000000 +0.00000000j
52.5000000, 0.00000000 +0.00000000j
51.5000000, 0.00000000 +0.00000000j
50.5000000, 0.00000000 +0.00000000j
49.5000000, 0.00000000 +0.00000000j
48.5000000, 0.00000000 +0.00000000j
47.5000000, 0.00000000 +0.00000000j
46.5000000, 0.00000000 +0.00000000j
45.5000000, 0.00000000 +0.00000000j
44.5000000, 0.00000000 +0.00000000j
43.5000000, 0.00000000 +0.00000000j
42.5000000, 0.00000000 +0.00000000j
41.5000000, 0.00000000 +0.00000000j
40.5000000, 0.00000000 +0.00000000j
39.5000000, 0.00000000 +0.00000000j
38.5000000, 0.00000000 +0.00000000j
37.5000000, 0.00000000 +0.00000000j
36.5000000, 0.00000000 +0.00000000j
35.5000000, 0.00000000 +0.00000000j
34.5000000, 0.00000000 +0.00000000j
33.5000000, 0.00000000 +0.00000000j
32.5000000, 0.00000000 +0.00000000j
31.5000000, 0.00000000 +0.00000000j
30.5000000, 0.00000000 +0.00000000j
29.5000000, 0.00000000 +0.00000000j
28.5000000, 0.00000000 +0.00000000j
27.5000000, 0.00000000 +0.00000000j
26.5000000, 0.00000000 +0.00000000j
25.5000000, 0.00000000 +0.00000000j
24.5000000, 0.00000000 +0.00000000j
23.5000000, 0.00000000 +0.00000000j
22.5000000, 0.00000000 +0.00000000j
21.5000000, 0.00000000 +0.00000000j
20.5000000, 0.00000000 +0.00000000j
19.5000000, 0.00000000 +0.00000000j
18.5000000, 0.00000000 +0.00000000j
17.5000000, 0.00000000 +0.00000000j
16.5000000, 0.00000000 +0.00000000j
15.5000000, 0.00000000 +0.00000000j
14.5000000, 0.00000000 +0.00000000j
13.5000000, 0.00000000 +0.00000000j
12.5000000, 0.00000000 +0.00000000j
11.5000000, 0.00000000 +0.00000000j
10.5000000, 0.00000000 +0.00000000j
9.50000000, 0.00000000 +0.00000000j
8.50000000, 0.00000000 +0.00000000j
7.50000000, 0.00000000 +0.00000000j
6.50000000, 0.00000000 +0.00000000j
5.50000000, 0.00000000 +0.00000000j
4.50000000, 0.00000000 +0.00000000j
3.50000000, 0.00000000 +0.00000000j
2.50000000, 0.00000000 +0.00000000j
1.50000000, 0.00000000 +0.00000000j
0.50000000, 0.00000000 +0.00000000j

Y Directed
Y Position
X Position ->,702.000000
1199.50000, 3983.87922 +4708.87604j
1198.50000, 3983.22586 +4708.09812j
1197.50000, 3983.03637 +4707.86986j
1196.50000, 3982.76867 +4707.54830j
1195.50000, 3982.42276 +4707.13342j
1194.50000, 3982.07685 +4706.71853j
1193.50000, 3981.73094 +4706.30365j
1192.50000, 3981.40460 +4705.91196j
1191.50000, 3981.09785 +4705.54345j
1190.50000, 3980.79109 +4705.17493j
1189.50000, 3980.48434 +4704.80642j
1188.50000, 3980.17758 +4704.43791j
1187.50000, 3979.87083 +4704.06940j
1186.50000, 3979.56407 +4703.70089j
1185.50000, 3979.25731 +4703.33238j
1184.50000, 3978.93921 +4702.95039j
1183.50000, 3978.60975 +4702.55493j
1182.50000, 3978.28030 +4702.15947j
1181.50000, 3977.95084 +4701.76400j
1180.50000, 3977.62138 +4701.36854j
1179.50000, 3977.29192 +4700.97308j
1178.50000, 3976.96247 +4700.57762j
1177.50000, 3976.63301 +4700.18215j
1176.50000, 3976.30355 +4699.78669j
1175.50000, 3975.97410 +4699.39123j
1174.50000, 3975.64464 +4698.99577j
1173.50000, 3975.31518 +4698.60031j
1172.50000, 3974.98573 +4698.20484j
1171.50000, 3974.65627 +4697.80938j
1170.50000, 3974.32681 +4697.41392j
1169.50000, 3973.99736 +4697.01846j
1168.50000, 3973.68115 +4696.63863j
1167.50000, 3973.37820 +4696.27443j
1166.50000, 3973.07524 +4695.91024j
1165.50000, 3972.77229 +4695.54605j
1164.50000, 3972.46933 +4695.18185j
1163.50000, 3972.16638 +4694.81766j
1162.50000, 3971.86343 +4694.45346j
1161.50000, 3971.56047 +4694.08927j
1160.50000, 3971.25752 +4693.72507j
1159.50000, 3970.95456 +4693.36088j
1158.50000, 3970.65161 +4692.99669j
1157.50000, 3970.34865 +4692.63249j
1156.50000, 3970.04570 +4692.26830j
1155.50000, 3969.74274 +4691.90410j
1154.50000, 3969.43979 +4691.53991j
1153.50000, 3969.13684 +4691.17572j
1152.50000, 3968.83388 +4690.81152j
1151.50000, 3968.53093 +4690.44733j
1150.50000, 3968.22797 +4690.08313j
1149.50000, 3967.92502 +4689.71894j
1148.50000, 3967.62206 +4689.35474j
1147.50000, 3967.31911 +4688.99055j
1146.50000, 3967.01615 +4688.62636j
1145.50000, 3966.71320 +4688.26216j
1144.50000, 3966.41025 +4687.89797j
1143.50000, 3966.10729 +4687.53377j
1142.50000, 3965.80434 +4687.16958j
1141.50000, 3965.50138 +4686.80538j
1140.50000, 3965.19843 +4686.44119j
1139.50000, 3964.86061 +4686.03590j
1138.50000, 3964.48793 +4685.58950j
1137.50000, 3964.11525 +4685.14310j
1136.50000, 3963.74257 +4684.69671j
1135.50000, 3963.36989 +4684.25031j
1134.50000, 3962.99721 +4683.80392j
1133.50000, 3962.62453 +4683.35752j
1132.50000, 3962.25185 +4682.91112j
1131.50000, 3961.87917 +4682.46473j
1130.50000, 3961.50649 +4682.01833j
1129.50000, 3961.13381 +4681.57193j
1128.50000, 3960.76113 +4681.12554j
1127.50000, 3960.38845 +4680.67914j
1126.50000, 3960.01577 +4680.23275j
1125.50000, 3959.64309 +4679.78635j
1124.50000, 3959.27041 +4679.33995j
1123.50000, 3958.89773 +4678.89356j
1122.50000, 3958.52505 +4678.44716j
1121.50000, 3958.15237 +4678.00077j
1120.50000, 3957.77969 +4677.55437j
1119.50000, 3957.40701 +4677.10797j
1118.50000, 3957.03433 +4676.66158j
1117.50000, 3956.66165 +4676.21518j
1116.50000, 3956.28897 +4675.76879j
1115.50000, 3955.91629 +4675.32239j
1114.50000, 3955.54360 +4674.87599j
1113.50000, 3955.17092 +4674.42960j
1112.50000, 3954.79824 +4673.98320j
1111.50000, 3954.42556 +4673.53681j
1110.50000, 3954.05288 +4673.09041j
1109.50000, 3953.85424 +4672.84868j
1108.50000, 3953.82964 +4672.81162j
1107.50000, 3953.80503 +4672.77456j
1106.50000, 3953.78043 +4672.73750j
1105.50000, 3953.75582 +4672.70044j
1104.50000, 3953.73122 +4672.66338j
1103.50000, 3953.70661 +4672.62633j
1102.50000, 3953.68201 +4672.58927j
1101.50000, 3953.65740 +4672.55221j
1100.50000, 3953.63280 +4672.51515j
1099.50000, 3953.60819 +4672.47809j
1098.50000, 3953.58359 +4672.44103j
1097.50000, 3953.55898 +4672.40397j
1096.50000, 3953.53438 +4672.36691j
1095.50000, 3953.50977 +4672.32985j
1094.50000, 3953.48517 +4672.29279j
1093.50000, 3953.46056 +4672.25573j
1092.50000, 3953.43596 +4672.21867j
1091.50000, 3953.41135 +4672.18161j
1090.50000, 3953.38675 +4672.14455j
1089.50000, 3953.36214 +4672.10749j
1088.50000, 3953.33754 +4672.07043j
1087.50000, 3953.31293 +4672.03337j
1086.50000, 3953.28833 +4671.99632j
1085.50000, 3953.26372 +4671.95926j
1084.50000, 3953.23912 +4671.92220j
1083.50000, 3953.21451 +4671.88514j
1082.50000, 3953.18991 +4671.84808j
1081.50000, 3953.16530 +4671.81102j
1080.50000, 3953.26074 +4671.91528j
1079.50000, 3953.47621 +4672.16088j
1078.50000, 3953.69168 +4672.40647j
1077.50000, 3953.90716 +4672.65206j
1076.50000, 3954.12263 +4672.89765j
1075.50000, 3954.33810 +4673.14324j
1074.50000, 3954.55358 +4673.38883j
1073.50000, 3954.76905 +4673.63442j
1072.50000, 3954.98452 +4673.88001j
1071.50000, 3955.20000 +4674.12560j
1070.50000, 3955.41547 +4674.37119j
1069.50000, 3955.63094 +4674.61678j
1068.50000, 3955.84642 +4674.86237j
1067.50000, 3956.06189 +4675.10797j
1066.50000, 3956.27736 +4675.35356j
1065.50000, 3956.49284 +4675.59915j
1064.50000, 3956.63101 +4675.75353j
1063.50000, 3956.69188 +4675.81670j
1062.50000, 3956.75275 +4675.87987j
1061.50000, 3956.81363 +4675.94303j
1060.50000, 3956.87450 +4676.00620j
1059.50000, 3956.93537 +4676.06937j
1058.50000, 3956.99625 +4676.13254j
1057.50000, 3957.05712 +4676.19571j
1056.50000, 3957.16626 +4676.31577j
1055.50000, 3957.32368 +4676.49272j
1054.50000, 3957.48109 +4676.66968j
1053.50000, 3957.63851 +4676.84663j
1052.50000, 3957.79159 +4677.01904j
1051.50000, 3957.94033 +4677.18690j
1050.50000, 3958.26187 +4677.55775j
1049.50000, 3958.17550 +4677.44431j
1048.50000, 3958.31604 +4677.60091j
1047.50000, 3959.26416 +4678.71485j
1046.50000, 3959.57845 +4679.07844j
1045.50000, 3959.25890 +4678.69169j
1044.50000, 3958.93934 +4678.30493j
1043.50000, 3958.61979 +4677.91817j
1042.50000, 3958.18203 +4677.39161j
1041.50000, 3957.62607 +4676.72525j
1040.50000, 3957.07011 +4676.05889j
1039.50000, 3956.51415 +4675.39252j
1038.50000, 3955.95819 +4674.72616j
1037.50000, 3955.40223 +4674.05980j
1036.50000, 3954.84627 +4673.39344j
1035.50000, 3954.29030 +4672.72707j
1034.50000, 3953.78451 +4672.12024j
1033.50000, 3953.32887 +4671.57294j
1032.50000, 3952.87324 +4671.02563j
1031.50000, 3952.41760 +4670.47833j
1030.50000, 3951.96197 +4669.93103j
1029.50000, 3951.50634 +4669.38373j
1028.50000, 3951.05070 +4668.83642j
1027.50000, 3950.59507 +4668.28912j
1026.50000, 3950.13943 +4667.74182j
1025.50000, 3949.68380 +4667.19451j
1024.50000, 3949.22816 +4666.64721j
1023.50000, 3948.77253 +4666.09991j
1022.50000, 3948.31690 +4665.55261j
1021.50000, 3947.86126 +4665.00530j
1020.50000, 3947.40563 +4664.45800j
1019.50000, 3946.94999 +4663.91070j
1018.50000, 3946.49019 +4663.35750j
1017.50000, 3946.02623 +4662.79841j
1016.50000, 3945.56227 +4662.23931j
1015.50000, 3945.09831 +4661.68022j
1014.50000, 3944.63435 +4661.12113j
1013.50000, 3944.17038 +4660.56203j
1012.50000, 3943.70642 +4660.00294j
1011.50000, 3943.24246 +4659.44385j
1010.50000, 3942.77850 +4658.88475j
1009.50000, 3942.31454 +4658.32566j
1008.50000, 3941.85057 +4657.76657j
1007.50000, 3941.38661 +4657.20747j
1006.50000, 3940.92265 +4656.64838j
1005.50000, 3940.45869 +4656.08929j
1004.50000, 3939.99473 +4655.53019j
1003.50000, 3939.53076 +4654.97110j
1002.50000, 3939.06680 +4654.41201j
1001.50000, 3938.60284 +4653.85291j
1000.50000, 3938.13888 +4653.29382j
999.500000, 3937.67492 +4652.73472j
998.500000, 3937.21096 +4652.17563j
997.500000, 3936.74699 +4651.61654j
996.500000, 3936.28303 +4651.05744j
995.500000, 3935.81907 +4650.49835j
994.500000, 3935.35511 +4649.93926j
993.500000, 3934.89115 +4649.38016j
992.500000, 3934.42718 +4648.82107j
991.500000, 3933.96322 +4648.26198j
990.500000, 3933.49926 +4647.70288j
989.500000, 3933.03530 +4647.14379j
988.500000, 3932.57134 +4646.58470j
987.500000, 3932.10737 +4646.02560j
986.500000, 3931.67265 +4645.49939j
985.500000, 3931.26716 +4645.00605j
984.500000, 3930.86167 +4644.51271j
983.500000, 3930.45618 +4644.01938j
982.500000, 3930.05069 +4643.52604j
981.500000, 3929.64520 +4643.03270j
980.500000, 3929.23971 +4642.53937j
979.500000, 3928.83422 +4642.04603j
978.500000, 3928.42873 +4641.55269j
977.500000, 3928.02324 +4641.05935j
976.500000, 3927.61775 +4640.56602j
975.500000, 3927.21227 +4640.07268j
974.500000, 3926.80678 +4639.57934j
973.500000, 3926.40129 +4639.08600j
972.500000, 3925.99580 +4638.59267j
971.500000, 3925.59031 +4638.09933j
970.500000, 3925.18482 +4637.60599j
969.500000, 3924.77933 +4637.11266j
968.500000, 3924.37384 +4636.61932j
967.500000, 3923.96835 +4636.12598j
966.500000, 3923.56286 +4635.63264j
965.500000, 3923.15737 +4635.13931j
964.500000, 3922.75188 +4634.64597j
963.500000, 3922.34639 +4634.15263j
962.500000, 3921.94090 +4633.65929j
961.500000, 3921.53542 +4633.16596j
960.500000, 3921.12993 +4632.67262j
959.500000, 3920.72444 +4632.17928j
958.500000, 3920.31895 +4631.68595j
957.500000, 3919.91346 +4631.19261j
956.500000, 3919.50797 +4630.69927j
955.500000, 3919.10248 +4630.20593j
954.500000, 3918.69699 +4629.71260j
953.500000, 3918.29150 +4629.21926j
952.500000, 3917.88601 +4628.72592j
951.500000, 3917.48052 +4628.23259j
950.500000, 3917.07503 +4627.73925j
949.500000, 3916.66954 +4627.24591j
948.500000, 3916.26405 +4626.75257j
947.500000, 3915.85856 +4626.25924j
946.500000, 3915.45308 +4625.76590j
945.500000, 3915.04759 +4625.27256j
944.500000, 3914.64210 +4624.77922j
943.500000, 3914.23661 +4624.28589j
942.500000, 3913.83112 +4623.79255j
941.500000, 3913.42563 +4623.29921j
940.500000, 3913.02014 +4622.80588j
939.500000, 3912.61465 +4622.31254j
938.500000, 3912.20916 +4621.81920j
937.500000, 3911.80367 +4621.32586j
936.500000, 3911.39818 +4620.83253j
935.500000, 3910.99269 +4620.33919j
934.500000, 3910.58720 +4619.84585j
933.500000, 3910.18171 +4619.35251j
932.500000, 3909.77623 +4618.85918j
931.500000, 3909.37074 +4618.36584j
930.500000, 3908.96525 +4617.87250j
929.500000, 3908.55976 +4617.37917j
928.500000, 3908.15427 +4616.88583j
927.500000, 3907.74878 +4616.39249j
926.500000, 3907.34329 +4615.89915j
925.500000, 3906.93780 +4615.40582j
924.500000, 3907.24355 +4615.75504j
923.500000, 3908.26055 +4616.94681j
922.500000, 3909.27755 +4618.13859j
921.500000, 3910.29455 +4619.33037j
920.500000, 3911.31154 +4620.52215j
919.500000, 3912.32854 +4621.71393j
918.500000, 3913.34554 +4622.90570j
917.500000, 3914.36253 +4624.09748j
916.500000, 3915.37953 +4625.28926j
915.500000, 3916.39653 +4626.48104j
914.500000, 3917.41353 +4627.67281j
913.500000, 3918.43052 +4628.86459j
912.500000, 3919.44752 +4630.05637j
911.500000, 3920.46452 +4631.24815j
910.500000, 3921.48152 +4632.43993j
909.500000, 3922.49851 +4633.63170j
908.500000, 3923.51551 +4634.82348j
907.500000, 3924.53251 +4636.01526j
906.500000, 3925.54950 +4637.20704j
905.500000, 3926.56650 +4638.39881j
904.500000, 3927.58350 +4639.59059j
903.500000, 3928.60050 +4640.78237j
902.500000, 3929.61749 +4641.97415j
901.500000, 3930.63449 +4643.16593j
900.500000, 3931.65149 +4644.35770j
899.500000, 3932.66848 +4645.54948j
898.500000, 3933.68548 +4646.74126j
897.500000, 3934.70248 +4647.93304j
896.500000, 3935.71948 +4649.12481j
895.500000, 3936.73647 +4650.31659j
894.500000, 3937.75347 +4651.50837j
893.500000, 3939.52870 +4653.59623j
892.500000, 3942.06216 +4656.58017j
891.500000, 3944.59561 +4659.56411j
890.500000, 3947.12907 +4662.54806j
889.500000, 3949.66253 +4665.53200j
888.500000, 3952.19599 +4668.51594j
887.500000, 3954.72944 +4671.49988j
886.500000, 3957.26290 +4674.48382j
885.500000, 3959.79636 +4677.46777j
884.500000, 3962.32982 +4680.45171j
883.500000, 3964.86327 +4683.43565j
882.500000, 3967.39673 +4686.41959j
881.500000, 3969.93019 +4689.40353j
880.500000, 3972.46364 +4692.38748j
879.500000, 3974.99710 +4695.37142j
878.500000, 3977.53056 +4698.35536j
877.500000, 3977.42151 +4698.21822j
876.500000, 3974.66995 +4694.96000j
875.500000, 3971.91838 +4691.70178j
874.500000, 3969.16682 +4688.44356j
873.500000, 3966.41526 +4685.18533j
872.500000, 3963.66370 +4681.92711j
871.500000, 3960.91213 +4678.66889j
870.500000, 3958.16057 +4675.41067j
869.500000, 3954.64653 +4671.23882j
868.500000, 3950.37001 +4666.15334j
867.500000, 3946.09350 +4661.06787j
866.500000, 3941.81698 +4655.98239j
865.500000, 3884.89682 +4588.61358j
864.500000, 3775.33301 +4458.96145j
863.500000, 3517.01546 +4153.28674j
862.500000, 3334.91227 +3937.80854j
861.500000, 3385.08959 +3997.20159j
860.500000, 3442.57929 +4065.24680j
859.500000, 3475.30402 +4103.98127j
858.500000, 3483.26377 +4113.40499j
857.500000, 3491.22352 +4122.82871j
856.500000, 3499.18328 +4132.25243j
855.500000, 3503.47660 +4137.33468j
854.500000, 3504.10350 +4138.07544j
853.500000, 3504.73039 +4138.81620j
852.500000, 3505.35729 +4139.55696j
851.500000, 3505.98419 +4140.29772j
850.500000, 3506.61108 +4141.03848j
849.500000, 3507.23798 +4141.77924j
848.500000, 3507.86488 +4142.52000j
847.500000, 3508.11781 +4142.81740j
846.500000, 3507.99677 +4142.67143j
845.500000, 3507.87574 +4142.52546j
844.500000, 3507.75470 +4142.37949j
843.500000, 3507.63367 +4142.23352j
842.500000, 3507.51263 +4142.08755j
841.500000, 3507.39159 +4141.94158j
840.500000, 3507.27056 +4141.79561j
839.500000, 3507.14952 +4141.64964j
838.500000, 3507.02849 +4141.50367j
837.500000, 3506.89614 +4141.33397j
836.500000, 3506.75247 +4141.14053j
835.500000, 3506.60881 +4140.94710j
834.500000, 3506.46514 +4140.75366j
833.500000, 3506.32148 +4140.56023j
832.500000, 3506.17781 +4140.36679j
831.500000, 3506.03414 +4140.17336j
830.500000, 3505.89048 +4139.97992j
829.500000, 3505.74681 +4139.78649j
828.500000, 3505.60315 +4139.59305j
827.500000, 3505.43957 +4139.41070j
826.500000, 3505.25607 +4139.23943j
825.500000, 3505.07257 +4139.06816j
824.500000, 3504.88907 +4138.89689j
823.500000, 3504.70557 +4138.72563j
822.500000, 3504.52207 +4138.55436j
821.500000, 3504.33857 +4138.38309j
820.500000, 3504.15507 +4138.21182j
819.500000, 3503.91970 +4138.00740j
818.500000, 3503.63247 +4137.76982j
817.500000, 3503.34524 +4137.53224j
816.500000, 3503.05801 +4137.29466j
815.500000, 3502.90094 +4137.16172j
814.500000, 3502.87404 +4137.13342j
813.500000, 3502.60512 +4136.80066j
812.500000, 3502.50144 +4136.64422j
811.500000, 3502.56760 +4136.71226j
810.500000, 3502.39637 +4136.52403j
809.500000, 3502.17932 +4136.34919j
808.500000, 3501.91644 +4136.18774j
807.500000, 3501.65357 +4136.02629j
806.500000, 3501.39069 +4135.86485j
805.500000, 3501.08670 +4135.66088j
804.500000, 3500.74160 +4135.41439j
803.500000, 3500.39649 +4135.16789j
802.500000, 3500.05138 +4134.92140j
801.500000, 3499.70628 +4134.67491j
800.500000, 3499.36117 +4134.42842j
799.500000, 3499.01606 +4134.18193j
798.500000, 3498.83298 +4134.04198j
797.500000, 3498.81192 +4134.00857j
796.500000, 3498.79086 +4133.97517j
795.500000, 3498.76980 +4133.94176j
794.500000, 3498.74874 +4133.90835j
793.500000, 3498.72768 +4133.87495j
792.500000, 3498.70662 +4133.84154j
791.500000, 3498.43344 +4133.67521j
790.500000, 3497.90812 +4133.37596j
789.500000, 3497.38280 +4133.07671j
788.500000, 3496.85749 +4132.77746j
787.500000, 3496.33217 +4132.47820j
786.500000, 3495.80686 +4132.17895j
785.500000, 3495.28154 +4131.87970j
784.500000, 3495.25865 +4131.86189j
783.500000, 3495.73818 +4132.12551j
782.500000, 3496.21771 +4132.38913j
781.500000, 3496.69724 +4132.65276j
780.500000, 3496.99778 +4132.75205j
779.500000, 3497.11933 +4132.68701j
778.500000, 3497.71942 +4133.19766j
777.500000, 3498.21070 +4133.56050j
776.500000, 3498.20223 +4133.39453j
775.500000, 3498.28136 +4133.42327j
774.500000, 3498.07222 +4133.32331j
773.500000, 3497.57481 +4133.09466j
772.500000, 3497.07740 +4132.86601j
771.500000, 3496.58000 +4132.63736j
770.500000, 3496.25638 +4132.50797j
769.500000, 3496.10654 +4132.47784j
768.500000, 3495.95671 +4132.44770j
767.500000, 3495.80687 +4132.41757j
766.500000, 3495.65704 +4132.38743j
765.500000, 3495.50721 +4132.35730j
764.500000, 3495.35737 +4132.32716j
763.500000, 3495.20754 +4132.29703j
762.500000, 3495.47417 +4132.51414j
761.500000, 3496.15728 +4132.97851j
760.500000, 3496.84039 +4133.44287j
759.500000, 3497.52350 +4133.90723j
758.500000, 3498.20661 +4134.37160j
757.500000, 3498.88972 +4134.83596j
756.500000, 3499.57283 +4135.30033j
755.500000, 3500.25593 +4135.76469j
754.500000, 3500.93904 +4136.22905j
753.500000, 3501.62215 +4136.69342j
752.500000, 3502.30526 +4137.15778j
751.500000, 3502.98837 +4137.62215j
750.500000, 3503.67148 +4138.08651j
749.500000, 3504.35458 +4138.55087j
748.500000, 3505.03769 +4139.01524j
747.500000, 3505.72080 +4139.47960j
746.500000, 3506.52112 +4140.09476j
745.500000, 3507.43864 +4140.86070j
744.500000, 3508.35616 +4141.62665j
743.500000, 3509.27369 +4142.39259j
742.500000, 3510.19121 +4143.15854j
741.500000, 3511.10873 +4143.92449j
740.500000, 3512.02625 +4144.69043j
739.500000, 3512.94378 +4145.45638j
738.500000, 3513.86130 +4146.22232j
737.500000, 3514.77882 +4146.98827j
736.500000, 3515.69634 +4147.75422j
735.500000, 3516.61387 +4148.52016j
734.500000, 3517.53139 +4149.28611j
733.500000, 3518.44891 +4150.05205j
732.500000, 3519.36644 +4150.81800j
731.500000, 3520.28396 +4151.58395j
730.500000, 3521.86569 +4153.29795j
729.500000, 3524.11163 +4155.96002j
728.500000, 3526.35756 +4158.62208j
727.500000, 3528.60350 +4161.28415j
726.500000, 3530.84944 +4163.94621j
725.500000, 3533.09538 +4166.60828j
724.500000, 3535.34131 +4169.27034j
723.500000, 3537.58725 +4171.93241j
722.500000, 3539.83319 +4174.59447j
721.500000, 3542.07913 +4177.25654j
720.500000, 3544.32506 +4179.91860j
719.500000, 3546.57100 +4182.58067j
718.500000, 3548.81694 +4185.24274j
717.500000, 3551.06287 +4187.90480j
716.500000, 3553.30881 +4190.56687j
715.500000, 3555.55475 +4193.22893j
714.500000, 3560.88034 +4199.85515j
713.500000, 3569.28559 +4210.44553j
712.500000, 3577.69084 +4221.03592j
711.500000, 3586.09609 +4231.62630j
710.500000, 3594.50134 +4242.21668j
709.500000, 3602.90658 +4252.80706j
708.500000, 3611.31183 +4263.39744j
707.500000, 3619.71708 +4273.98782j
706.500000, 3638.02775 +4295.83671j
705.500000, 3666.24384 +4328.94412j
704.500000, 3694.45992 +4362.05153j
703.500000, 3722.67601 +4395.15894j
702.500000, 3794.25394 +4479.58945j
701.500000, 3909.19370 +4615.34305j
700.500000, 4194.42739 +4952.49407j
699.500000, 3292.21285 +3886.48973j
698.500000, 2827.42518 +3337.70795j
697.500000, 2324.17009 +2743.63294j
696.500000, 1935.09816 +2284.57055j
695.500000, 1660.20940 +1960.52076j
694.500000, 1375.43096 +1624.76818j
693.500000, 1080.76283 +1277.31280j
692.500000, 119.969577 +141.651433j
691.500000, 0.00000000 +0.00000000j
690.500000, 0.00000000 +0.00000000j
689.500000, 0.15678927 +0.25980084j
688.500000, 0.15678927 +0.25980084j
687.500000, 0.00000000 +0.00000000j
686.500000, 0.00000000 +0.00000000j
685.500000, 0.15226534 +0.13693392j
684.500000, 0.15226534 +0.13693392j
683.500000, 0.00000000 +0.00000000j
682.500000, 0.00000000 +0.00000000j
681.500000, -0.1061666 -0.15674507j
680.500000, -0.1061666 -0.15674507j
679.500000, 0.00000000 +0.00000000j
678.500000, 0.00000000 +0.00000000j
677.500000, -0.0914660 -0.11135825j
676.500000, -0.0914660 -0.11135825j
675.500000, 0.00000000 +0.00000000j
674.500000, 0.00000000 +0.00000000j
673.500000, 0.10384126 +0.12779927j
672.500000, 0.10384126 +0.12779927j
671.500000, 0.00000000 +0.00000000j
670.500000, 0.00000000 +0.00000000j
