 Sonnet Data File
 From: emgraph Version : 16.56
 From Project: Cap_305MHz_with_boundary_and_coupcaps
 Data is De-embedded 
 Data File Written: 04/20/2020 22:48:30
Project Date: 04/20/2020 15:45:28
R 50.00000
Frequency (MHz),RE[S11],IM[S11],RE[S12],IM[S12],RE[S13],IM[S13],RE[S14],IM[S14],RE[S21],IM[S21],RE[S22],IM[S22],RE[S23],IM[S23],RE[S24],IM[S24],RE[S31],IM[S31],RE[S32],IM[S32],RE[S33],IM[S33],RE[S34],IM[S34],RE[S41],IM[S41],RE[S42],IM[S42],RE[S43],IM[S43],RE[S44],IM[S44]
ILD_thickness = 0.3
ILD_dielectric_const = 3.9
190.0000000000000,0.1828886308223,-0.415981893786,0.8144668028949,0.3446830702992,0.0034728778609,0.0092590609409,0.0033989482673,0.0094126742785,0.8144668028949,0.3446830702992,0.1842503718130,-0.415686026290,-2.399073109e-3,0.0068555044081,-2.341196924e-3,0.0067039410860,0.0034728778609,0.0092590609409,-2.399073109e-3,0.0068555044081,-5.153330340e-4,-9.751934956e-3,0.9988693747942,-0.044896830532,0.0033989482673,0.0094126742785,-2.341196924e-3,0.0067039410860,0.9988693747942,-0.044896830532,-5.113672853e-4,-9.753411181e-3
195.0000000000000,0.1738176760446,-0.409566208474,0.8232850569265,0.3365814502316,0.0035346413501,0.0094382085500,0.0034596022052,0.0095979878958,0.8232850569265,0.3365814502316,0.1751778194009,-0.409291184135,-2.407643111e-3,0.0070971002284,-2.349642103e-3,0.0069393810124,0.0035346413501,0.0094382085500,-2.407643111e-3,0.0070971002284,-5.423455849e-4,-0.010006273110,0.9988094118438,-0.046078625603,0.0034596022052,0.0095979878958,-2.349642103e-3,0.0069393810124,0.9988094118438,-0.046078625603,-5.381822373e-4,-0.010007816308
200.0000000000000,0.1651916626334,-0.403201766801,0.8316675228710,0.3285338015457,0.0035955499836,0.0096174692901,0.0035194543282,0.0097834491069,0.8316675228710,0.3285338015457,0.1665491723655,-0.402946234522,-2.414306100e-3,0.0073384984213,-2.356258259e-3,0.0071745942646,0.0035955499836,0.0096174692901,-2.414306100e-3,0.0073384984213,-5.700529144e-4,-0.010260587118,0.9987478953725,-0.047260326283,0.0035194543282,0.0097834491069,-2.356258259e-3,0.0071745942646,0.9987478953725,-0.047260326283,-5.656869203e-4,-0.010262198648
205.0000000000000,0.1569868976937,-0.396896778228,0.8396375687997,0.3205465482408,0.0036556730518,0.0097968793163,0.0035785749042,0.0099690898507,0.8396375687997,0.3205465482408,0.1583409896747,-0.396659425036,-2.419103183e-3,0.0075796907661,-2.361086556e-3,0.0074095774356,0.0036556730518,0.0097968793163,-2.419103183e-3,0.0075796907661,-5.984551347e-4,-0.010514875388,0.9986848254966,-0.048441930969,0.0035785749042,0.0099690898507,-2.361086556e-3,0.0074095774356,0.9986848254966,-0.048441930969,-5.938815097e-4,-0.010516556658
210.0000000000000,0.1491810799246,-0.390658307479,0.8472170041450,0.3126252520113,0.0037150776434,0.0099764703148,0.0036370315162,0.0101549379292,0.8472170041450,0.3126252520113,0.1505311893935,-0.390437875270,-2.422072998e-3,0.0078206699224,-2.364165341e-3,0.0076443275447,0.0037150776434,0.0099764703148,-2.422072998e-3,0.0078206699224,-6.275523574e-4,-0.010769136333,0.9986202023280,-0.049623438054,0.0036370315162,0.0101549379292,-2.364165341e-3,0.0076443275447,0.9986202023280,-0.049623438054,-6.227661769e-4,-0.010770888794
215.0000000000000,0.1417532028543,-0.384492406217,0.8544262256687,0.3047747123243,0.0037738285713,0.0101562698644,0.0036948890604,0.0103410173629,0.8544262256687,0.3047747123243,0.1430989546250,-0.384287703960,-2.423251949e-3,0.0080614292813,-2.365530427e-3,0.0078788419143,0.0037738285713,0.0101562698644,-2.423251949e-3,0.0080614292813,-6.573446936e-4,-0.011023368366,0.9985540259740,-0.050804845928,0.0036948890604,0.0103410173629,-2.365530427e-3,0.0078788419143,0.9985540259740,-0.050804845928,-6.523410898e-4,-0.011025193514
220.0000000000000,0.1346834662818,-0.378404227638,0.8612843448007,0.2969990517193,0.0038319883242,0.0103363017768,0.0037522097597,0.0105273487231,0.8612843448007,0.2969990517193,0.1360246476270,-0.378214139866,-2.422674404e-3,0.0083019628443,-2.365215350e-3,0.0081131180763,0.0038319883242,0.0103363017768,-2.422674404e-3,0.0083019628443,-6.878322539e-4,-0.011277569904,0.9984862965377,-0.051986152977,0.0037522097597,0.0105273487231,-2.365215350e-3,0.0081131180763,0.9984862965377,-0.051986152977,-6.826064127e-4,-0.011279469278
225.0000000000000,0.1279531952235,-0.372398126658,0.8678092991161,0.2893017891406,0.0038896170403,0.0105165864164,0.0038090531929,0.0107139494404,0.8678092991161,0.2893017891406,0.1292897313507,-0.372221618904,-2.420372893e-3,0.0085422651259,-2.363251607e-3,0.0083471537000,0.0038896170403,0.0105165864164,-2.420372893e-3,0.0085422651259,-7.190151483e-4,-0.011531739364,0.9984170141175,-0.053167357580,0.0038090531929,0.0107139494404,-2.363251607e-3,0.0083471537000,0.9984170141175,-0.053167357580,-7.135623065e-4,-0.011533714546
230.0000000000000,0.1215447656804,-0.366477747840,0.8740179502958,0.2816859034982,0.0039467724994,0.0106971409997,0.0038654763358,0.0109008340925,0.8740179502958,0.2816859034982,0.1228766976798,-0.366313869616,-2.416378275e-3,0.0087823310760,-2.359668865e-3,0.0085809465399,0.0039467724994,0.0106971409997,-2.416378275e-3,0.0087823310760,-7.508934866e-4,-0.011785875169,0.9983461788076,-0.054348458114,0.0038654763358,0.0109008340925,-2.359668865e-3,0.0085809465399,0.9983461788076,-0.054348458114,-7.452089286e-4,-0.011787927780
235.0000000000000,0.1154415365731,-0.360646102890,0.8799261705545,0.2741538891869,0.0040035101307,0.0108779798756,0.0039215336120,0.0110880146693,0.8799261705545,0.2741538891869,0.1167690016981,-0.360493988675,-2.410719899e-3,0.0090221560181,-2.354495149e-3,0.0088144943986,0.0040035101307,0.0108779798756,-2.410719899e-3,0.0090221560181,-7.834673779e-4,-0.012039975741,0.9982737906980,-0.055529452951,0.0039215336120,0.0110880146693,-2.354495149e-3,0.0088144943986,0.9982737906980,-0.055529452951,-7.775464333e-4,-0.012042107443
240.0000000000000,0.1096277872402,-0.354905639201,0.8855489192065,0.2667078049269,0.0040598830349,0.0110591147859,0.0039772769521,0.0112755008203,0.8855489192065,0.2667078049269,0.1109510013639,-0.354764507861,-2.403425741e-3,0.0092617356017,-2.347757017e-3,0.0090477951024,0.0040598830349,0.0110591147859,-2.403425741e-3,0.0092617356017,-8.167369312e-4,-0.012294039507,0.9981998498740,-0.056710340458,0.0039772769521,0.0112755008203,-2.347757017e-3,0.0090477951024,0.9981998498740,-0.056710340458,-8.105749715e-4,-0.012296251999
245.0000000000000,0.1040886599436,-0.349258300690,0.8909003107854,0.2593493170120,0.0041159420165,0.0112405551083,0.0040327558592,0.0114633000821,0.8909003107854,0.2593493170120,0.1054079020338,-0.349127453668,-2.394522534e-3,0.0095010657650,-2.339479704e-3,0.0092808464862,0.0041159420165,0.0112405551083,-2.394522534e-3,0.0095010657650,-8.507022551e-4,-0.012548064894,0.9981243564170,-0.057891118999,0.0040327558592,0.0114633000821,-2.339479704e-3,0.0092808464862,0.9981243564170,-0.057891118999,-8.442946912e-4,-0.012550359917
250.0000000000000,0.0988101068788,-0.343705581977,0.8959936759061,0.2520797378294,0.0041717356265,0.0114223080813,0.0040880174803,0.0116514180885,0.8959936759061,0.2520797378294,0.1001257053293,-0.343584400536,-2.384035880e-3,0.0097401427072,-2.329687269e-3,0.0095136463877,0.0041717356265,0.0114223080813,-2.384035880e-3,0.0097401427072,-8.853634578e-4,-0.012802050333,0.9980473104040,-0.059071786932,0.0040880174803,0.0116514180885,-2.329687269e-3,0.0095136463877,0.9980473104040,-0.059071786932,-8.787057372e-4,-0.012804429663
255.0000000000000,0.0937788412384,-0.338248576763,0.9008416158767,0.2449000603487,0.0042273102122,0.0116043790133,0.0041431066806,0.0118398587645,0.9008416158767,0.2449000603487,0.0950911618994,-0.338136518525,-2.371990355e-3,0.0099789628679,-2.318402704e-3,0.0097461926459,0.0042273102122,0.0116043790133,-2.371990355e-3,0.0099789628679,-9.207206472e-4,-0.013055994257,0.9979687119077,-0.060252342612,0.0041431066806,0.0118398587645,-2.318402704e-3,0.0097461926459,0.9979687119077,-0.060252342612,-9.138082516e-4,-0.013058459707
260.0000000000000,0.0889822919259,-0.332888021146,0.9054560519077,0.2378109891437,0.0042827099734,0.0117867714754,0.0041980661216,0.0120286245047,0.9054560519077,0.2378109891437,0.0902917276812,-0.332784616113,-2.358409596e-3,0.0102175229121,-2.305648051e-3,0.0099784831059,0.0042827099734,0.0117867714754,-2.358409596e-3,0.0102175229121,-9.567739312e-4,-0.013309895101,0.9978885609967,-0.061432784387,0.0041980661216,0.0120286245047,-2.305648051e-3,0.0099784831059,0.9978885609967,-0.061432784387,-9.496023735e-4,-0.013312448522
265.0000000000000,0.0844085615601,-0.327624332484,0.9098482696390,0.2308129684048,0.0043379770232,0.0119694874793,0.0042529363410,0.0122177163372,0.9098482696390,0.2308129684048,0.0857155233064,-0.327529178723,-2.343316385e-3,0.0104558197202,-2.291444490e-3,0.0102105156263,0.0043379770232,0.0119694874793,-2.343316385e-3,0.0104558197202,-9.935234172e-4,-0.013563751303,0.9978068577357,-0.062613110604,0.0042529363410,0.0122177163372,-2.291444490e-3,0.0102105156263,0.9978068577357,-0.062613110604,-9.860882394e-4,-0.013566394580
270.0000000000000,0.0800463874542,-0.322457644349,0.9140289595900,0.2239062073221,0.0043931514536,0.0121525276418,0.0043077558335,0.0124071340742,0.9140289595900,0.2239062073221,0.0813512963457,-0.322370403449,-2.326732721e-3,0.0106938503812,-2.275812426e-3,0.0104422880892,0.0043931514536,0.0121525276418,-2.326732721e-3,0.0106938503812,-1.030969213e-3,-0.013817561304,0.9977236021849,-0.063793319603,0.0043077558335,0.0124071340742,-2.275812426e-3,0.0104422880892,0.9977236021849,-0.063793319603,-1.023265983e-3,-0.013820296356
275.0000000000000,0.0758851052883,-0.317387837999,0.9180082540488,0.2170907031496,0.0044482714029,0.0123358913358,0.0043625611327,0.0125968764497,0.9180082540488,0.2170907031496,0.0771883861182,-0.317308230423,-2.308679881e-3,0.0109316121890,-2.258771562e-3,0.0106737984117,0.0044482714029,0.0123358913358,-2.308679881e-3,0.0109316121890,-1.069111425e-3,-0.014071323546,0.9976387944008,-0.064973409719,0.0043625611327,0.0125968764497,-2.258771562e-3,0.0106737984117,0.9976387944008,-0.064973409719,-1.061135736e-3,-0.014074152329
280.0000000000000,0.0719146152267,-0.312414570763,0.9217957608399,0.2103662622134,0.0045033731255,0.0125195768290,0.0044173868925,0.0127869412456,0.9217957608399,0.2103662622134,0.0732166908276,-0.312342371183,-2.289178480e-3,0.0111691026400,-2.240340962e-3,0.0109050445591,0.0045033731255,0.0125195768290,-2.289178480e-3,0.0111691026400,-1.107950160e-3,-0.014325036473,0.9975524344355,-0.066153379285,0.0044173868925,0.0127869412456,-2.240340962e-3,0.0109050445591,0.9975524344355,-0.066153379285,-1.099697626e-3,-0.014327960976
285.0000000000000,0.0681253502626,-0.307537301674,0.9254005943393,0.2037325190836,0.0045584910631,0.0127035814111,0.0044722659687,0.0129773254075,0.9254005943393,0.2037325190836,0.0694266368156,-0.307472334344,-2.268248520e-3,0.0114063194335,-2.220539111e-3,0.0111360245575,0.0045584910631,0.0127035814111,-2.268248520e-3,0.0114063194335,-1.147485527e-3,-0.014578698535,0.9974645223376,-0.067333226627,0.0044722659687,0.0129773254075,-2.220539111e-3,0.0111360245575,0.9974645223376,-0.067333226627,-1.138951781e-3,-0.014581720780
290.0000000000000,0.0645082465950,-0.302755314627,0.9288314040582,0.1971889540976,0.0046136579168,0.0128879015105,0.0045272294988,0.0131680251495,0.9288314040582,0.1971889540976,0.0658091497464,-0.302697448866,-2.245909432e-3,0.0116432604715,-2.199383962e-3,0.0113667365071,0.0046136579168,0.0128879015105,-2.245909432e-3,0.0116432604715,-1.187717630e-3,-0.014832308179,0.9973750581513,-0.068512950069,0.0045272294988,0.0131680251495,-2.199383962e-3,0.0113667365071,0.9973750581513,-0.068512950069,-1.178898324e-3,-0.014835430223
295.0000000000000,0.0610547158682,-0.298067739328,0.9320964010653,0.1907349093952,0.0046689047185,0.0130725328006,0.0045823069814,0.0133590360499,0.9320964010653,0.1907349093952,0.0623556275619,-0.298016885141,-2.222180117e-3,0.0118799238601,-2.176892981e-3,0.0115971785953,0.0046689047185,0.0130725328006,-2.222180117e-3,0.0118799238601,-1.228646578e-3,-0.015085863859,0.9972840419173,-0.069692547927,0.0045823069814,0.0133590360499,-2.176892981e-3,0.0115971785953,0.9972840419173,-0.069692547927,-1.219537378e-3,-0.015089087791
300.0000000000000,0.0577566191215,-0.293473570238,0.9352033824803,0.1843696036056,0.0047242609031,0.0132574702970,0.0046375263538,0.0135503531389,0.9352033824803,0.1843696036056,0.0590579150623,-0.293429674112,-2.197078978e-3,0.0121163079110,-2.153083181e-3,0.0118273491085,0.0047242609031,0.0132574702970,-2.197078978e-3,0.0121163079110,-1.270272478e-3,-0.015339364030,0.9971914736723,-0.070872018515,0.0046375263538,0.0135503531389,-2.153083181e-3,0.0118273491085,0.9971914736723,-0.070872018515,-1.260869062e-3,-0.015342691971
305.0000000000000,0.0546062423145,-0.288971683717,0.9381597542408,0.1780921453064,0.0047797543789,0.0134427084463,0.0046929140676,0.0137419709775,0.9381597542408,0.1780921453064,0.0559082799864,-0.288934724619,-2.170623950e-3,0.0123524111431,-2.127971160e-3,0.0120572464440,0.0047797543789,0.0134427084463,-2.170623950e-3,0.0123524111431,-1.312595435e-3,-0.015592807149,0.9970973534491,-0.072051360141,0.0046929140676,0.0137419709775,-2.127971160e-3,0.0120572464440,0.9970973534491,-0.072051360141,-1.302893494e-3,-0.015596241254
310.0000000000000,0.0515962733081,-0.284560853537,0.9409725523135,0.1719015453638,0.0048354115979,0.0136282412064,0.0047484951626,0.0139338837289,0.9409725523135,0.1719015453638,0.0528993904778,-0.284530839122,-2.142832528e-3,0.0125882322835,-2.101573126e-3,0.0122868691206,0.0048354115979,0.0136282412064,-2.142832528e-3,0.0125882322835,-1.355615556e-3,-0.015846191675,0.9970016812768,-0.073230571111,0.0047484951626,0.0139338837289,-2.101573126e-3,0.0122868691206,0.9970016812768,-0.073230571111,-1.345610791e-3,-0.015849734131
315.0000000000000,0.0487197801937,-0.280239764915,0.9436484625014,0.1657967282460,0.0048912576244,0.0138140621194,0.0048042933392,0.0141260852239,0.9436484625014,0.1657967282460,0.0500242938368,-0.280216727959,-2.113721788e-3,0.0128237702690,-2.073904921e-3,0.0125162157880,0.0048912576244,0.0138140621194,-2.113721788e-3,0.0128237702690,-1.399332949e-3,-0.016099516071,0.9969044571810,-0.074409649722,0.0048042933392,0.0141260852239,-2.073904921e-3,0.0125162157880,0.9969044571810,-0.074409649722,-1.389021065e-3,-0.016103169096
320.0000000000000,0.0459701908753,-0.276007027202,0.9461938389755,0.1597765423969,0.0049473162020,0.0140001643783,0.0048603310270,0.0143185690189,0.9461938389755,0.1597765423969,0.0472763964688,-0.275991022268,-2.083308407e-3,0.0130590242465,-2.044982044e-3,0.0127452852356,0.0049473162020,0.0140001643783,-2.083308407e-3,0.0130590242465,-1.443747721e-3,-0.016352778801,0.9968056811834,-0.075588594270,0.0048603310270,0.0143185690189,-2.044982044e-3,0.0127452852356,0.9968056811834,-0.075588594270,-1.433124431e-3,-0.016356544648
325.0000000000000,0.0433412738169,-0.271861185357,0.9486147216460,0.1538397697448,0.0050036098189,0.0141865408864,0.0049166294532,0.0145113284492,0.9486147216460,0.1538397697448,0.0446494449471,-0.271852285683,-2.051608678e-3,0.0132939935736,-2.014819667e-3,0.0129740764001,0.0050036098189,0.0141865408864,-2.051608678e-3,0.0132939935736,-1.488859977e-3,-0.016605978334,0.9967053533022,-0.076767403046,0.0049166294532,0.0145113284492,-2.014819667e-3,0.0129740764001,0.9967053533022,-0.076767403046,-1.477920997e-3,-0.016609859284
