R 50.00000
Frequency (MHz),RE[Z11],IM[Z11],RE[Z12],IM[Z12],RE[Z21],IM[Z21],RE[Z22],IM[Z22]
345.0000000000000,2.4126524668281,-1107.064419334,2.4126654351517,-1107.572751594,2.4126654351517,-1107.572751594,2.4127353908762,-1107.119200288
347.5000000000000,2.3898113199340,-1099.094803528,2.3898239892261,-1099.606813065,2.3898239892261,-1099.606813065,2.3898948027649,-1099.149982252
350.0000000000000,2.3673630307158,-1091.238974002,2.3673754161881,-1091.754661151,2.3673754161881,-1091.754661151,2.3674470681026,-1091.294550455
352.5000000000000,2.3452980556275,-1083.494510452,2.3453101723493,-1084.013875545,2.3453101723493,-1084.013875545,2.3453826433412,-1083.550484592
355.0000000000000,2.3236071512803,-1075.859060732,2.3236190141784,-1076.382104099,2.3236190141784,-1076.382104099,2.3236922850899,-1075.915432520
357.5000000000000,2.3022813628539,-1068.330338474,2.3022929867126,-1068.857060441,2.3022929867126,-1068.857060441,2.3023670385273,-1068.387107870
360.0000000000000,2.2813120130624,-1060.906120802,2.2813234125238,-1061.436521692,2.2813234125238,-1061.436521692,2.2813982263673,-1060.963287766
362.5000000000000,2.2606906915818,-1053.584246144,2.2607018811455,-1054.118326279,2.2607018811455,-1054.118326279,2.2607774382860,-1053.641810639
365.0000000000000,2.2404092449761,-1046.362612136,2.2404202389995,-1046.900371832,2.2404202389995,-1046.900371832,2.2404965208484,-1046.420574121
367.5000000000000,2.2204597670601,-1039.239173601,2.2204705797581,-1039.780613174,2.2204705797580,-1039.780613174,2.2205475678708,-1039.297533039
370.0000000000000,2.2008345897071,-1032.211940628,2.2008452351521,-1032.757060389,2.2008452351521,-1032.757060389,2.2009229112285,-1032.270697481
372.5000000000000,2.1815262740258,-1025.278976708,2.1815367661483,-1025.827776966,2.1815367661483,-1025.827776966,2.1816151120335,-1025.338130939
375.0000000000000,2.1625276019604,-1018.438396962,2.1625379545482,-1018.990878023,2.1625379545482,-1018.990878023,2.1626169522331,-1018.497948534
377.5000000000000,2.1438315682611,-1011.688366426,2.1438417949599,-1012.244528594,2.1438417949599,-1012.244528594,2.1439214265819,-1011.748315303
380.0000000000000,2.1254313727254,-1005.027098415,2.1254414870387,-1005.586941990,2.1254414870387,-1005.586941990,2.1255217348823,-1005.087444560
382.5000000000000,2.1073204128770,-998.4528529411,2.1073304281658,-999.0163782191,2.1073304281658,-999.0163782191,2.1074112746632,-998.5135963179
385.0000000000000,2.0894922768735,-991.9639351993,2.0895022063568,-992.5311424750,2.0895022063568,-992.5311424750,2.0895836340887,-992.0250757729
387.5000000000000,2.0719407367580,-985.5586941111,2.0719505935125,-986.1295836759,2.0719505935125,-986.1295836759,2.0720325852084,-985.6202318464
390.0000000000000,2.0546597419657,-979.2355209227,2.0546695389259,-979.8100930649,2.0546695389259,-979.8100930649,2.0547520774650,-979.2974557851
392.5000000000000,2.0376434131278,-972.9928478574,2.0376531630860,-973.5711028625,2.0376531630861,-973.5711028625,2.0377362314979,-973.0551798126
395.0000000000000,2.0208860361131,-966.8291468193,2.0208957517197,-967.4110849699,2.0208957517197,-967.4110849699,2.0209793331847,-966.8918758335
397.5000000000000,2.0043820563164,-960.7429281459,2.0043917500793,-961.3285497214,2.0043917500793,-961.3285497214,2.0044758279294,-960.8060541855
400.0000000000000,1.9881260731906,-954.7327394069,1.9881357574759,-955.3220446841,1.9881357574759,-955.3220446841,1.9882203151951,-954.7962624389
402.5000000000000,1.9721128349942,-948.7971642489,1.9721225220259,-949.3901535014,1.9721225220258,-949.3901535014,1.9722075432509,-948.8610842404
405.0000000000000,1.9563372337291,-942.9348212813,1.9563469355889,-943.5314947800,1.9563469355889,-943.5314947800,1.9564324041102,-942.9991382001
407.5000000000000,1.9407943003454,-937.1443630050,1.9408040289734,-937.7447210178,1.9408040289734,-937.7447210178,1.9408899287350,-937.2090768191
410.0000000000000,1.9254792000481,-931.4244747788,1.9254889672423,-932.0285175705,1.9254889672422,-932.0285175705,1.9255752823431,-931.4895854567
412.5000000000000,1.9103872278572,-925.7738738240,1.9103970452733,-926.3816016567,1.9103970452733,-926.3816016567,1.9104837599675,-925.8393813344
415.0000000000000,1.8955138043236,-920.1913082650,1.8955236834759,-920.8027213977,1.8955236834759,-920.8027213977,1.8956107821734,-920.2572125772
417.5000000000000,1.8808544714099,-914.6755562043,1.8808644236705,-915.2906548932,1.8808644236706,-915.2906548932,1.8809518909378,-914.7418572879
420.0000000000000,1.8664048885102,-909.2254248306,1.8664149251095,-909.8442093289,1.8664149251095,-909.8442093289,1.8665027456701,-909.2921226555
422.5000000000000,1.8521608286636,-903.8397495580,1.8521709606900,-904.4622201160,1.8521709606900,-904.4622201160,1.8522591194253,-903.9068440948
425.0000000000000,1.8381181748930,-898.5173931968,1.8381284132934,-899.1435500618,1.8381284132934,-899.1435500618,1.8382168952429,-898.5848844160
427.5000000000000,1.8242729166743,-893.2572451517,1.8242832722535,-893.8870885681,1.8242832722535,-893.8870885681,1.8243720626159,-893.3251330246
430.0000000000000,1.8106211465515,-888.0582206498,1.8106316299728,-888.6917508591,1.8106316299728,-888.6917508591,1.8107207141061,-888.1265051478
432.5000000000000,1.7971590568765,-882.9192599937,1.7971696786617,-883.5564772345,1.7971696786617,-883.5564772345,1.7972590420841,-882.9879410888
435.0000000000000,1.7838829366867,-877.8393278415,1.7838937072156,-878.4802323494,1.7838937072156,-878.4802323494,1.7839833356062,-877.9084055060
437.5000000000000,1.7707891686371,-872.8174125113,1.7708000981480,-873.4620045189,1.7708000981480,-873.4620045189,1.7708899773472,-872.8868867178
440.0000000000000,1.7578742261549,-867.8525253084,1.7578853247446,-868.5008050455,1.7578853247446,-868.5008050455,1.7579754407548,-867.9223960300
442.5000000000000,1.7451346705855,-862.9436998770,1.7451459482095,-863.5956675704,1.7451459482095,-863.5956675704,1.7452362871954,-863.0139670872
445.0000000000000,1.7325671485181,-858.0899915721,1.7325786149900,-858.7456474458,1.7325786149900,-858.7456474458,1.7326691632799,-858.1606552447
447.5000000000000,1.7201683891830,-853.2904768539,1.7201800541751,-853.9498211286,1.7201800541751,-853.9498211286,1.7202707982608,-853.3615369630
450.0000000000000,1.7079352019210,-848.5442527008,1.7079470749644,-849.2072855948,1.7079470749644,-849.2072855948,1.7080380015021,-848.6157092212
452.5000000000000,1.6958644738003,-843.8504360436,1.6958765642845,-844.5171577718,1.6958765642845,-844.5171577718,1.6959676600954,-843.9222889502
455.0000000000000,1.6839531672561,-839.2081632170,1.6839654844294,-839.8785739916,1.6839654844294,-839.8785739916,1.6840567365003,-839.2804124851
457.5000000000000,1.6721983178637,-834.6165894294,1.6722108708330,-835.2906894596,1.6722108708331,-835.2906894596,1.6723022663169,-834.6892350349
460.0000000000000,1.6605970321427,-830.0748882506,1.6606098298739,-830.7526777427,1.6606098298739,-830.7526777427,1.6607013560903,-830.1479301695
