 Sonnet Data File
 From: emgraph Version : 16.56
 From Project: Cap_300MHz_500x3440
 Data is De-embedded 
 Data File Written: 01/22/2020 14:31:45
Project Date: 01/22/2020 12:42:57
R 50.00000
Frequency (MHz),RE[Y11],IM[Y11],RE[Y12],IM[Y12],RE[Y21],IM[Y21],RE[Y22],IM[Y22]
100.0000000000000,1.5326388338e-4,0.0150382000650,-1.526786368e-4,-0.014946760101,-1.526786358e-4,-0.014946760102,1.5327523664e-4,0.0150395375352
105.0000000000000,1.5253567813e-4,0.0158559047037,-1.519381482e-4,-0.015760359123,-1.519381482e-4,-0.015760359123,1.5253523147e-4,0.0158572972879
110.0000000000000,1.5424475581e-4,0.0166828694931,-1.537003785e-4,-0.016582955388,-1.537003785e-4,-0.016582955388,1.5423567554e-4,0.0166843306776
115.0000000000000,1.5770550192e-4,0.0175196233284,-1.572165822e-4,-0.017415173408,-1.572165822e-4,-0.017415173408,1.5769164095e-4,0.0175211623323
120.0000000000000,1.6240533195e-4,0.0183668207539,-1.619481618e-4,-0.018257738756,-1.619481618e-4,-0.018257738756,1.6239032886e-4,0.0183684437429
125.0000000000000,1.6796741678e-4,0.0192252156947,-1.675122130e-4,-0.019111454584,-1.675122130e-4,-0.019111454584,1.6795428142e-4,0.0192269267584
130.0000000000000,1.7411783158e-4,0.0200956375063,-1.736383177e-4,-0.019977182308,-1.736383177e-4,-0.019977182308,1.7410880835e-4,0.0200974393991
135.0000000000000,1.8065931606e-4,0.0209789719975,-1.801364274e-4,-0.020855827217,-1.801364274e-4,-0.020855827217,1.8065589460e-4,0.0209808666780
140.0000000000000,1.8745141944e-4,0.0218761483795,-1.868739020e-4,-0.021748329251,-1.868739020e-4,-0.021748329251,1.8745441598e-4,0.0218781373940
145.0000000000000,1.9439586877e-4,0.0227881317897,-1.937594009e-4,-0.022655658463,-1.937594009e-4,-0.022655658463,1.9440553480e-4,0.0227902165384
150.0000000000000,2.0142589152e-4,0.0237159203856,-2.007316433e-4,-0.023578814255,-2.007316431e-4,-0.023578814254,2.0144202731e-4,0.0237181023034
155.0000000000000,2.0849843454e-4,0.0246605458695,-2.077515419e-4,-0.024518827387,-2.077515419e-4,-0.024518827387,2.0852049153e-4,0.0246628265475
160.0000000000000,2.1558848720e-4,0.0256230764297,-2.147966765e-4,-0.025476763931,-2.147966765e-4,-0.025476763931,2.1561566535e-4,0.0256254576936
165.0000000000000,2.2268493918e-4,0.0266046213353,-2.218573836e-4,-0.026453730519,-2.218573836e-4,-0.026453730519,2.2271626312e-4,0.0266071052951
170.0000000000000,2.2978756683e-4,0.0276063366338,-2.289339961e-4,-0.027450880453,-2.289339961e-4,-0.027450880453,2.2982195231e-4,0.0276089257137
175.0000000000000,2.3690485524e-4,0.0286294316159,-2.360348969e-4,-0.028469420415,-2.360348969e-4,-0.028469420415,2.3694116257e-4,0.0286321285711
180.0000000000000,2.4405244168e-4,0.0296751758517,-2.431751596e-4,-0.029510617632,-2.431751596e-4,-0.029510617632,2.4408951852e-4,0.0296779837774
185.0000000000000,2.5125202164e-4,0.0307449067132,-2.503756146e-4,-0.030575807463,-2.503756146e-4,-0.030575807463,2.5128873665e-4,0.0307478290481
190.0000000000000,2.5853059880e-4,0.0318400373739,-2.576622234e-4,-0.031666401412,-2.576622234e-4,-0.031666401412,2.5856586760e-4,0.0318430779014
195.0000000000000,2.6591999036e-4,0.0329620653279,-2.650656781e-4,-0.032783895639,-2.650656781e-4,-0.032783895639,2.6595279513e-4,0.0329652281769
200.0000000000000,2.7345652230e-4,0.0341125815094,-2.726211653e-4,-0.033929880047,-2.726211653e-4,-0.033929880047,2.7348592611e-4,0.0341158711549
205.0000000000000,2.8118086685e-4,0.0352932801187,-2.803682511e-4,-0.035106048081,-2.803682515e-4,-0.035106048081,2.8120602253e-4,0.0352967013852
210.0000000000000,2.8913798985e-4,0.0365059692919,-2.883508641e-4,-0.036314207355,-2.883508641e-4,-0.036314207355,2.8915815109e-4,0.0365095273543
215.0000000000000,2.9737718204e-4,0.0377525827436,-2.966173403e-4,-0.037556291268,-2.966173403e-4,-0.037556291268,2.9739170026e-4,0.0377562831384
220.0000000000000,3.0595216668e-4,0.0390351925854,-3.052205486e-4,-0.038834371785,-3.052205486e-4,-0.038834371785,3.0596049704e-4,0.0390390412174
225.0000000000000,3.1492127098e-4,0.0403560234787,-3.142180632e-4,-0.040150673560,-3.142180632e-4,-0.040150673560,3.1492297092e-4,0.0403600266343
230.0000000000000,3.2434766405e-4,0.0417174683569,-3.236724025e-4,-0.041507589637,-3.236724025e-4,-0.041507589637,3.2434239163e-4,0.0417216327207
235.0000000000000,3.3429966404e-4,0.0431221059570,-3.336513320e-4,-0.042907698958,-3.336513320e-4,-0.042907698958,3.3428717517e-4,0.0431264386316
240.0000000000000,3.4485112228e-4,0.0445727204404,-3.442282437e-4,-0.044353785968,-3.442282437e-4,-0.044353785968,3.4483126726e-4,0.0445772289709
245.0000000000000,3.5608189600e-4,0.0460723234271,-3.554826215e-4,-0.045848862630,-3.554826215e-4,-0.045848862630,3.5605461547e-4,0.0460770158300
250.0000000000000,3.6807842420e-4,0.0476241788182,-3.675006094e-4,-0.047396193244,-3.675006094e-4,-0.047396193244,3.6804374476e-4,0.0476290636148
255.0000000000000,3.8093442515e-4,0.0492318308406,-3.803757014e-4,-0.048999322474,-3.803757014e-4,-0.048999322474,3.8089245487e-4,0.0492369170961
260.0000000000000,3.9475173744e-4,0.0508991358284,-3.942095746e-4,-0.050662107131,-3.942095746e-4,-0.050662107131,3.9470266129e-4,0.0509044331972
265.0000000000000,4.0964133128e-4,0.0526302983426,-4.091130935e-4,-0.052388752285,-4.091130935e-4,-0.052388752285,4.0958540670e-4,0.0526358171193
270.0000000000000,4.2572452159e-4,0.0544299123445,-4.252075153e-4,-0.054183852435,-4.252075153e-4,-0.054183852435,4.2566207427e-4,0.0544356635226
275.0000000000000,4.4313442129e-4,0.0563030082715,-4.426259375e-4,-0.056052438587,-4.426259375e-4,-0.056052438587,4.4306584127e-4,0.0563090036105
280.0000000000000,4.6201768081e-4,0.0582551070338,-4.615150305e-4,-0.058000032252,-4.615150305e-4,-0.058000032252,4.6194341900e-4,0.0582613591349
285.0000000000000,4.8253657036e-4,0.0602922821516,-4.820371157e-4,-0.060032707582,-4.820371157e-4,-0.060032707582,4.8245713555e-4,0.0602988045440
290.0000000000000,5.0487147385e-4,0.0624212315053,-5.043726533e-4,-0.062157163130,-5.043726533e-4,-0.062157163130,5.0478743035e-4,0.0624280387444
295.0000000000000,5.2922388018e-4,0.0646493604848,-5.287232305e-4,-0.064380804999,-5.287232305e-4,-0.064380804999,5.2913584611e-4,0.0646564682639
300.0000000000000,5.5581997800e-4,0.0669848787110,-5.553151518e-4,-0.066711843576,-5.553151518e-4,-0.066711843576,5.5572862445e-4,0.0669923039887
305.0000000000000,5.8491498760e-4,0.0694369129928,-5.844037681e-4,-0.069159406494,-5.844037681e-4,-0.069159406494,5.8482103861e-4,0.0694446741387
310.0000000000000,6.1679839792e-4,0.0720156397943,-6.162787111e-4,-0.071733671113,-6.162787111e-4,-0.071733671113,6.1670263163e-4,0.0720237567559
315.0000000000000,6.5180032275e-4,0.0747324412664,-6.512702472e-4,-0.074446020561,-6.512702472e-4,-0.074446020561,6.5170357372e-4,0.0747409357609
320.0000000000000,6.9029924958e-4,0.0776000898892,-6.897570244e-4,-0.077309228392,-6.897570244e-4,-0.077309228392,6.9020241253e-4,0.0776089856248
325.0000000000000,7.3273153355e-4,0.0806329680448,-7.321755656e-4,-0.080337678182,-7.321755656e-4,-0.080337678182,7.3263556885e-4,0.0806422909771
330.0000000000000,7.7960309423e-4,0.0838473304891,-7.790319642e-4,-0.083547626013,-7.790319642e-4,-0.083547626013,7.7950903533e-4,0.0838571091189
335.0000000000000,8.3150391367e-4,0.0872616198367,-8.309163817e-4,-0.086957515992,-8.309163817e-4,-0.086957515992,8.3141287705e-4,0.0872718855581
340.0000000000000,8.8912612565e-4,0.0908968479938,-8.885211374e-4,-0.090588361711,-8.885211374e-4,-0.090588361711,8.8903932360e-4,0.0909076355030
345.0000000000000,9.5328674669e-4,0.0947770602111,-9.526634402e-4,-0.094464210338,-9.526634402e-4,-0.094464210338,9.5320550386e-4,0.0947884079882
350.0000000000000,0.0010249564607,0.0989299034245,-1.024314174e-3,-0.098612711003,-1.024314174e-3,-0.098612711003,0.0010248822351,0.0989418543062
355.0000000000000,0.0011052963722,0.1033873272980,-1.104634655e-3,-0.103065815898,-1.104634655e-3,-0.103065815898,0.0011052307820,0.1033999291604
360.0000000000000,0.0011957053550,0.1081864555859,-1.195023979e-3,-0.107860651711,-1.195023979e-3,-0.107860651711,0.0011956502126,0.1081997621666
365.0000000000000,0.0012978816398,0.1133706781358,-1.297180620e-3,-0.113040611709,-1.297180620e-3,-0.113040611709,0.0012978389953,0.1133847500280
370.0000000000000,0.0014139037597,0.1189910315825,-1.413183374e-3,-0.118656736552,-1.413183374e-3,-0.118656736552,0.0014138759571,0.1190059374481
375.0000000000000,0.0015463381422,0.1251079618803,-1.545598966e-3,-0.124769476957,-1.545598966e-3,-0.124769476957,0.0015463278915,0.1251237799429
380.0000000000000,0.0016983838739,0.1317935978156,-1.697626819e-3,-0.131450967396,-1.697626819e-3,-0.131450967396,0.0016983943456,0.1318104177128
385.0000000000000,0.0018740700938,0.1391347170865,-1.873296470e-3,-0.138787992411,-1.873296470e-3,-0.138787992411,0.0018741050437,0.1391526421927
390.0000000000000,0.0020785290898,0.1472366642164,-2.077740677e-3,-0.146885904834,-2.077740677e-3,-0.146885904834,0.0020785930248,0.1472558145866
395.0000000000000,0.0023183802219,0.1562285967318,-2.317579382e-3,-0.155873872389,-2.317579382e-3,-0.155873872389,0.0023184786253,0.1562491128762
400.0000000000000,0.0026022792531,0.1662706163248,-2.601469077e-3,-0.165912009411,-2.601469077e-3,-0.165912009411,0.0026024188930,0.1662926641139
405.0000000000000,0.0029417198939,0.1775636253074,-2.940904413e-3,-0.177201234088,-2.940904413e-3,-0.177201234088,0.0029419092549,0.1775874024389
410.0000000000000,0.0033522292019,0.1903632057711,-3.351413688e-3,-0.189997148719,-3.351413688e-3,-0.189997148719,0.0033524790999,0.1903889504360
415.0000000000000,0.0038551946999,0.2049995760248,-3.854386112e-3,-0.204629997732,-3.854386112e-3,-0.204629997732,0.0038555191778,0.2050275787371
420.0000000000000,0.0044807358250,0.2219069720638,-4.479943469e-3,-0.221534051483,-4.479943469e-3,-0.221534051483,0.0044811534898,0.2219375921454
425.0000000000000,0.0052723622950,0.2416680884570,-5.271598851e-3,-0.241292050666,-5.271598851e-3,-0.241292050666,0.0052728983738,0.2417017775671
430.0000000000000,0.0062948135470,0.2650834197844,-6.294096694e-3,-0.264704553240,-6.294096694e-3,-0.264704553240,0.0062955031545,0.2651207564380
435.0000000000000,0.0076478281390,0.2932834451600,-7.647183253e-3,-0.292902127852,-7.647183253e-3,-0.292902127852,0.0076487216761,0.2933251870280
