 Sonnet Data File
 From: emgraph Version : 16.56
 From Project: TKID_Module_Capacitor_with_feedline_14outof16
 Data is De-embedded 
 Data File Written: 04/15/2020 15:27:55
Project Date: 04/13/2020 11:35:14
R 50.00000
Frequency (MHz),RE[Y11],IM[Y11],RE[Y12],IM[Y12],RE[Y13],IM[Y13],RE[Y14],IM[Y14],RE[Y21],IM[Y21],RE[Y22],IM[Y22],RE[Y23],IM[Y23],RE[Y24],IM[Y24],RE[Y31],IM[Y31],RE[Y32],IM[Y32],RE[Y33],IM[Y33],RE[Y34],IM[Y34],RE[Y41],IM[Y41],RE[Y42],IM[Y42],RE[Y43],IM[Y43],RE[Y44],IM[Y44]
ILD_thickness = 0.3
ILD_dielectric_const = 3.9
100.0000000000000,3.9194343139e-9,0.0088285081296,-3.656711281e-9,-8.295539231e-3,-5.47951078e-12,-1.015657560e-5,2.809956893e-12,7.0772223690e-6,-3.656710781e-9,-8.295539231e-3,3.8591104924e-9,0.0087628070293,-9.40679455e-12,-2.028148558e-5,-1.02939094e-11,-2.251769880e-5,-5.41853162e-12,-1.015657557e-5,-9.45354609e-12,-2.028148561e-5,2.3435671718e-9,-1.387418911263,-2.243727065e-9,1.3876826543219,2.874327750e-12,7.0772223513e-6,-1.02827353e-11,-2.251769884e-5,-2.243414138e-9,1.3876826543217,2.3329542281e-9,-1.387478399519
105.0000000000000,6.1463350320e-5,0.0092535704229,-6.041468357e-5,-8.691560689e-3,-1.079925664e-9,-1.062105021e-5,8.5207607829e-8,7.4057507136e-6,-6.041468357e-5,-8.691560689e-3,5.9213124285e-5,0.0091773095218,-1.536292053e-8,-2.135747994e-5,-1.017031021e-7,-2.359597188e-5,-1.079925664e-9,-1.062105021e-5,-1.536292053e-8,-2.135747994e-5,-1.809855639e-6,-1.321209109270,1.8104711222e-6,1.3214860409825,8.5207607829e-8,7.4057507136e-6,-1.017031021e-7,-2.359597188e-5,1.8104711222e-6,1.3214860409825,-1.810570880e-6,-1.321271572328
110.0000000000000,1.1002601348e-4,0.0096859216278,-1.084203686e-4,-9.095531856e-3,-2.442174325e-9,-1.108856530e-5,1.5248091409e-7,7.7395996901e-6,-1.084203686e-4,-9.095531856e-3,1.0668997959e-4,0.0096012081732,-2.726219969e-8,-2.242997286e-5,-1.816262293e-7,-2.468568233e-5,-2.442174325e-9,-1.108856530e-5,-2.726219969e-8,-2.242997286e-5,-3.082058337e-6,-1.261030034486,3.0830692187e-6,1.2613201550571,1.5248091409e-7,7.7395996901e-6,-1.816262293e-7,-2.468568233e-5,3.0830692188e-6,1.2613201550571,-3.083305712e-6,-1.261095472493
115.0000000000000,1.4769838746e-4,0.0101250777704,-1.458330859e-4,-9.506808753e-3,-3.979204812e-9,-1.155962418e-5,2.0465065724e-7,8.0790150331e-6,-1.458330859e-4,-9.506808753e-3,1.4396529835e-4,0.0100335107498,-3.615961124e-8,-2.349774011e-5,-2.430972103e-7,-2.578559150e-5,-3.979204812e-9,-1.155962418e-5,-3.615961124e-8,-2.349774011e-5,-3.944009544e-6,-1.206093478560,3.9453248098e-6,1.2063967881953,2.0465065724e-7,8.0790150331e-6,-2.430972103e-7,-2.578559150e-5,3.9453248098e-6,1.2063967881953,-3.945662037e-6,-1.206161891650
120.0000000000000,1.7614059416e-4,0.0105707489145,-1.741945008e-4,-9.924974930e-3,-5.570040338e-9,-1.203456221e-5,2.4405524708e-7,8.4243166600e-6,-1.741945008e-4,-9.924974930e-3,1.7240820276e-4,0.0104735302972,-4.255626720e-8,-2.456004813e-5,-2.889692518e-7,-2.689490991e-5,-5.570040338e-9,-1.203456221e-5,-4.255626720e-8,-2.456004813e-5,-4.493901324e-6,-1.155742857323,4.4954460424e-6,1.1560593562299,2.4405524708e-7,8.4243166600e-6,-2.889692518e-7,-2.689490991e-5,4.4954460424e-6,1.1560593562299,-4.495853992e-6,-1.155814245616
125.0000000000000,1.9674058523e-4,0.0110227748915,-1.948198634e-4,-0.010349772640,-7.104606646e-9,-1.251360405e-5,2.7264373960e-7,8.7758546865e-6,-1.948198634e-4,-0.010349772640,1.9322843158e-4,0.0109208005846,-4.692728215e-8,-2.561649135e-5,-3.216785207e-7,-2.801315636e-5,-7.104606646e-9,-1.251360405e-5,-4.692728215e-8,-2.561649135e-5,-4.806626016e-6,-1.109426835775,4.8083382864e-6,1.1097565241663,2.7264373960e-7,8.7758546865e-6,-3.216785207e-7,-2.801315636e-5,4.8083382864e-6,1.1097565241663,-4.808792015e-6,-1.109501199383
130.0000000000000,2.1067064896e-4,0.0114810841551,-2.088365995e-4,-0.010781055819,-8.491458802e-9,-1.299690180e-5,2.9205521989e-7,9.1339848439e-6,-2.088365995e-4,-0.010781055819,2.0748946546e-4,0.0113750152586,-4.969077525e-8,-2.666687928e-5,-3.433009295e-7,-2.914005989e-5,-8.491458802e-9,-1.299690180e-5,-4.969077525e-8,-2.666687928e-5,-4.939671727e-6,-1.066679051607,4.9415002461e-6,1.0670219296989,2.9205521989e-7,9.1339848439e-6,-3.433009295e-7,-2.914005989e-5,4.9415002461e-6,1.0670219296989,-4.941979130e-6,-1.066756390632
135.0000000000000,2.1893044675e-4,0.0119456668512,-2.172165838e-4,-0.011218757799,-9.659895742e-9,-1.348456032e-5,3.0368049535e-7,9.4990557212e-6,-2.172165838e-4,-0.011218757799,2.1612515242e-4,0.0118359843956,-5.119909323e-8,-2.771115949e-5,-3.556071028e-7,-3.027549278e-5,-9.659895742e-9,-1.348456032e-5,-5.119909323e-8,-2.771115949e-5,-4.937403580e-6,-1.027102352377,4.9393057544e-6,1.0274584203943,3.0368049535e-7,9.4990557212e-6,-3.556071028e-7,-3.027549278e-5,4.9393057544e-6,1.0274584203943,-4.939792910e-6,-1.027182666917
