 Sonnet Data File
 From: emgraph Version : 16.56
 From Project: TKID_Module_Capacitor_with_feedline
 Data is De-embedded 
 Data File Written: 03/31/2020 15:07:26
Project Date: 03/30/2020 14:43:19
R 50.00000
Frequency (MHz),RE[Y11],IM[Y11],RE[Y12],IM[Y12],RE[Y13],IM[Y13],RE[Y14],IM[Y14],RE[Y21],IM[Y21],RE[Y22],IM[Y22],RE[Y23],IM[Y23],RE[Y24],IM[Y24],RE[Y31],IM[Y31],RE[Y32],IM[Y32],RE[Y33],IM[Y33],RE[Y34],IM[Y34],RE[Y41],IM[Y41],RE[Y42],IM[Y42],RE[Y43],IM[Y43],RE[Y44],IM[Y44]
ILD_thickness = 0.3
ILD_dielectric_const = 3.9
100.0000000000000,1.1585393996e-9,0.0027675094255,-1.064458833e-9,-2.422689162e-3,-2.57544861e-12,-3.628949520e-6,-3.37743923e-13,2.4932367968e-7,-1.064458668e-9,-2.422689162e-3,1.4279611485e-9,0.0030722399537,-1.21220476e-11,-2.655461482e-5,-7.31563407e-12,-1.593987372e-5,-2.59253546e-12,-3.628949535e-6,-1.20631835e-11,-2.655461477e-5,3.1114271986e-9,-1.387394299618,-3.011451743e-9,1.3876578584678,-3.32604924e-13,2.4932370418e-7,-7.27741351e-12,-1.593987373e-5,-3.008921570e-9,1.3876578584676,3.0979631845e-9,-1.387453466811
105.0000000000000,-2.91988977e-10,0.0029067761059,-1.337892702e-9,-2.544773385e-3,1.7661053846e-9,-3.804615866e-6,-1.424127510e-9,2.6056198593e-7,-1.337892702e-9,-2.544773385e-3,-1.372613391e-8,0.0032269020344,-2.273238601e-9,-2.789726003e-5,1.7796195571e-9,-1.672816293e-5,1.7661053846e-9,-3.804615866e-6,-2.273238601e-9,-2.789726003e-5,-1.270583029e-6,-1.321186281926,1.2699775253e-6,1.3214630188911,-1.424127510e-9,2.6056198593e-7,1.7796195573e-9,-1.672816293e-5,1.2699775253e-6,1.3214630188911,-1.269088072e-6,-1.321248405894
110.0000000000000,-9.32659065e-10,0.0030461723642,-1.416427178e-9,-2.666996961e-3,2.6895131214e-9,-3.978747419e-6,-2.098078111e-9,2.7081214776e-7,-1.416427178e-9,-2.666996961e-3,-2.265590841e-8,0.0033817180058,-3.614275494e-9,-2.923971961e-5,2.7712811352e-9,-1.751742323e-5,2.6895131213e-9,-3.978747419e-6,-3.614275495e-9,-2.923971961e-5,-1.908588392e-6,-1.261009264333,1.9073919262e-6,1.2612991802103,-2.098078111e-9,2.7081214776e-7,2.7712811358e-9,-1.751742323e-5,1.9073919262e-6,1.2612991802103,-1.905857850e-6,-1.261074346262
115.0000000000000,-1.022966235e-9,0.0031857046881,-1.382683409e-9,-2.789366759e-3,3.0331930600e-9,-4.151671036e-6,-2.284194271e-9,2.8044976325e-7,-1.382683408e-9,-2.789366759e-3,-2.670923631e-8,0.0035366948624,-4.240985545e-9,-3.058216253e-5,3.1712129768e-9,-1.830754142e-5,3.0331930600e-9,-4.151671036e-6,-4.240985545e-9,-3.058216253e-5,-2.083471194e-6,-1.206074924634,2.0819690613e-6,1.2063780200408,-2.284194271e-9,2.8044976325e-7,3.1712129767e-9,-1.830754142e-5,2.0819690613e-6,1.2063780200408,-2.080105816e-6,-1.206142965350
120.0000000000000,-7.68231314e-10,0.0033253796094,-1.302118289e-9,-2.911889658e-3,2.9876912514e-9,-4.323638186e-6,-2.166795020e-9,2.8977364062e-7,-1.302118289e-9,-2.911889658e-3,-2.706793741e-8,0.0036918398535,-4.327238800e-9,-3.192471718e-5,3.1474483366e-9,-1.909844553e-5,2.9876912514e-9,-4.323638186e-6,-4.327238800e-9,-3.192471718e-5,-1.969349419e-6,-1.155726592089,1.9677701717e-6,1.1560428675356,-2.166795020e-9,2.8977364062e-7,3.1474483367e-9,-1.909844553e-5,1.9677701717e-6,1.1560428675356,-1.965826511e-6,-1.155797592202
125.0000000000000,-3.25607547e-10,0.0034652036945,-1.223503219e-9,-3.034572552e-3,2.6894199966e-9,-4.494839905e-6,-1.874019788e-9,2.9902057682e-7,-1.223503219e-9,-3.034572552e-3,-2.474641520e-8,0.0038471604301,-4.017994424e-9,-3.326748176e-5,2.8360582396e-9,-1.989009372e-5,2.6894199965e-9,-4.494839905e-6,-4.017994425e-9,-3.326748176e-5,-1.688882508e-6,-1.109412865203,1.6874050452e-6,1.1097423211133,-1.874019787e-9,2.9902057682e-7,2.8360582401e-9,-1.989009372e-5,1.6874050452e-6,1.1097423211133,-1.685572301e-6,-1.109486825150
130.0000000000000,1.893179378e-10,0.0036051835378,-1.180328903e-9,-3.157422360e-3,2.2359121148e-9,-4.665418936e-6,-1.493638696e-9,3.0837743796e-7,-1.180328903e-9,-3.157422360e-3,-2.059779718e-8,0.0040026642013,-3.432817318e-9,-3.461053249e-5,2.3452378944e-9,-2.068246569e-5,2.2359121148e-9,-4.665418936e-6,-3.432817318e-9,-3.461053249e-5,-1.327220873e-6,-1.066667330991,1.3259804612e-6,1.0670099677241,-1.493638696e-9,3.0837743796e-7,2.3452378946e-9,-2.068246569e-5,1.3259804612e-6,1.0670099677241,-1.324400417e-6,-1.066744251075
135.0000000000000,6.958526447e-10,0.0037453257568,-1.192754852e-9,-3.280446026e-3,1.6968385988e-9,-4.835479659e-6,-1.084553604e-9,3.1799110362e-7,-1.192754852e-9,-3.280446026e-3,-1.532501311e-8,0.0041583588985,-2.669264272e-9,-3.595392964e-5,1.7592467479e-9,-2.147555619e-5,1.6968385988e-9,-4.835479659e-6,-2.669264272e-9,-3.595392964e-5,-9.421097979e-7,-1.027092798982,9.4120350132e-7,1.0274486168469,-1.084553604e-9,3.1799110362e-7,1.7592467480e-9,-2.147555619e-5,9.4120350132e-7,1.0274486168469,-9.399753801e-7,-1.027172679401
