 Sonnet Data File
 From: emgraph Version : 16.56
 From Project: TKID_Module_Capacitor_with_feedline_12outof16
 Data is De-embedded 
 Data File Written: 04/17/2020 11:11:54
Project Date: 04/15/2020 23:28:01
R 50.00000
Frequency (MHz),RE[Y11],IM[Y11],RE[Y12],IM[Y12],RE[Y13],IM[Y13],RE[Y14],IM[Y14],RE[Y21],IM[Y21],RE[Y22],IM[Y22],RE[Y23],IM[Y23],RE[Y24],IM[Y24],RE[Y31],IM[Y31],RE[Y32],IM[Y32],RE[Y33],IM[Y33],RE[Y34],IM[Y34],RE[Y41],IM[Y41],RE[Y42],IM[Y42],RE[Y43],IM[Y43],RE[Y44],IM[Y44]
ILD_thickness = 0.3
ILD_dielectric_const = 3.9
100.0000000000000,3.4292222009e-9,0.0077101045668,-3.124326409e-9,-7.104546884e-3,-6.28396453e-12,-1.041022586e-5,1.404235480e-12,4.8421582589e-6,-3.124325995e-9,-7.104546884e-3,3.3281964563e-9,0.0075985398858,-2.50589001e-11,-5.504774873e-5,-1.70402965e-11,-3.791339225e-5,-6.16380014e-12,-1.041022593e-5,-2.50587824e-11,-5.504774873e-5,4.8116973338e-9,-1.387400855939,-4.692359686e-9,1.3877027496189,1.440680681e-12,4.8421582013e-6,-1.70404100e-11,-3.791339225e-5,-4.692197256e-9,1.3877027496189,4.7912709438e-9,-1.387479157406
105.0000000000000,9.5293426977e-6,0.0081113266905,-6.430065383e-6,-7.473865848e-3,5.5404146153e-7,-1.071299143e-5,-7.422108677e-7,4.8788350163e-6,-6.430065383e-6,-7.473865848e-3,8.2109391121e-6,0.0079950045357,-4.240175782e-7,-5.808123724e-5,6.4289675335e-7,-3.958627768e-5,5.5404146153e-7,-1.071299143e-5,-4.240175782e-7,-5.808123724e-5,-3.231872503e-6,-1.321189387570,3.2334383417e-6,1.3215063802588,-7.422108677e-7,4.8788350163e-6,6.4289675335e-7,-3.958627768e-5,3.2334383417e-6,1.3215063802588,-3.237357025e-6,-1.321271609553
110.0000000000000,1.7824926904e-5,0.0085124141034,-1.228641118e-5,-7.843622124e-3,1.0400559076e-6,-1.103831809e-5,-1.395487751e-6,4.9491029829e-6,-1.228641118e-5,-7.843622124e-3,1.5192064239e-5,0.0083909322668,-8.091800706e-7,-6.108021632e-5,1.2154669542e-6,-4.129711781e-5,1.0400559076e-6,-1.103831809e-5,-8.091800706e-7,-6.108021632e-5,-5.490614262e-6,-1.261009043050,5.4934670236e-6,1.2613411347496,-1.395487751e-6,4.9491029829e-6,1.2154669542e-6,-4.129711781e-5,5.4934670236e-6,1.2613411347496,-5.500945399e-6,-1.261095184899
115.0000000000000,2.4963224763e-5,0.0089138601133,-1.752696335e-5,-8.214127598e-3,1.4658156935e-6,-1.138610534e-5,-1.968516548e-6,5.0521053155e-6,-1.752696335e-5,-8.214127598e-3,2.1040686547e-5,0.0087869427404,-1.157758757e-6,-6.404657568e-5,1.7236649593e-6,-4.304407720e-5,1.4658156935e-6,-1.138610534e-5,-1.157758757e-6,-6.404657568e-5,-7.013282993e-6,-1.206071495554,7.0172775345e-6,1.2064186863066,-1.968516548e-6,5.0521053155e-6,1.7236649593e-6,-4.304407720e-5,7.0172775345e-6,1.2064186863066,-7.027884301e-6,-1.206161556704
120.0000000000000,3.1016830559e-5,0.0093160965809,-2.212705250e-5,-8.585687722e-3,1.8377065413e-6,-1.175590455e-5,-2.468706683e-6,5.1867596031e-6,-2.212705250e-5,-8.585687722e-3,2.5854946031e-5,0.0091835548354,-1.471712608e-6,-6.698237962e-5,2.1725939369e-6,-4.482535165e-5,1.8377065413e-6,-1.175590455e-5,-1.471712608e-6,-6.698237962e-5,-7.981602856e-6,-1.155720070965,7.9866119360e-6,1.1560823608583,-2.468706683e-6,5.1867596031e-6,2.1725939369e-6,-4.482535165e-5,7.9866119360e-6,1.1560823608583,-7.999948109e-6,-1.155814050938
125.0000000000000,3.6057501011e-5,0.0097195066828,-2.607941733e-5,-8.958596441e-3,2.1610170043e-6,-1.214699783e-5,-2.902426516e-6,5.3518346885e-6,-2.607941733e-5,-8.958596441e-3,2.9731346268e-5,0.0095812097396,-1.752767910e-6,-6.988977786e-5,2.5666521496e-6,-4.663916684e-5,2.1610170043e-6,-1.214699783e-5,-1.752767910e-6,-6.988977786e-5,-8.533231161e-6,-1.109403367824,8.5391403558e-6,1.1097807569853,-2.902426516e-6,5.3518346885e-6,2.5666521496e-6,-4.663916684e-5,8.5391403558e-6,1.1097807569853,-8.554835388e-6,-1.109501266219
130.0000000000000,4.0156007878e-5,0.0101244342450,-2.939091094e-5,-9.333133696e-3,2.4401632922e-6,-1.255845810e-5,-3.275189266e-6,5.5460006482e-6,-2.939091094e-5,-9.333133696e-3,3.2761885056e-5,0.0099802882320,-2.002457999e-6,-7.277095100e-5,2.9096628128e-6,-4.848377625e-5,2.4401632922e-6,-1.255845810e-5,-2.002457999e-6,-7.277095100e-5,-8.773048921e-6,-1.066654974644,8.7797529763e-6,1.0670474632391,-3.275189266e-6,5.5460006482e-6,2.9096628128e-6,-4.848377625e-5,8.7797529763e-6,1.0670474632391,-8.797461692e-6,-1.066756791130
135.0000000000000,4.3382038144e-5,0.0105311907523,-3.207946243e-5,-9.709564551e-3,2.6788624123e-6,-1.298919459e-5,-3.591801322e-6,5.7678616724e-6,-3.207946243e-5,-9.709564551e-3,3.5032824166e-5,0.0103811237028,-2.222154169e-6,-7.562807831e-5,3.2049782712e-6,-5.035745874e-5,2.6788624123e-6,-1.298919459e-5,-2.222154169e-6,-7.562807831e-5,-8.781337322e-6,-1.027077702620,8.7887375704e-6,1.0274852908543,-3.591801322e-6,5.7678616724e-6,3.2049782712e-6,-5.035745874e-5,8.7887375704e-6,1.0274852908543,-8.808137744e-6,-1.027183436930
