 Sonnet Data File
 From: emgraph Version : 16.56
 From Project: TKID_Module_FullResonator_12outof16_2uminductor
 Data is NOT De-embedded 
 Data File Written: 09/28/2020 08:53:22
Project Date: 09/22/2020 10:53:19
R 50.00000
Frequency (MHz),RE[S11],IM[S11],RE[S12],IM[S12],RE[S21],IM[S21],RE[S22],IM[S22]
100.0000000000000,-9.019714262e-5,-5.825343525e-3,0.9997782162506,-0.020237705673,0.9997782162506,-0.020237705673,-1.456263458e-4,-5.824221502e-3
105.0000000000000,-9.966344197e-5,-6.115922731e-3,0.9997552744656,-0.021250222503,0.9997552744656,-0.021250222503,-1.607807238e-4,-6.114609756e-3
110.0000000000000,-1.095025078e-4,-6.406459207e-3,0.9997312954110,-0.022262657283,0.9997312954110,-0.022262657283,-1.765847171e-4,-6.404939052e-3
115.0000000000000,-1.197325816e-4,-6.696970989e-3,0.9997062612621,-0.023275028021,0.9997062612621,-0.023275028021,-1.930566053e-4,-6.695226474e-3
120.0000000000000,-1.303681232e-4,-6.987469638e-3,0.9996801579600,-0.024287346259,0.9996801579600,-0.024287346259,-2.102108680e-4,-6.985482634e-3
125.0000000000000,-1.414205413e-4,-7.277962395e-3,0.9996529744860,-0.025299619211,0.9996529744860,-0.025299619211,-2.280589143e-4,-7.275713834e-3
130.0000000000000,-1.528987928e-4,-7.568453612e-3,0.9996247022603,-0.026311851192,0.9996247022604,-0.026311851192,-2.466096863e-4,-7.565923499e-3
135.0000000000000,-1.648098734e-4,-7.858945707e-3,0.9995953346507,-0.027324044571,0.9995953346507,-0.027324044571,-2.658701537e-4,-7.856113130e-3
140.0000000000000,-1.771592177e-4,-8.149439814e-3,0.9995648665709,-0.028336200427,0.9995648665709,-0.028336200427,-2.858457172e-4,-8.146282956e-3
145.0000000000000,-1.899510222e-4,-8.439936225e-3,0.9995332941576,-0.029348318982,0.9995332941576,-0.029348318982,-3.065405332e-4,-8.436432367e-3
150.0000000000000,-2.031885043e-4,-8.730434691e-3,0.9995006145109,-0.030360399904,0.9995006145109,-0.030360399904,-3.279577750e-4,-8.726560221e-3
155.0000000000000,-2.168741098e-4,-9.020934622e-3,0.9994668254872,-0.031372442512,0.9994668254872,-0.031372442512,-3.500998414e-4,-9.016665041e-3
160.0000000000000,-2.310096771e-4,-9.311435227e-3,0.9994319255343,-0.032384445909,0.9994319255343,-0.032384445909,-3.729685219e-4,-9.306745154e-3
165.0000000000000,-2.455965681e-4,-9.601935611e-3,0.9993959135617,-0.033396409080,0.9993959135617,-0.033396409080,-3.965651285e-4,-9.596798786e-3
170.0000000000000,-2.606357717e-4,-9.892434831e-3,0.9993587888364,-0.034408330951,0.9993587888364,-0.034408330951,-4.208905997e-4,-9.886824121e-3
175.0000000000000,-2.761279853e-4,-0.010182931943,0.9993205509026,-0.035420210431,0.9993205509026,-0.035420210431,-4.459455824e-4,-0.010176819342
180.0000000000000,-2.920736798e-4,-0.010473426028,0.9992811995167,-0.036432046441,0.9992811995167,-0.036432046441,-4.717304968e-4,-0.010466782659
185.0000000000000,-3.084731507e-4,-0.010763916205,0.9992407345969,-0.037443837928,0.9992407345969,-0.037443837928,-4.982455879e-4,-0.010756712322
190.0000000000000,-3.253265582e-4,-0.011054401647,0.9991991561834,-0.038455583874,0.9991991561834,-0.038455583874,-5.254909656e-4,-0.011046606637
195.0000000000000,-3.426339595e-4,-0.011344881585,0.9991564644069,-0.039467283307,0.9991564644069,-0.039467283307,-5.534666370e-4,-0.011336463966
200.0000000000000,-3.603953340e-4,-0.011635355309,0.9991126594639,-0.040478935301,0.9991126594639,-0.040478935301,-5.821725311e-4,-0.011626282730
205.0000000000000,-3.786106034e-4,-0.011925822171,0.9990677415972,-0.041490538975,0.9990677415972,-0.041490538975,-6.116085190e-4,-0.011916061415
210.0000000000000,-3.972796475e-4,-0.012216281588,0.9990217110806,-0.042502093498,0.9990217110806,-0.042502093498,-6.417744296e-4,-0.012205798565
215.0000000000000,-4.164023170e-4,-0.012506733035,0.9989745682069,-0.043513598082,0.9989745682069,-0.043513598082,-6.726700617e-4,-0.012495492786
220.0000000000000,-4.359784434e-4,-0.012797176049,0.9989263132784,-0.044525051988,0.9989263132784,-0.044525051988,-7.042951939e-4,-0.012785142740
225.0000000000000,-4.560078473e-4,-0.013087610227,0.9988769465996,-0.045536454520,0.9988769465996,-0.045536454520,-7.366495924e-4,-0.013074747149
230.0000000000000,-4.764903447e-4,-0.013378035224,0.9988264684715,-0.046547805026,0.9988264684715,-0.046547805027,-7.697330165e-4,-0.013364304791
235.0000000000000,-4.974257520e-4,-0.013668450753,0.9987748791869,-0.047559102898,0.9987748791869,-0.047559102898,-8.035452237e-4,-0.013653814500
240.0000000000000,-5.188138905e-4,-0.013958856586,0.9987221790272,-0.048570347569,0.9987221790272,-0.048570347569,-8.380859731e-4,-0.013943275164
245.0000000000000,-5.406545897e-4,-0.014249252552,0.9986683682593,-0.049581538517,0.9986683682593,-0.049581538517,-8.733550284e-4,-0.014232685728
