 Sonnet Data File
 From: emgraph Version : 16.56
 From Project: Cap_300MHz_500x3440_150umboundary
 Data is De-embedded 
 Data File Written: 01/22/2020 12:19:11
Project Date: 01/20/2020 20:02:01
R 50.00000
Frequency (MHz),RE[Y11],IM[Y11],RE[Y12],IM[Y12],RE[Y21],IM[Y21],RE[Y22],IM[Y22]
100.0000000000000,1.5389634643e-4,0.0150915881677,-1.519099450e-4,-0.014886832328,-1.519099445e-4,-0.014886832328,1.5391894276e-4,0.0150937434470
105.0000000000000,1.6436047019e-4,0.0159038949911,-1.642039913e-4,-0.015688498797,-1.642039913e-4,-0.015688498797,1.6414357137e-4,0.0159062532459
110.0000000000000,1.7469461911e-4,0.0167251488919,-1.756830686e-4,-0.016499045351,-1.756830686e-4,-0.016499045351,1.7430391941e-4,0.0167277092722
115.0000000000000,1.8467658398e-4,0.0175563972591,-1.862971073e-4,-0.017319607017,-1.862971073e-4,-0.017319607017,1.8416592326e-4,0.0175591549815
120.0000000000000,1.9415279273e-4,0.0183986564890,-1.960303763e-4,-0.018151247877,-1.960303763e-4,-0.018151247877,1.9356593503e-4,0.0184016044625
125.0000000000000,2.0302423227e-4,0.0192529184999,-2.048921545e-4,-0.018994981794,-2.048921545e-4,-0.018994981794,2.0239642305e-4,0.0192560484900
130.0000000000000,2.1123477169e-4,0.0201201578242,-2.129100482e-4,-0.019851789157,-2.129100482e-4,-0.019851789157,2.1059408403e-4,0.0201234612799
135.0000000000000,2.1876167845e-4,0.0210013390043,-2.201251389e-4,-0.020722630749,-2.201251389e-4,-0.020722630749,2.1813016765e-4,0.0210048076375
140.0000000000000,2.2560802240e-4,0.0218974240923,-2.265884165e-4,-0.021608459508,-2.265884165e-4,-0.021608459508,2.2500271117e-4,0.0219010502776
145.0000000000000,2.3179664990e-4,0.0228093801313,-2.323581273e-4,-0.022510230776,-2.323581273e-4,-0.022510230776,2.3123036626e-4,0.0228131571742
150.0000000000000,2.3736543622e-4,0.0237381865623,-2.374977843e-4,-0.023428911454,-2.374977843e-4,-0.023428911454,2.3684752487e-4,0.0237421088720
155.0000000000000,2.4236356563e-4,0.0246848425453,-2.420746671e-4,-0.024365488392,-2.420746671e-4,-0.024365488392,2.4190049112e-4,0.0246889057388
160.0000000000000,2.4684863121e-4,0.0256503742206,-2.461586867e-4,-0.025320976274,-2.461586867e-4,-0.025320976274,2.4644448897e-4,0.0256545751766
165.0000000000000,2.5088438576e-4,0.0266358419542,-2.498215300e-4,-0.026296425190,-2.498215300e-4,-0.026296425190,2.5054133493e-4,0.0266401788327
170.0000000000000,2.5453900969e-4,0.0276423476294,-2.531360200e-4,-0.027292928064,-2.531360200e-4,-0.027292928064,2.5425763953e-4,0.0276468198667
175.0000000000000,2.5788378970e-4,0.0286710420560,-2.561756474e-4,-0.028311628088,-2.561756474e-4,-0.028311628088,2.5766342965e-4,0.0286756503429
180.0000000000000,2.6099212516e-4,0.0297231325744,-2.590142388e-4,-0.029353726268,-2.590142388e-4,-0.029353726268,2.6083110706e-4,0.0297278788249
185.0000000000000,2.6393879748e-4,0.0307998909403,-2.617257373e-4,-0.030420489219,-2.617257373e-4,-0.030420489219,2.6383467705e-4,0.0308047782536
