 Sonnet Data File
 From: emgraph Version : 16.56
 From Project: TKID_Module_Capacitor_with_feedline_4outof16
 Data is De-embedded 
 Data File Written: 04/13/2020 23:33:01
Project Date: 04/13/2020 11:32:44
R 50.00000
Frequency (MHz),RE[Y11],IM[Y11],RE[Y12],IM[Y12],RE[Y13],IM[Y13],RE[Y14],IM[Y14],RE[Y21],IM[Y21],RE[Y22],IM[Y22],RE[Y23],IM[Y23],RE[Y24],IM[Y24],RE[Y31],IM[Y31],RE[Y32],IM[Y32],RE[Y33],IM[Y33],RE[Y34],IM[Y34],RE[Y41],IM[Y41],RE[Y42],IM[Y42],RE[Y43],IM[Y43],RE[Y44],IM[Y44]
ILD_thickness = 0.3
ILD_dielectric_const = 3.9
100.0000000000000,1.4502651974e-9,0.0030928285799,-1.090350039e-9,-2.448685516e-3,-2.68739306e-12,-3.711422566e-6,-1.08026303e-13,4.8951285279e-7,-1.090349873e-9,-2.448685516e-3,1.1918025109e-9,0.0028019475702,-1.23348958e-11,-2.685200161e-5,-7.23612880e-12,-1.580176606e-5,-2.74797794e-12,-3.711422605e-6,-1.22432543e-11,-2.685200163e-5,-3.42105445e-10,-1.387401160669,4.423380921e-10,1.3876649039359,-9.58753940e-14,4.8951282916e-7,-7.23562219e-12,-1.580176605e-5,4.429148104e-10,1.3876649039352,-3.53641913e-10,-1.387460649345
105.0000000000000,-5.783321940e-9,0.0032484886730,-4.332296336e-9,-2.572045841e-3,-1.883460345e-9,-3.906511219e-6,2.5169812611e-9,5.2789642421e-7,-4.332296336e-9,-2.572045841e-3,-6.246178681e-9,0.0029429194117,-8.898400523e-9,-2.820047916e-5,8.4842651830e-9,-1.659167609e-5,-1.883460345e-9,-3.906511219e-6,-8.898400523e-9,-2.820047916e-5,-1.139381702e-6,-1.321183522724,1.1396522027e-6,1.3214604548871,2.5169812611e-9,5.2789642421e-7,8.4842651828e-9,-1.659167609e-5,1.1396522027e-6,1.3214604548871,-1.139684146e-6,-1.321245987498
110.0000000000000,-1.000068540e-8,0.0034042972590,-6.687198647e-9,-2.695541522e-3,-3.170893382e-9,-4.096296091e-6,4.2976910299e-9,5.6145643383e-7,-6.687198647e-9,-2.695541522e-3,-1.043552955e-8,0.0030840178591,-1.437660661e-8,-2.954906735e-5,1.3631766320e-8,-1.738203011e-5,-3.170893382e-9,-4.096296091e-6,-1.437660661e-8,-2.954906735e-5,-1.800014539e-6,-1.260998796281,1.8003962256e-6,1.2612889174394,4.2976910299e-9,5.6145643383e-7,1.3631766320e-8,-1.738203011e-5,1.8003962256e-6,1.2612889174394,-1.800517498e-6,-1.261064236916
115.0000000000000,-1.188022021e-8,0.0035602614308,-8.239506143e-9,-2.819179377e-3,-3.888747529e-9,-4.282030472e-6,5.3629398511e-9,5.9150808881e-7,-8.239506144e-9,-2.819179377e-3,-1.217047103e-8,0.0032252490374,-1.718556289e-8,-3.089824066e-5,1.6190880379e-8,-1.817243422e-5,-3.888747529e-9,-4.282030472e-6,-1.718556289e-8,-3.089824066e-5,-2.113771601e-6,-1.206058287636,2.1142159809e-6,1.2063615979258,5.3629398512e-9,5.9150808881e-7,1.6190880380e-8,-1.817243422e-5,2.1142159809e-6,1.2063615979258,-2.114395473e-6,-1.206126703971
120.0000000000000,-1.201844989e-8,0.0037163884183,-9.077043614e-9,-2.942966216e-3,-4.115159461e-9,-4.464661344e-6,5.7934834354e-9,6.1905732495e-7,-9.077043614e-9,-2.942966216e-3,-1.213122899e-8,0.0033666192084,-1.795292903e-8,-3.224830576e-5,1.6798163923e-8,-1.896265825e-5,-4.115159461e-9,-4.464661344e-6,-1.795292903e-8,-3.224830576e-5,-2.178602246e-6,-1.155705039512,2.1790712833e-6,1.1560215390921,5.7934834354e-9,6.1905732495e-7,1.6798163924e-8,-1.896265825e-5,2.1790712833e-6,1.1560215390921,-2.179280463e-6,-1.155776431433
125.0000000000000,-1.092812395e-8,0.0038726855635,-9.287084153e-9,-3.066908850e-3,-3.952052180e-9,-4.644899031e-6,5.6982149070e-9,6.4487007490e-7,-9.287084153e-9,-3.066908850e-3,-1.088693839e-8,0.0035081347398,-1.720386941e-8,-3.359944652e-5,1.5981254231e-8,-1.975259029e-5,-3.952052180e-9,-4.644899031e-6,-1.720386941e-8,-3.359944652e-5,-2.067717363e-6,-1.109387428011,2.0681817643e-6,1.1097171170639,5.6982149071e-9,6.4487007490e-7,1.5981254232e-8,-1.975259029e-5,2.0681817643e-6,1.1097171170639,-2.068394842e-6,-1.109461795447
130.0000000000000,-9.040315194e-9,0.0040291602990,-8.953723845e-9,-3.191014094e-3,-3.505721307e-9,-4.823272221e-6,5.1937336487e-9,6.6952711749e-7,-8.953723845e-9,-3.191014094e-3,-8.902602061e-9,0.0036498020799,-1.537142421e-8,-3.495175855e-5,1.4170726417e-8,-2.054220204e-5,-3.505721307e-9,-4.823272221e-6,-1.537142421e-8,-3.495175855e-5,-1.836028000e-6,-1.066638865415,1.8364656673e-6,1.0669817441410,5.1937336487e-9,6.6952711749e-7,1.4170726417e-8,-2.054220204e-5,1.8364656673e-6,1.0669817441410,-1.836659630e-6,-1.066716208329
135.0000000000000,-6.709237616e-9,0.0041858201309,-8.156257911e-9,-3.315288774e-3,-2.875424941e-9,-5.000171030e-6,4.3920212611e-9,6.9346713154e-7,-8.156257911e-9,-3.315288774e-3,-6.548547116e-9,0.0037916277373,-1.280742924e-8,-3.630527574e-5,1.1712300608e-8,-2.133152237e-5,-2.875424941e-9,-5.000171030e-6,-1.280742924e-8,-3.630527574e-5,-1.524791228e-6,-1.027062022210,1.5251860694e-6,1.0274180908251,4.3920212611e-9,6.9346713154e-7,1.1712300608e-8,-2.133152237e-5,1.5251860694e-6,1.0274180908251,-1.525340802e-6,-1.027142340593
