 Sonnet Data File
 From: emgraph Version : 16.56
 From Project: Cap_300MHz_with_boundary_and_coupcaps
 Data is De-embedded 
 Data File Written: 04/20/2020 18:00:02
Project Date: 03/26/2020 11:24:26
R 50.00000
Frequency (MHz),RE[S11],IM[S11],RE[S12],IM[S12],RE[S13],IM[S13],RE[S14],IM[S14],RE[S21],IM[S21],RE[S22],IM[S22],RE[S23],IM[S23],RE[S24],IM[S24],RE[S31],IM[S31],RE[S32],IM[S32],RE[S33],IM[S33],RE[S34],IM[S34],RE[S41],IM[S41],RE[S42],IM[S42],RE[S43],IM[S43],RE[S44],IM[S44]
ILD_thickness = 0.3
ILD_dielectric_const = 3.9
100.0000000000000,0.4436715319699,-0.515380282345,0.5554515693153,0.4784689187133,0.0021244987146,0.0059087415474,0.0020710320759,0.0059669701105,0.5554515693153,0.4784689187132,0.4439986240703,-0.515156585110,-1.843465842e-3,0.0025665347336,-1.794881670e-3,0.0025084620393,0.0021244987165,0.0059087415480,-1.843465839e-3,0.0025665347306,-1.475313847e-4,-5.171561210e-3,0.9996831320162,-0.023610213334,0.0020710320779,0.0059669701111,-1.794881667e-3,0.0025084620363,0.9996831320161,-0.023610213335,-1.461940536e-4,-5.172014919e-3
105.0000000000000,0.4181231482010,-0.512481834693,0.5790462566869,0.4725254082668,0.0022158869463,0.0061057877455,0.0021603804782,0.0061695531604,0.5790462566869,0.4725254082668,0.4184792121723,-0.512266332402,-1.906835676e-3,0.0027922852755,-1.856682677e-3,0.0027284928417,0.0022158869463,0.0061057877455,-1.906835676e-3,0.0027922852755,-1.621472785e-4,-5.425803561e-3,0.9996510711920,-0.024793954167,0.0021603804782,0.0061695531604,-1.856682677e-3,0.0027284928417,0.9996510711920,-0.024793954167,-1.607621971e-4,-5.426308557e-3
110.0000000000000,0.3941797564820,-0.508682493035,0.6016540906623,0.4661193600436,0.0023055790723,0.0062994414777,0.0022481075743,0.0063688598307,0.6016540906623,0.4661193600436,0.3945564685545,-0.508476101803,-1.966999957e-3,0.0030216506312,-1.915380546e-3,0.0029520552590,0.0023055790723,0.0062994414777,-1.966999957e-3,0.0030216506312,-1.774484929e-4,-5.680052786e-3,0.9996174534083,-0.025977595819,0.0022481075743,0.0063688598307,-1.915380546e-3,0.0029520552590,0.9996174534083,-0.025977595819,-1.760023001e-4,-5.680608818e-3
115.0000000000000,0.3717344076842,-0.504136667397,0.6232258645857,0.4592827207621,0.0023934297062,0.0064900797965,0.0023340700811,0.0065652548480,0.6232258645857,0.4592827207621,0.3721258841175,-0.503938999398,-2.023805771e-3,0.0032542010294,-1.970824325e-3,0.0031787302960,0.0023934297062,0.0064900797965,-2.023805771e-3,0.0032542010294,-1.934346917e-4,-5.934308136e-3,0.9995822799322,-0.027161137988,0.0023340700811,0.0065652548480,-1.970824325e-3,0.0031787302960,0.9995822799322,-0.027161137988,-1.919144615e-4,-5.934915159e-3
120.0000000000000,0.3506895668261,-0.498975594560,0.6437404270341,0.4520571930917,0.0024793406480,0.0066780607228,0.0024181707734,0.0067590848332,0.6437404270341,0.4520571930917,0.3510918982676,-0.498785707609,-2.077154036e-3,0.0034895339951,-2.022915747e-3,0.0034081253734,0.0024793406480,0.0066780607228,-2.077154036e-3,0.0034895339951,-2.101056746e-4,-6.188568860e-3,0.9995455518797,-0.028344580392,0.0024181707734,0.0067590848332,-2.022915747e-3,0.0034081253734,0.9995455518797,-0.028344580392,-2.084989144e-4,-6.189227034e-3
125.0000000000000,0.3309553012848,-0.493311920252,0.6631975293326,0.4444898193993,0.0025632540601,0.0068637202495,0.0025003518624,0.0069506753205,0.6631975293326,0.4444898193993,0.3313660798038,-0.493128788757,-2.126990413e-3,0.0037272763662,-2.071600349e-3,0.0036398763232,0.0025632540601,0.0068637202495,-2.126990413e-3,0.0037272763662,-2.274613720e-4,-6.442834201e-3,0.9995072702199,-0.029527922756,0.0025003518624,0.0069506753205,-2.071600349e-3,0.0036398763232,0.9995072702199,-0.029527922756,-2.257560125e-4,-6.443543877e-3
130.0000000000000,0.3124478957528,-0.487242889703,0.6816123498326,0.4366296807227,0.0026451460173,0.0070473705412,0.0025805887279,0.0071403289485,0.6816123498326,0.4366296807227,0.3128657870928,-0.487065670213,-2.173297238e-3,0.0039670851097,-2.116859586e-3,0.0038736482098,0.0026451460173,0.0070473705412,-2.173297238e-3,0.0039670851097,-2.455018310e-4,-6.697103380e-3,0.9994674357871,-0.030711164795,0.0025805887279,0.0071403289485,-2.116859586e-3,0.0038736482098,0.9994674357871,-0.030711164795,-2.436862177e-4,-6.697865090e-3
135.0000000000000,0.2950888689126,-0.480852654366,0.6990112642608,0.4285255190620,0.0027250205838,0.0072292991273,0.0026588841571,0.0073283246252,0.6990112642608,0.4285255190620,0.2955132539296,-0.480680808039,-2.216086459e-3,0.0042086472064,-2.158703935e-3,0.0041091352395,0.0027250205838,0.0072292991273,-2.216086459e-3,0.0042086472064,-2.642272020e-4,-6.951375580e-3,0.9994260492940,-0.031894306202,0.0026588841571,0.0073283246252,-2.158703935e-3,0.0041091352395,0.9994260492940,-0.031894306202,-2.622900861e-4,-6.952190025e-3
