R 50.00000
Frequency (MHz),RE[Z11],IM[Z11],RE[Z12],IM[Z12],RE[Z21],IM[Z21],RE[Z22],IM[Z22]
100.0000000000000,7.4185802372770,-4206.285835903,7.4185728558007,-4206.373313300,7.4185728560068,-4206.373313300,7.4185655681519,-4206.289519231
102.0000000000000,7.1849632719223,-4123.797168229,7.1849558986243,-4123.886394398,7.1849558986243,-4123.886394398,7.1849484797761,-4123.800925607
104.0000000000000,6.9636394981141,-4044.481619119,6.9636321318003,-4044.572594055,6.9636321318003,-4044.572594055,6.9636245835888,-4044.485450519
106.0000000000000,6.7537294858265,-3968.159547854,6.7537221254019,-3968.252271553,6.7537221254018,-3968.252271553,6.7537144495306,-3968.163453252
108.0000000000000,6.5544322995720,-3894.664622628,6.5544249439383,-3894.759095088,6.5544249439383,-3894.759095088,6.5544171420828,-3894.668602000
110.0000000000000,6.3650171700627,-3823.842610444,6.3650098181196,-3823.938831664,6.3650098181195,-3823.938831664,6.3650018919284,-3823.846663769
112.0000000000000,6.1848161836876,-3755.550296694,6.1848088343334,-3755.648266672,6.1848088343334,-3755.648266672,6.1848007854291,-3755.554423952
114.0000000000000,6.0132178504678,-3689.654518485,6.0132105026006,-3689.754237219,6.0132105026006,-3689.754237219,6.0132023325806,-3689.658719656
116.0000000000000,5.8496614303026,-3626.031297975,5.8496540828211,-3626.132765465,5.8496540828211,-3626.132765465,5.8496457932586,-3626.035573041
118.0000000000000,5.6936319173732,-3564.565063869,5.6936245691770,-3564.668280116,5.6936245691770,-3564.668280116,5.6936161616217,-3564.569412813
120.0000000000000,5.5446555959529,-3505.147950766,5.5446482459434,-3505.252915770,5.5446482459434,-3505.252915770,5.5446397219225,-3505.152373572
122.0000000000000,5.4022960954273,-3447.679167438,5.4022887425084,-3447.785881199,5.4022887425084,-3447.785881199,5.4022801035270,-3447.683664091
124.0000000000000,5.2661508795933,-3392.064426249,5.2661435226717,-3392.172888769,5.2661435226717,-3392.172888769,5.2661347702135,-3392.068996734
126.0000000000000,5.1358481178141,-3338.215426929,5.1358407557999,-3338.325638209,5.1358407557999,-3338.325638209,5.1358318913279,-3338.220071232
128.0000000000000,5.0110438901967,-3286.049388739,5.0110365220041,-3286.161348783,5.0110365220041,-3286.161348783,5.0110275469609,-3286.054106848
130.0000000000000,4.8914196862770,-3235.488625842,4.8914123108242,-3235.602334651,4.8914123108242,-3235.602334651,4.8914032266327,-3235.493417745
132.0000000000000,4.7766801638663,-3186.460161266,4.7766727800763,-3186.575618843,4.7766727800763,-3186.575618843,4.7766635881403,-3186.465026952
134.0000000000000,4.6665511352421,-3138.895375457,4.6665437420430,-3139.012581805,4.6665437420431,-3139.012581805,4.6665344437473,-3138.900314914
136.0000000000000,4.5607777569241,-3092.729685832,4.5607703532494,-3092.848640954,4.5607703532494,-3092.848640954,4.5607609499604,-3092.734699050
138.0000000000000,4.4591228982046,-3047.902254211,4.4591154829933,-3048.022958111,4.4591154829933,-3048.022958111,4.4591059760595,-3047.907341181
140.0000000000000,4.3613656686675,-3004.355719326,4.3613582408646,-3004.478172007,4.3613582408646,-3004.478172007,4.3613486316168,-3004.360880039
142.0000000000000,4.2673000876230,-2962.035951936,4.2672926461799,-2962.160153402,4.2672926461798,-2962.160153402,4.2672829359315,-2962.041186383
144.0000000000000,4.1767338805046,-2920.891830353,4.1767264243789,-2921.017780608,4.1767264243789,-2921.017780608,4.1767166144266,-2920.897138525
146.0000000000000,4.0894873863807,-2880.875034419,4.0894799145368,-2881.002733467,4.0894799145368,-2881.002733467,4.0894700061603,-2880.880416309
148.0000000000000,4.0053925677717,-2841.939856195,4.0053850791809,-2842.069304041,4.0053850791808,-2842.069304041,4.0053750736437,-2841.945311795
150.0000000000000,3.9242921094584,-2804.043025787,3.9242846030989,-2804.174222436,3.9242846030989,-2804.174222436,3.9242745016485,-2804.048555091
152.0000000000000,3.8460385992709,-2767.143550934,3.8460310741283,-2767.276496389,3.8460310741283,-2767.276496389,3.8460208779962,-2767.149153935
154.0000000000000,3.7704937803689,-2731.202569088,3.7704862354361,-2731.337263356,3.7704862354361,-2731.337263356,3.7704759458382,-2731.208245780
156.0000000000000,3.6975278702148,-2696.183210884,3.6975203044923,-2696.319653969,3.6975203044923,-2696.319653969,3.6975099226291,-2696.188961261
158.0000000000000,3.6270189370529,-2662.050473970,3.6270113495487,-2662.188665876,3.6270113495487,-2662.188665876,3.6270008766058,-2662.056298025
160.0000000000000,3.5588523308986,-2628.771106308,3.5588447206288,-2628.911047041,3.5588447206288,-2628.911047041,3.5588341577766,-2628.777004037
162.0000000000000,3.4929201612451,-2596.313498117,3.4929125272334,-2596.455187683,3.4929125272334,-2596.455187683,3.4929018756277,-2596.319469515
164.0000000000000,3.4291208191394,-2564.647581726,3.4291131604177,-2564.791020131,3.4291131604177,-2564.791020131,3.4291024211997,-2564.653626788
166.0000000000000,3.3673585377752,-2533.744738665,3.3673508533834,-2533.889925913,3.3673508533834,-2533.889925913,3.3673400276800,-2533.750857387
168.0000000000000,3.3075429895891,-2503.577713393,3.3075352785753,-2503.724649491,3.3075352785753,-2503.724649491,3.3075243674993,-2503.583905770
170.0000000000000,3.2495889147209,-2474.120533119,3.2495811761416,-2474.269218071,3.2495811761416,-2474.269218071,3.2495701807916,-2474.126799147
172.0000000000000,3.1934157797393,-2445.348433213,3.1934080126593,-2445.498867026,3.1934080126593,-2445.498867026,3.1933969341202,-2445.354772889
174.0000000000000,3.1389474626599,-2417.237787769,3.1389396661523,-2417.389970448,3.1389396661523,-2417.389970448,3.1389285054952,-2417.244201088
