 Sonnet Data File
 From: emgraph Version : 16.56
 From Project: coupcap_toGND
 Data is De-embedded 
 Data File Written: 03/04/2020 11:29:10
Project Date: 03/02/2020 11:29:49
R 50.00000
Frequency (MHz),RE[Y11],IM[Y11]
100.0000000000000,6.859841435e-11,1.5696606648e-4
105.0000000000000,3.618506247e-10,1.6481483323e-4
110.0000000000000,6.439399712e-10,1.7266368173e-4
115.0000000000000,9.150715822e-10,1.8051261567e-4
120.0000000000000,1.1754491520e-9,1.8836163874e-4
125.0000000000000,1.4252747785e-9,1.9621075467e-4
130.0000000000000,1.6647489635e-9,2.0405996714e-4
135.0000000000000,1.8940706141e-9,2.1190927986e-4
140.0000000000000,2.1134370374e-9,2.1975869655e-4
145.0000000000000,2.3230439490e-9,2.2760822089e-4
150.0000000000000,2.5230854586e-9,2.3545785660e-4
155.0000000000000,2.7137540849e-9,2.4330760739e-4
160.0000000000000,2.8952407493e-9,2.5115747695e-4
165.0000000000000,3.0677347717e-9,2.5900746901e-4
170.0000000000000,3.2314238750e-9,2.6685758726e-4
175.0000000000000,3.3864941808e-9,2.7470783542e-4
180.0000000000000,3.5331302171e-9,2.8255821719e-4
185.0000000000000,3.6715149075e-9,2.9040873629e-4
190.0000000000000,3.8018295776e-9,2.9825939643e-4
195.0000000000000,3.9242539533e-9,3.0611020132e-4
200.0000000000000,4.0389661581e-9,3.1396115467e-4
205.0000000000000,4.1461427157e-9,3.2181226019e-4
210.0000000000000,4.2459585489e-9,3.2966352160e-4
215.0000000000000,4.3385869759e-9,3.3751494261e-4
220.0000000000000,4.4241997184e-9,3.4536652694e-4
225.0000000000000,4.5029668871e-9,3.5321827831e-4
230.0000000000000,4.5750569959e-9,3.6107020042e-4
235.0000000000000,4.6406369532e-9,3.6892229700e-4
240.0000000000000,4.6998720638e-9,3.7677457178e-4
245.0000000000000,4.7529260257e-9,3.8462702845e-4
250.0000000000000,4.7999609343e-9,3.9247967075e-4
255.0000000000000,4.8411372746e-9,4.0033250240e-4
260.0000000000000,4.8766139341e-9,4.0818552711e-4
260.5000000000000,1.778771236e-10,4.0897206336e-4
261.0000000000000,1.784586211e-10,4.0975737296e-4
261.5000000000000,1.787843131e-10,4.1054269651e-4
262.0000000000000,1.791029516e-10,4.1132801176e-4
262.5000000000000,1.789953639e-10,4.1211333008e-4
263.0000000000000,1.797257068e-10,4.1289865997e-4
263.5000000000000,1.799447313e-10,4.1368398272e-4
264.0000000000000,1.802848006e-10,4.1446930814e-4
264.5000000000000,1.806246716e-10,4.1525463839e-4
265.0000000000000,4.9065481856e-9,4.1603874862e-4
265.5000000000000,1.815172540e-10,4.1682530624e-4
266.0000000000000,1.816584771e-10,4.1761064762e-4
266.5000000000000,1.821116621e-10,4.1839597977e-4
267.0000000000000,1.823523199e-10,4.1918131494e-4
267.5000000000000,1.829760828e-10,4.1996666007e-4
268.0000000000000,1.833228497e-10,4.2075200126e-4
268.5000000000000,1.833148412e-10,4.2153735707e-4
269.0000000000000,1.836686518e-10,4.2232270146e-4
269.5000000000000,1.839731797e-10,4.2310804321e-4
270.0000000000000,4.9310956952e-9,4.2389217064e-4
270.5000000000000,1.849295838e-10,4.2467875523e-4
271.0000000000000,1.852836028e-10,4.2546410773e-4
271.5000000000000,1.855520425e-10,4.2624947230e-4
272.0000000000000,1.858493929e-10,4.2703482978e-4
272.5000000000000,1.862104060e-10,4.2782018682e-4
273.0000000000000,1.867774280e-10,4.2860555078e-4
273.5000000000000,1.870250254e-10,4.2939092492e-4
274.0000000000000,1.872370712e-10,4.3017629321e-4
274.5000000000000,1.877258773e-10,4.3096166109e-4
275.0000000000000,4.9504105246e-9,4.3174579689e-4
275.5000000000000,1.882631935e-10,4.3253240544e-4
276.0000000000000,1.886811731e-10,4.3331776948e-4
276.5000000000000,1.893476265e-10,4.3410316018e-4
277.0000000000000,1.896872671e-10,4.3488853872e-4
277.5000000000000,1.894517409e-10,4.3567392552e-4
278.0000000000000,1.897841490e-10,4.3645930299e-4
278.5000000000000,1.904650013e-10,4.3724470031e-4
279.0000000000000,1.906840532e-10,4.3803008417e-4
279.5000000000000,1.911728225e-10,4.3881547955e-4
280.0000000000000,4.9646451254e-9,4.3959963110e-4
285.0000000000000,4.9739503391e-9,4.4745367700e-4
290.0000000000000,4.9784753998e-9,4.5530793831e-4
295.0000000000000,4.9783679276e-9,4.6316241877e-4
300.0000000000000,4.9737739384e-9,4.7101712208e-4
305.0000000000000,4.9648378256e-9,4.7887205200e-4
310.0000000000000,4.9517023801e-9,4.8672721224e-4
315.0000000000000,4.9345087756e-9,4.9458260654e-4
320.0000000000000,4.9133965724e-9,5.0243823862e-4
325.0000000000000,4.8885037186e-9,5.1029411222e-4
330.0000000000000,4.8599665429e-9,5.1815023108e-4
335.0000000000000,4.8279197634e-9,5.2600659892e-4
340.0000000000000,4.7924964768e-9,5.3386321948e-4
345.0000000000000,4.7538281674e-9,5.4172009650e-4
350.0000000000000,4.7120446977e-9,5.4957723372e-4
355.0000000000000,4.6672743110e-9,5.5743463486e-4
360.0000000000000,4.6196436372e-9,5.6529230368e-4
365.0000000000000,4.5692776752e-9,5.7315024390e-4
370.0000000000000,4.5162998149e-9,5.8100845928e-4
375.0000000000000,4.4608318133e-9,5.8886695354e-4
380.0000000000000,4.4029938121e-9,5.9672573044e-4
385.0000000000000,4.3429043280e-9,6.0458479372e-4
390.0000000000000,4.2806802514e-9,6.1244414711e-4
395.0000000000000,4.2164368456e-9,6.2030379437e-4
400.0000000000000,4.1502877523e-9,6.2816373925e-4
405.0000000000000,4.0823449839e-9,6.3602398548e-4
410.0000000000000,4.0127189232e-9,6.4388453682e-4
415.0000000000000,3.9415183241e-9,6.5174539702e-4
420.0000000000000,3.8688503163e-9,6.5960656982e-4
425.0000000000000,3.7948203916e-9,6.6746805898e-4
430.0000000000000,3.7195324121e-9,6.7532986825e-4
435.0000000000000,3.6430886076e-9,6.8319200138e-4
440.0000000000000,3.5655895766e-9,6.9105446213e-4
445.0000000000000,3.4871342777e-9,6.9891725426e-4
450.0000000000000,3.4078200390e-9,7.0678038151e-4
455.0000000000000,3.3277425497e-9,7.1464384765e-4
460.0000000000000,3.2469958582e-9,7.2250765643e-4
465.0000000000000,3.1656723793e-9,7.3037181162e-4
470.0000000000000,3.0838628857e-9,7.3823631697e-4
475.0000000000000,3.0016565060e-9,7.4610117625e-4
480.0000000000000,2.9191407323e-9,7.5396639322e-4
485.0000000000000,2.8364014106e-9,7.6183197164e-4
490.0000000000000,2.7535227449e-9,7.6969791528e-4
495.0000000000000,2.6705872881e-9,7.7756422791e-4
500.0000000000000,2.5876759538e-9,7.8543091329e-4
505.0000000000000,2.5048680042e-9,7.9329797518e-4
510.0000000000000,2.4222410507e-9,8.0116541737e-4
515.0000000000000,2.3398710604e-9,8.0903324362e-4
520.0000000000000,2.2578323455e-9,8.1690145769e-4
525.0000000000000,2.1761975660e-9,8.2477006338e-4
530.0000000000000,2.0950377306e-9,8.3263906444e-4
535.0000000000000,2.0144221904e-9,8.4050846466e-4
540.0000000000000,1.9344186417e-9,8.4837826781e-4
545.0000000000000,1.8550931246e-9,8.5624847766e-4
550.0000000000000,1.7765100212e-9,8.6411909801e-4
555.0000000000000,1.6987320514e-9,8.7199013262e-4
560.0000000000000,1.6218202727e-9,8.7986158528e-4
565.0000000000000,1.5458340865e-9,8.8773345977e-4
570.0000000000000,1.4708312264e-9,8.9560575988e-4
575.0000000000000,1.3968677600e-9,9.0347848939e-4
580.0000000000000,1.3239980920e-9,9.1135165208e-4
585.0000000000000,1.2522749580e-9,9.1922525175e-4
590.0000000000000,1.1817494251e-9,9.2709929218e-4
595.0000000000000,1.1124708881e-9,9.3497377716e-4
600.0000000000000,1.0444870690e-9,9.4284871048e-4
605.0000000000000,9.778440232e-10,9.5072409594e-4
610.0000000000000,9.125861267e-10,9.5859993733e-4
615.0000000000000,8.487560809e-10,9.6647623844e-4
620.0000000000000,7.863949059e-10,9.7435300308e-4
625.0000000000000,7.255419513e-10,9.8223023503e-4
630.0000000000000,6.662348789e-10,9.9010793810e-4
635.0000000000000,6.085096686e-10,9.9798611609e-4
640.0000000000000,5.524006269e-10,0.0010058647728
645.0000000000000,4.979403629e-10,0.0010137439120
650.0000000000000,4.451608572e-10,0.0010216235376
655.0000000000000,3.940882020e-10,0.0010295036533
660.0000000000000,3.447530930e-10,0.0010373842629
665.0000000000000,2.971803473e-10,0.0010452653703
670.0000000000000,2.513941293e-10,0.0010531469792
675.0000000000000,2.074169145e-10,0.0010610290935
680.0000000000000,1.652694825e-10,0.0010689117170
685.0000000000000,1.249709122e-10,0.0010767948535
690.0000000000000,8.653858934e-11,0.0010846785067
695.0000000000000,4.998819198e-11,0.0010925626806
700.0000000000000,1.533370361e-11,0.0011004473790
705.0000000000000,-1.74126006e-11,0.0011083326056
710.0000000000000,-4.82401485e-11,0.0011162183643
715.0000000000000,-7.71400788e-11,0.0011241046589
720.0000000000000,-1.04105235e-10,0.0011319914933
725.0000000000000,-1.29130171e-10,0.0011398788712
730.0000000000000,-1.52211157e-10,0.0011477667964
735.0000000000000,-1.73346172e-10,0.0011556552729
740.0000000000000,-1.92534916e-10,0.0011635443044
745.0000000000000,-2.09778798e-10,0.0011714338948
750.0000000000000,-2.25080959e-10,0.0011793240479
755.0000000000000,-2.38446249e-10,0.0011872147676
760.0000000000000,-2.49881246e-10,0.0011951060576
765.0000000000000,-2.59394253e-10,0.0012029979218
770.0000000000000,-2.66995300e-10,0.0012108903641
775.0000000000000,-2.72696140e-10,0.0012187833882
780.0000000000000,-2.76510265e-10,0.0012266769981
785.0000000000000,-2.78452889e-10,0.0012345711976
790.0000000000000,-2.78540968e-10,0.0012424659904
795.0000000000000,-2.76793189e-10,0.0012503613806
800.0000000000000,-2.73229978e-10,0.0012582573718
805.0000000000000,-2.67873501e-10,0.0012661539680
810.0000000000000,-2.60747668e-10,0.0012740511731
815.0000000000000,-2.51878126e-10,0.0012819489908
820.0000000000000,-2.41292272e-10,0.0012898474250
825.0000000000000,-2.29019251e-10,0.0012977464796
830.0000000000000,-2.15089954e-10,0.0013056461584
835.0000000000000,-1.99537025e-10,0.0013135464653
840.0000000000000,-1.82394868e-10,0.0013214474041
845.0000000000000,-1.63699626e-10,0.0013293489788
850.0000000000000,-1.43489216e-10,0.0013372511931
