R 50.00000
Frequency (GHz),RE[Y11],IM[Y11],RE[Y12],IM[Y12],RE[Y21],IM[Y21],RE[Y22],IM[Y22]
0.250000000000000,3.1667667354e-5,0.0051148120250,-3.062069093e-5,-4.944561935e-3,-3.062069093e-5,-4.944561935e-3,3.1649082661e-5,0.0051117745656
0.252000000000000,3.1646059073e-5,0.0051559584526,-3.096619029e-5,-4.984626265e-3,-3.096619029e-5,-4.984626265e-3,3.1629062131e-5,0.0051528952368
0.254000000000000,3.1627103455e-5,0.0051971312887,-3.130917070e-5,-5.024705841e-3,-3.130917070e-5,-5.024705841e-3,3.1611656044e-5,0.0051940423420
0.256000000000000,3.1610847117e-5,0.0052383305306,-3.164958807e-5,-5.064800879e-3,-3.164958807e-5,-5.064800879e-3,3.1596911426e-5,0.0052352158785
0.258000000000000,3.1597334290e-5,0.0052795561759,-3.198740074e-5,-5.104911592e-3,-3.198740074e-5,-5.104911592e-3,3.1584872914e-5,0.0052764158441
0.260000000000000,3.1586606849e-5,0.0053208082230,-3.232256944e-5,-5.145038197e-3,-3.232256944e-5,-5.145038197e-3,3.1575582791e-5,0.0053176422374
0.262000000000000,3.1578704352e-5,0.0053620866710,-3.265505728e-5,-5.185180906e-3,-3.265505728e-5,-5.185180906e-3,3.1569081020e-5,0.0053588950576
0.264000000000000,3.1573664077e-5,0.0054033915196,-3.298482965e-5,-5.225339936e-3,-3.298482965e-5,-5.225339936e-3,3.1565405285e-5,0.0054001743044
0.266000000000000,3.1571521055e-5,0.0054447227692,-3.331185427e-5,-5.265515498e-3,-3.331185427e-5,-5.265515498e-3,3.1564591020e-5,0.0054414799785
0.268000000000000,3.1572308109e-5,0.0054860804210,-3.363610107e-5,-5.305707808e-3,-3.363610107e-5,-5.305707808e-3,3.1566671452e-5,0.0054828120813
0.270000000000000,3.1576055889e-5,0.0055274644773,-3.395754221e-5,-5.345917076e-3,-3.395754221e-5,-5.345917076e-3,3.1571677634e-5,0.0055241706150
0.272000000000000,3.1582792912e-5,0.0055688749408,-3.427615201e-5,-5.386143517e-3,-3.427615201e-5,-5.386143517e-3,3.1579638484e-5,0.0055655555825
0.274000000000000,3.1592545601e-5,0.0056103118155,-3.459190694e-5,-5.426387341e-3,-3.459190694e-5,-5.426387341e-3,3.1590580825e-5,0.0056069669880
0.276000000000000,3.1605338318e-5,0.0056517751061,-3.490478554e-5,-5.466648761e-3,-3.490478554e-5,-5.466648761e-3,3.1604529418e-5,0.0056484048361
0.278000000000000,3.1621193406e-5,0.0056932648183,-3.521476842e-5,-5.506927986e-3,-3.521476842e-5,-5.506927986e-3,3.1621507006e-5,0.0056898691327
0.280000000000000,3.1640131229e-5,0.0057347809589,-3.552183820e-5,-5.547225227e-3,-3.552183820e-5,-5.547225227e-3,3.1641534346e-5,0.0057313598847
0.282000000000000,3.1662170206e-5,0.0057763235355,-3.582597948e-5,-5.587540694e-3,-3.582597948e-5,-5.587540694e-3,3.1664630256e-5,0.0057728770998
0.284000000000000,3.1687326856e-5,0.0058178925571,-3.612717879e-5,-5.627874595e-3,-3.612717879e-5,-5.627874595e-3,3.1690811647e-5,0.0058144207870
0.286000000000000,3.1715615830e-5,0.0058594880333,-3.642542457e-5,-5.668227138e-3,-3.642542457e-5,-5.668227138e-3,3.1720093565e-5,0.0058559909561
