R 50.00000
Frequency (GHz),RE[Y11],IM[Y11],RE[Y12],IM[Y12],RE[Y21],IM[Y21],RE[Y22],IM[Y22]
0.250000000000000,3.1472493236e-5,0.0050835664804,-3.045790619e-5,-4.918537168e-3,-3.045790619e-5,-4.918537168e-3,3.1513216560e-5,0.0050900826185
0.252000000000000,3.1450223327e-5,0.0051244596738,-3.080033126e-5,-4.958388273e-3,-3.080033126e-5,-4.958388273e-3,3.1496770865e-5,0.0051310244990
0.254000000000000,3.1430599247e-5,0.0051653789497,-3.114028664e-5,-4.998254436e-3,-3.114028664e-5,-4.998254436e-3,3.1482837773e-5,0.0051719925588
0.256000000000000,3.1413666941e-5,0.0052063243053,-3.147772838e-5,-5.038135870e-3,-3.147772838e-5,-5.038135870e-3,3.1471464647e-5,0.0052129867963
0.258000000000000,3.1399470006e-5,0.0052472957383,-3.181261493e-5,-5.078032787e-3,-3.181261493e-5,-5.078032787e-3,3.1462696505e-5,0.0052540072100
0.260000000000000,3.1388049727e-5,0.0052882932471,-3.214490707e-5,-5.117945398e-3,-3.214490707e-5,-5.117945398e-3,3.1456576055e-5,0.0052950537995
0.262000000000000,3.1379445109e-5,0.0053293168308,-3.247456791e-5,-5.157873915e-3,-3.247456791e-5,-5.157873915e-3,3.1453143724e-5,0.0053361265645
0.264000000000000,3.1373692913e-5,0.0053703664890,-3.280156286e-5,-5.197818548e-3,-3.280156286e-5,-5.197818548e-3,3.1452437699e-5,0.0053772255058
0.266000000000000,3.1370827689e-5,0.0054114422221,-3.312585953e-5,-5.237779509e-3,-3.312585953e-5,-5.237779509e-3,3.1454493959e-5,0.0054183506246
0.268000000000000,3.1370881815e-5,0.0054525440313,-3.344742780e-5,-5.277757008e-3,-3.344742780e-5,-5.277757008e-3,3.1459346309e-5,0.0054595019230
0.270000000000000,3.1373885532e-5,0.0054936719187,-3.376623967e-5,-5.317751254e-3,-3.376623967e-5,-5.317751254e-3,3.1467026418e-5,0.0055006794038
0.272000000000000,3.1379866981e-5,0.0055348258870,-3.408226931e-5,-5.357762456e-3,-3.408226931e-5,-5.357762456e-3,3.1477563857e-5,0.0055418830706
0.274000000000000,3.1388852236e-5,0.0055760059399,-3.439549298e-5,-5.397790825e-3,-3.439549298e-5,-5.397790825e-3,3.1490986129e-5,0.0055831129281
0.276000000000000,3.1400865348e-5,0.0056172120820,-3.470588899e-5,-5.437836567e-3,-3.470588899e-5,-5.437836567e-3,3.1507318713e-5,0.0056243689815
0.278000000000000,3.1415928377e-5,0.0056584443189,-3.501343770e-5,-5.477899891e-3,-3.501343770e-5,-5.477899891e-3,3.1526585098e-5,0.0056656512372
0.280000000000000,3.1434061432e-5,0.0056997026571,-3.531812142e-5,-5.517981005e-3,-3.531812142e-5,-5.517981005e-3,3.1548806818e-5,0.0057069597023
0.282000000000000,3.1455282707e-5,0.0057409871040,-3.561992444e-5,-5.558080113e-3,-3.561992444e-5,-5.558080113e-3,3.1574003494e-5,0.0057482943853
0.284000000000000,3.1479608520e-5,0.0057822976683,-3.591883294e-5,-5.598197424e-3,-3.591883294e-5,-5.598197424e-3,3.1602192869e-5,0.0057896552952
0.286000000000000,3.1507053354e-5,0.0058236343594,-3.621483499e-5,-5.638333141e-3,-3.621483499e-5,-5.638333141e-3,3.1633390847e-5,0.0058310424424
0.288000000000000,3.1537629889e-5,0.0058649971881,-3.650792045e-5,-5.678487469e-3,-3.650792045e-5,-5.678487469e-3,3.1667611530e-5,0.0058724558381
0.290000000000000,3.1571349046e-5,0.0059063861661,-3.679808103e-5,-5.718660612e-3,-3.679808103e-5,-5.718660612e-3,3.1704867254e-5,0.0059138954949
0.292000000000000,3.1608220021e-5,0.0059478013064,-3.708531014e-5,-5.758852774e-3,-3.708531014e-5,-5.758852774e-3,3.1745168633e-5,0.0059553614263
0.294000000000000,3.1648250326e-5,0.0059892426231,-3.736960295e-5,-5.799064156e-3,-3.736960295e-5,-5.799064156e-3,3.1788524591e-5,0.0059968536470
0.296000000000000,3.1691445827e-5,0.0060307101313,-3.765095627e-5,-5.839294961e-3,-3.765095627e-5,-5.839294961e-3,3.1834942401e-5,0.0060383721727
0.298000000000000,3.1737810780e-5,0.0060722038475,-3.792936857e-5,-5.879545388e-3,-3.792936857e-5,-5.879545388e-3,3.1884427728e-5,0.0060799170205
0.300000000000000,3.1787347872e-5,0.0061137237894,-3.820483992e-5,-5.919815638e-3,-3.820483992e-5,-5.919815638e-3,3.1936984658e-5,0.0061214882086
