 Sonnet Data File
 From: emgraph Version : 14.52
 From Project: parasitic_capacitance_double_port_2000
 Data is De-embedded 
 Data File Written: 09/04/2017 12:15:52
Project Date: 09/04/2017 12:13:03
R 50.00000
Frequency (GHz),RE[Y11],IM[Y11],RE[Y12],IM[Y12],RE[Y21],IM[Y21],RE[Y22],IM[Y22]
0.050000000000000,3.3213809162e-6,2.1067536001e-4,-3.510555820e-6,-2.283251960e-4,-3.510555821e-6,-2.283251960e-4,3.7011594136e-6,2.7611567201e-4
0.052000000000000,3.3541301231e-6,2.1909851431e-4,-3.543955051e-6,-2.374519310e-4,-3.543955051e-6,-2.374519310e-4,3.7370493922e-6,2.8717060197e-4
0.054000000000000,3.3866333823e-6,2.2752081658e-4,-3.577201051e-6,-2.465777444e-4,-3.577201051e-6,-2.465777444e-4,3.7727891120e-6,2.9822292076e-4
0.056000000000000,3.4188976834e-6,2.3594224957e-4,-3.610300651e-6,-2.557026071e-4,-3.610300651e-6,-2.557026071e-4,3.8083749124e-6,3.0927264284e-4
0.058000000000000,3.4509299935e-6,2.4436279598e-4,-3.643260540e-6,-2.648264902e-4,-3.643260540e-6,-2.648264902e-4,3.8438034134e-6,3.2031978267e-4
0.060000000000000,3.4827372556e-6,2.5278243840e-4,-3.676087262e-6,-2.739493648e-4,-3.676087262e-6,-2.739493648e-4,3.8790715156e-6,3.3136435474e-4
0.062000000000000,3.5143263870e-6,2.6120115930e-4,-3.708787216e-6,-2.830712019e-4,-3.708787216e-6,-2.830712019e-4,3.9141764000e-6,3.4240637356e-4
0.064000000000000,3.5457042774e-6,2.6961894110e-4,-3.741366659e-6,-2.921919724e-4,-3.741366659e-6,-2.921919724e-4,3.9491155277e-6,3.5344585366e-4
0.066000000000000,3.5768777877e-6,2.7803576610e-4,-3.773831701e-6,-3.013116473e-4,-3.773831701e-6,-3.013116473e-4,3.9838866397e-6,3.6448280958e-4
0.068000000000000,3.6078537484e-6,2.8645161650e-4,-3.806188308e-6,-3.104301976e-4,-3.806188308e-6,-3.104301976e-4,4.0184877571e-6,3.7551725587e-4
0.070000000000000,3.6386389574e-6,2.9486647442e-4,-3.838442303e-6,-3.195475942e-4,-3.838442303e-6,-3.195475942e-4,4.0529171802e-6,3.8654920707e-4
0.072000000000000,3.6692401790e-6,3.0328032187e-4,-3.870599362e-6,-3.286638079e-4,-3.870599362e-6,-3.286638079e-4,4.0871734886e-6,3.9757867776e-4
0.074000000000000,3.6996641418e-6,3.1169314079e-4,-3.902665017e-6,-3.377788098e-4,-3.902665017e-6,-3.377788098e-4,4.1212555408e-6,4.0860568248e-4
0.076000000000000,3.7299175373e-6,3.2010491301e-4,-3.934644657e-6,-3.468925706e-4,-3.934644657e-6,-3.468925706e-4,4.1551624737e-6,4.1963023581e-4
0.078000000000000,3.7600070178e-6,3.2851562025e-4,-3.966543525e-6,-3.560050613e-4,-3.966543525e-6,-3.560050613e-4,4.1888937023e-6,4.3065235228e-4
0.080000000000000,3.7899391955e-6,3.3692524415e-4,-3.998366718e-6,-3.651162527e-4,-3.998366718e-6,-3.651162527e-4,4.2224489191e-6,4.4167204644e-4
0.082000000000000,3.8197206399e-6,3.4533376627e-4,-4.030119191e-6,-3.742261157e-4,-4.030119191e-6,-3.742261157e-4,4.2558280937e-6,4.5268933284e-4
